seqID	sampleID	mouse	percent_weight	CageID	Group	CageID_Assigned	BD	ExpStart	sex	Gavaged_fecal_material	Mb_input	FMT	Cdiff_infection	Cdiff_day_infected	ABX	clinda35	FMT_day	Harvest_pi	FMT_input	FMT_type	Model	Experiment	Mouse_genotype	Mouse_status	ExpDay	day	type	CFU	sampleType	simpsoneven	simpson	simpson_lci	simpson_hci	invsimpson	invsimpson_lci	invsimpson_hci	shannon	shannon_lci	shannon_hci	npshannon	sobs	chao	chao_lci	chao_hci	nseqs	group	NMDS.axis1	NMDS.axis2	NMDS.axis3	pcoa.axis1	pcoa.axis2	pcoa.axis3	GROUP	TYPE
d11_1272_1	d11_1272_1	1272_1	103.6842105	1272	NA	NA	8/10/15	10/5/15	F	NA	NA	mFMT4	CDI	0	cef	yes	11	d42	yRag	mFMT	Rc	HF3	BL6	SPF-Young	11	11	fecal	0	mouse	0.035544	0.879182	0.8729	0.885465	1.13742	1.12935	1.145607	0.265082	0.252836	0.277328	0.272307	32	54.666667	38.993642	105.463547	17917	mFMT_other	0.387125	-0.089765	-0.447544	-0.54861	-0.182217	-0.142942	post-vanco	fecal
d11_1272_2	d11_1272_2	1272_2	105.1136364	1272	NA	NA	8/10/15	10/5/15	F	NA	NA	mFMT4	CDI	0	cef	yes	11	d42	yRag	mFMT	Rc	HF3	BL6	SPF-Young	11	11	fecal	0	mouse	0.046111	0.903626	0.897469	0.909783	1.106653	1.099163	1.114245	0.231928	0.218801	0.245056	0.237152	24	30.428571	25.513632	51.302896	15941	mFMT_other	0.388265	-0.089015	-0.448026	-0.548085	-0.182736	-0.14383	post-vanco	fecal
d11_1273_1	d11_1273_1	1273_1	101.5873016	1273	NA	NA	8/14/15	10/5/15	M	NA	NA	mFMT4	CDI	0	cef	yes	11	d42	yRag	mFMT	Rc	HF3	BL6	SPF-Young	11	11	fecal	51100000	mouse	0.092846	0.51288	0.50334	0.522421	1.949772	1.914164	1.986729	0.816661	0.79381	0.839512	0.830549	21	37.5	25.257273	84.94939	5073	mFMT_other	0.048334	-0.555815	-0.253148	-0.287954	0.168719	0.049236	post-vanco	fecal
d11_1273_2	d11_1273_2	1273_2	100	1273	NA	NA	8/14/15	10/5/15	M	NA	NA	mFMT4	CDI	0	cef	yes	11	d42	yRag	mFMT	Rc	HF3	BL6	SPF-Young	11	11	fecal	NA	mouse	0.062798	0.442333	0.439785	0.444882	2.260739	2.247787	2.27384	0.920591	0.911988	0.929194	0.925256	36	53	41.335637	90.164103	26778	mFMT_other	0.194176	-0.402722	-0.325912	-0.453215	0.066599	-0.031446	post-vanco	fecal
d11_1275_1	d11_1275_1	1275_1	102.1505376	1275	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	11	11	fecal	0	mouse	0.05828	0.903081	0.894604	0.911559	1.10732	1.097022	1.117813	0.223574	0.206449	0.240699	0.233315	19	97	46.213815	242.562918	8376	mFMT	0.388408	-0.089105	-0.448056	-0.548199	-0.182772	-0.143727	post-vanco	fecal
d11_1275_2	d11_1275_2	1275_2	101.0695187	1275	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	11	11	fecal	0	mouse	0.025013	0.908617	0.904359	0.912875	1.100574	1.09544	1.105756	0.231228	0.221372	0.241084	0.234705	44	50.875	45.709308	71.651911	32037	mFMT	0.388705	-0.088905	-0.448174	-0.548176	-0.182892	-0.143707	post-vanco	fecal
d11_1291_1	d11_1291_1	1291_1	101.0638298	1291	NA	NA	9/26/2015	11/2/2015	F	NA	NA	hFMT3	CDI	0	cef	yes	11	d42	R4_F	hFMT	Rc	HF4	BL6	SPF-Young	11	11	fecal	0	mouse	0.10202	0.544554	0.533416	0.555692	1.836365	1.799558	1.87471	0.740984	0.71758	0.764389	0.75527	18	29.25	20.652158	65.72057	4206	hFMT	0.03054	-0.570961	-0.247138	-0.266951	0.174626	0.058108	post-vanco	fecal
d11_1291_2	d11_1291_2	1291_2	99.36708861	1291	NA	NA	9/26/2015	11/2/2015	F	NA	NA	hFMT3	CDI	0	cef	yes	11	d42	R4_F	hFMT	Rc	HF4	BL6	SPF-Young	11	11	fecal	0	mouse	0.095451	0.551396	0.547155	0.555638	1.813577	1.799733	1.827636	0.713404	0.706151	0.720656	0.715762	19	22.5	19.697263	36.568701	30968	hFMT	0.023874	-0.57682	-0.243828	-0.258648	0.177785	0.061812	post-vanco	fecal
d11_1292_2	d11_1292_2	1292_2	94.21052632	1292	NA	NA	9/28/2015	11/2/2015	F	NA	NA	hFMT4	CDI	0	cef	yes	11	d42	D4_A	hFMT	Rc	HF4	BL6	SPF-Young	11	11	fecal	2000	mouse	0.070821	0.564803	0.559638	0.569968	1.770529	1.754485	1.78687	0.686245	0.676779	0.695712	0.68962	25	28	25.546723	41.461714	20648	hFMT	0.020877	-0.579337	-0.243384	-0.255244	0.178266	0.062821	post-vanco	fecal
d11_1292_3	d11_1292_3	1292_3	100	1292	NA	NA	9/28/2015	11/2/2015	F	NA	NA	hFMT4	CDI	0	cef	yes	11	d42	D4_A	hFMT	Rc	HF4	BL6	SPF-Young	11	11	fecal	0	mouse	0.107415	0.517204	0.513091	0.521318	1.933472	1.918215	1.948974	0.742897	0.734058	0.751736	0.746305	18	36	21.984991	99.305086	18001	hFMT	0.071109	-0.535502	-0.267744	-0.316745	0.153505	0.035456	post-vanco	fecal
d11_1293_1	d11_1293_1	1293_1	94.97206704	1293	NA	NA	9/28/2015	11/2/2015	F	NA	NA	hFMT5	CDI	0	cef	yes	11	d42	D5_A	hFMT	Rc	HF4	BL6	SPF-Young	11	11	fecal	0	mouse	0.072657	0.529355	0.525607	0.533104	1.88909	1.875806	1.902563	0.694164	0.686119	0.70221	0.698677	26	39.75	29.403319	81.55239	18066	hFMT	0.073281	-0.532958	-0.270506	-0.319866	0.150764	0.032488	post-vanco	fecal
d11_1293_2	d11_1293_2	1293_2	97.54601227	1293	NA	NA	9/28/2015	11/2/2015	F	NA	NA	hFMT5	CDI	0	cef	yes	11	d42	D5_A	hFMT	Rc	HF4	BL6	SPF-Young	11	11	fecal	8000	mouse	0.058667	0.516528	0.511654	0.521402	1.936004	1.917907	1.954447	0.781745	0.768988	0.794502	0.788196	33	46	36.552741	80.568908	15031	hFMT	0.062545	-0.541409	-0.262769	-0.306832	0.158531	0.040195	post-vanco	fecal
d11_1294_1	d11_1294_1	1294_1	98.47715736	1294	NA	NA	9/29/2015	11/2/2015	F	NA	NA	none	CDI	0	cef	yes	11	d42	none	noFMT	Rc	HF4	BL6	SPF-Young	11	11	fecal	0	mouse	0.029996	0.877313	0.869815	0.884812	1.139844	1.130184	1.14967	0.312609	0.294766	0.330452	0.320446	38	46.25	40.162057	69.480432	13109	noFMT	0.386645	-0.090015	-0.446861	-0.547902	-0.181481	-0.143922	post-vanco	fecal
d11_1294_2	d11_1294_2	1294_2	98.96373057	1294	NA	NA	9/29/2015	11/2/2015	F	NA	NA	none	CDI	0	cef	yes	11	d42	none	noFMT	Rc	HF4	BL6	SPF-Young	11	11	fecal	0	mouse	0.031737	0.670395	0.661448	0.679343	1.491657	1.472011	1.511834	0.792095	0.771848	0.812343	0.798331	47	50.214286	47.703775	61.68031	16828	noFMT	0.349173	-0.087706	-0.4394	-0.522716	-0.184334	-0.172101	post-vanco	fecal
d11_1295_1	d11_1295_1	1295_1	100.9009009	1295	NA	NA	9/28/2015	11/2/2015	M	NA	NA	hFMT3	CDI	0	cef	yes	11	d42	R4_F	hFMT	Rc	HF4	BL6	SPF-Young	11	11	fecal	0	mouse	0.074714	0.478012	0.471809	0.484216	2.091996	2.065195	2.119502	0.97928	0.964974	0.993585	0.982869	28	37	30.002307	68.453337	18038	hFMT	0.015935	-0.582963	-0.231343	-0.246368	0.188072	0.069452	post-vanco	fecal
d11_1295_2	d11_1295_2	1295_2	100.4651163	1295	NA	NA	9/28/2015	11/2/2015	M	NA	NA	hFMT3	CDI	0	cef	yes	11	d42	R4_F	hFMT	Rc	HF4	BL6	SPF-Young	11	11	fecal	2200000	mouse	0.114361	0.416391	0.412995	0.419787	2.40159	2.38216	2.421339	1.079235	1.07103	1.087441	1.080463	21	28	22.340979	57.540456	41824	hFMT	0.052379	-0.550396	-0.250498	-0.290312	0.16929	0.051331	post-vanco	fecal
d11_1296_1	d11_1296_1	1296_1	102.8436019	1296	NA	NA	9/29/2015	11/2/2015	M	NA	NA	hFMT4	CDI	0	cef	yes	11	d42	D4_A	hFMT	Rc	HF4	BL6	SPF-Young	11	11	fecal	2000	mouse	0.050034	0.868978	0.862022	0.875935	1.150776	1.141637	1.160064	0.27704	0.264212	0.289867	0.282577	23	32.166667	25.29218	59.658448	15399	hFMT	0.386641	-0.09012	-0.447336	-0.548832	-0.181998	-0.142605	post-vanco	fecal
d11_1296_2	d11_1296_2	1296_2	99.543379	1296	NA	NA	9/29/2015	11/2/2015	M	NA	NA	hFMT4	CDI	0	cef	yes	11	d42	D4_A	hFMT	Rc	HF4	BL6	SPF-Young	11	11	fecal	0	mouse	0.026815	0.887926	0.88265	0.893202	1.12622	1.119568	1.132952	0.254574	0.243754	0.265394	0.261484	42	126.333333	68.544696	309.929651	24127	hFMT	0.387657	-0.089545	-0.447786	-0.548519	-0.182463	-0.143213	post-vanco	fecal
d11_1297_1	d11_1297_1	1297_1	102.5531915	1297	NA	NA	9/28/2015	11/2/2015	M	NA	NA	hFMT5	CDI	0	cef	yes	11	d42	D5_A	hFMT	Rc	HF4	BL6	SPF-Young	11	11	fecal	3000	mouse	0.020211	0.562245	0.558405	0.566085	1.778584	1.766519	1.790816	0.75057	0.740915	0.760226	0.757187	88	110.894737	97.360429	143.998393	40692	hFMT	0.016013	-0.583224	-0.239922	-0.248899	0.181173	0.066004	post-vanco	fecal
d11_1297_2	d11_1297_2	1297_2	105.6074766	1297	NA	NA	9/28/2015	11/2/2015	M	NA	NA	hFMT5	CDI	0	cef	yes	11	d42	D5_A	hFMT	Rc	HF4	BL6	SPF-Young	11	11	fecal	2000	mouse	0.079752	0.597089	0.588437	0.605741	1.674792	1.65087	1.699418	0.65455700000000006	0.639268	0.669845	0.662891	21	37.5	25.257273	84.94939	9430	hFMT	-0.008882	-0.600764	-0.229992	-0.220798	0.188783	0.076522	post-vanco	fecal
d11_1802_1	d11_1802_1	1802_1	103.7735849	1802	NA	NA	4/17/2018	5/14/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF8	BL6	SPF-Young	11	11	fecal	0	mouse	0.054823	0.388093	0.384964	0.391222	2.576703	2.556094	2.597648	1.090409	1.080742	1.100077	1.097959	47	76.25	58.318328	122.590891	25433	mFMT	0.34848	-0.26465	-0.053758	-0.389687	0.251555	-0.019255	post-vanco	fecal
d11_1802_2	d11_1802_2	1802_2	98.19277108	1802	NA	NA	4/17/2018	5/14/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF8	BL6	SPF-Young	11	11	fecal	0	mouse	0.052293	0.398394	0.3958	0.400989	2.510075	2.493834	2.52653	1.055058	1.046656	1.063459	1.060941	48	120.5	74.938267	243.122055	33981	mFMT	0.352133	-0.262627	-0.051513	-0.387996	0.251148	-0.021027	post-vanco	fecal
d11_1803_2	d11_1803_2	1803_2	103.75	1803	NA	NA	4/17/2018	5/14/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF8	BL6	SPF-Young	11	11	fecal	20000	mouse	0.028626	0.388146	0.384977	0.391315	2.57635	2.555485	2.597558	1.142565	1.128539	1.15659	1.155925	90	144.666667	114.60075	211.477776	21956	mFMT	0.347625	-0.267911	-0.004616	-0.351768	0.282751	-0.010783	post-vanco	fecal
d11_1835_1	d11_1835_1	1835_1	99.30795848	1835	NA	NA	6/5/2018	8/20/2018	M	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	11	11	fecal	0	mouse	0.05223	0.957302	0.952634	0.96197	1.044602	1.039534	1.049721	0.11932	0.107767	0.130873	0.124796	20	26	21.32833	47.101695	13734	hFMT	0.391465	-0.087566	-0.448851	-0.547159	-0.183891	-0.145149	post-vanco	fecal
d11_1835_2	d11_1835_2	1835_2	99.29328622	1835	NA	NA	6/5/2018	8/20/2018	M	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	11	11	fecal	0	mouse	0.040027	0.960901	0.956776	0.965027	1.04069	1.036241	1.045177	0.113131	0.102469	0.123793	0.120604	26	46	32.016808	92.480432	16236	hFMT	0.39171	-0.087466	-0.44892	-0.547154	-0.183961	-0.145134	post-vanco	fecal
d11_1835_3	d11_1835_3	1835_3	98.23321555	1835	NA	NA	6/5/2018	8/20/2018	M	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	11	11	fecal	0	mouse	0.037979	0.940369	0.935879	0.94486	1.063412	1.058358	1.068514	0.150481	0.140549	0.160413	0.157479	28	62.2	38.820239	136.097432	19936	hFMT	0.390601	-0.088056	-0.448672	-0.54759	-0.183584	-0.144629	post-vanco	fecal
d11_1836_1	d11_1836_1	1836_1	98.18181818	1836	NA	NA	6/5/2018	8/20/2018	F	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	11	11	fecal	20000	mouse	0.067004	0.497484	0.496435	0.498532	2.010116	2.005889	2.014362	0.726224	0.720882	0.731566	0.730512	30	68.25	41.592645	156.206098	29616	hFMT	0.405011	-0.223961	-0.059328	-0.387721	0.201493	-0.040645	post-vanco	fecal
d11_1836_2	d11_1836_2	1836_2	100	1836	NA	NA	6/5/2018	8/20/2018	F	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	11	11	fecal	23400000	mouse	0.069891	0.420821	0.418024	0.423619	2.376306	2.360614	2.392207	0.994054	0.985323	1.002785	0.998355	34	53.428571	40.057436	96.31504	28601	hFMT	0.390706	-0.235025	0.062005	-0.297519	0.27896	0.004202	post-vanco	fecal
d11_1836_3	d11_1836_3	1836_3	98.67256637	1836	NA	NA	6/5/2018	8/20/2018	F	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	11	11	fecal	600000	mouse	0.065037	0.415564	0.413131	0.417998	2.406366	2.392357	2.42054	0.968435	0.961234	0.975636	0.97318	37	75	49.235207	155.020071	29322	hFMT	0.393944	-0.224808	0.005886	-0.337266	0.240109	-0.011183	post-vanco	fecal
d11_1836_4	d11_1836_4	1836_4	99.53917051	1836	NA	NA	6/5/2018	8/20/2018	F	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	11	11	fecal	0	mouse	0.066279	0.502927	0.50174	0.504114	1.98836	1.983677	1.993065	0.706956	0.702643	0.71127	0.710951	30	52.666667	36.993642	103.463547	31700	hFMT	0.404708	-0.219328	-0.083145	-0.40343	0.184341	-0.047777	post-vanco	fecal
d11_1837_1	d11_1837_1	1837_1	98.85496183	1837	NA	NA	6/11/2018	8/20/2018	M	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	11	11	fecal	0	mouse	0.060252	0.976286	0.973358	0.979213	1.02429	1.021228	1.027371	0.070745	0.063087	0.078403	0.075099	17	39	22.580688	103.727651	20101	hFMT	0.392536	-0.086936	-0.44919	-0.546829	-0.18442	-0.14548	post-vanco	fecal
d11_1837_2	d11_1837_2	1837_2	99.22779923	1837	NA	NA	6/11/2018	8/20/2018	M	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	11	11	fecal	0	mouse	0.054009	0.974494	0.970557	0.978431	1.026174	1.022045	1.030337	0.079952	0.068932	0.090973	0.087332	19	32.2	22.443297	69.60266	11943	hFMT	0.392438	-0.086993	-0.449165	-0.546853	-0.18438	-0.145473	post-vanco	fecal
d11_1837_3	d11_1837_3	1837_3	99.26739927	1837	NA	NA	6/11/2018	8/20/2018	M	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	11	11	fecal	0	mouse	0.068271	0.976496	0.973191	0.979801	1.02407	1.020616	1.027547	0.072076	0.06314	0.081011	0.076147	15	20.6	16.15542	42.141645	15661	hFMT	0.392533	-0.086942	-0.449143	-0.54678	-0.184366	-0.14553	post-vanco	fecal
d11_1839_1	d11_1839_1	1839_1	94.81132075	1839	NA	NA	6/12/2018	8/20/2018	F	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	11	11	fecal	20000	mouse	0.04378	0.736815	0.730021	0.743608	1.357194	1.344794	1.369824	0.540827	0.528822	0.552831	0.545305	31	44	34.703423	76.633456	25268	hFMT	0.381371	-0.110763	-0.413357	-0.545017	-0.130639	-0.131553	post-vanco	fecal
d11_1839_2	d11_1839_2	1839_2	96.90265487	1839	NA	NA	6/12/2018	8/20/2018	F	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	11	11	fecal	40000	mouse	0.021287	0.838861	0.831834	0.845888	1.192093	1.182189	1.202163	0.373131	0.357498	0.388764	0.384559	56	95	70.766318	159.004687	17685	hFMT	0.384969	-0.091323	-0.445562	-0.54898	-0.180383	-0.141277	post-vanco	fecal
d11_1839_3	d11_1839_3	1839_3	96.69811321	1839	NA	NA	6/12/2018	8/20/2018	F	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	11	11	fecal	0	mouse	0.038708	0.645858	0.639389	0.652328	1.548327	1.532972	1.563993	0.65647	0.644997	0.667943	0.662469	40	55.545455	45.180347	86.649606	25317	hFMT	0.380392	-0.135203	-0.36295	-0.53367	-0.063789	-0.118191	post-vanco	fecal
d11_1840_1	d11_1840_1	1840_1	102.0905923	1840	NA	NA	6/13/2018	8/20/2018	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF9	BL6	SPF-Young	11	11	fecal	0	mouse	0.141647	0.336182	0.335256	0.337109	2.974577	2.9664	2.982799	1.106202	1.102208	1.110196	1.109783	21	43.75	27.278065	103.439819	25116	mFMT	0.265059	-0.356134	0.029523	-0.309725	0.360614	0.03536	post-vanco	fecal
d11_1840_2	d11_1840_2	1840_2	102.1428571	1840	NA	NA	6/13/2018	8/20/2018	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF9	BL6	SPF-Young	11	11	fecal	0	mouse	0.10228	0.337139	0.33607	0.338209	2.966133	2.956752	2.975573	1.110968	1.105943	1.115994	1.115178	29	40.375	32.247369	68.844757	24828	mFMT	0.267355	-0.352038	0.045553	-0.300256	0.368886	0.037426	post-vanco	fecal
d11_1840_3	d11_1840_3	1840_3	98.15498155	1840	NA	NA	6/13/2018	8/20/2018	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF9	BL6	SPF-Young	11	11	fecal	0	mouse	0.073933	0.346816	0.345283	0.348349	2.883371	2.87068	2.896174	1.094541	1.08932	1.099761	1.100488	39	85	55.048496	170.850362	27584	mFMT	0.284416	-0.332652	0.053192	-0.30233	0.363864	0.03102	post-vanco	fecal
d11_1901_1	d11_1901_1	1901_1	97.82608696	1901	NA	NA	9/28/2018	11/26/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF10	BL6	SPF-Young	11	11	fecal	0	mouse	0.030481	0.994164	0.99303	0.995298	1.00587	1.004724	1.007019	0.027285	0.022444	0.032126	0.032027	33	85.5	49.708093	197.964963	34212	mFMT	0.393491	-0.086555000000000007	-0.449262	-0.546451	-0.18445	-0.145821	post-vanco	fecal
d11_1901_3	d11_1901_3	1901_3	94.57013575	1901	NA	NA	9/28/2018	11/26/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF10	BL6	SPF-Young	11	11	fecal	0	mouse	0.047741	0.997441	0.996573	0.998308	1.002566	1.001694	1.003438	0.013457	0.009292	0.017623	0.017351	21	32	23.884791	62.944117	25774	mFMT	0.393693	-0.086226	-0.449458	-0.546327	-0.184905	-0.145966	post-vanco	fecal
d11_1901_4	d11_1901_4	1901_4	102.1367521	1901	NA	NA	9/28/2018	11/26/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF10	BL6	SPF-Young	11	11	fecal	0	mouse	0.024675	0.988453	0.986895	0.990011	1.011682	1.010089	1.013279	0.047339	0.041496	0.053181	0.052588	41	60.090909	47.65567	95.759748	35542	mFMT	0.393162	-0.086501	-0.449324	-0.546406	-0.184716	-0.145991	post-vanco	fecal
d12_1199_1	d12_1199_1	1199_1	88.82352941	1199	NA	NA	5/7/2015	6/11/2015	F	NA	NA	hFMT1	CDI	0	cef	no	11	d21	D2_A	hFMT	Rc	HF1	BL6	SPF-Young	12	12	fecal	18000	mouse	0.056524	0.368577	0.362707	0.374446	2.713139	2.670612	2.757043	1.31322	1.297922	1.328519	1.318862	48	58.111111	50.885436	83.431239	19188	hFMT	0.190797	-0.372823	0.36603	-0.001435	0.528022	0.146112	D2_A	fecal
d12_1199_2	d12_1199_2	1199_2	96.2962963	1199	NA	NA	5/7/2015	6/11/2015	F	NA	NA	hFMT1	CDI	0	cef	no	11	d21	D2_A	hFMT	Rc	HF1	BL6	SPF-Young	12	12	fecal	14700000	mouse	0.080066	0.260203	0.257608	0.262799	3.843148	3.805196	3.881864	1.520763	1.508044	1.533481	1.5261	48	65.142857	53.203695	104.474788	20197	hFMT	0.122343	-0.544162	0.117526	-0.105737	0.369089	0.121872	D2_A	fecal
d12_1199_3	d12_1199_3	1199_3	97.63313609	1199	NA	NA	5/7/2015	6/11/2015	F	NA	NA	hFMT1	CDI	0	cef	no	11	d21	D2_A	hFMT	Rc	HF1	BL6	SPF-Young	12	12	fecal	70000	mouse	0.080435	0.207206	0.204477	0.209934	4.826123	4.7634	4.89052	1.861262	1.846119	1.876405	1.866053	60	64.230769	61.008149	77.754723	20033	hFMT	0.039401	-0.464204	0.236421	-0.005678	0.447861	0.114737	D2_A	fecal
d12_1199_4	d12_1199_4	1199_4	96.13259669	1199	NA	NA	5/7/2015	6/11/2015	F	NA	NA	hFMT1	CDI	0	cef	no	11	d21	D2_A	hFMT	Rc	HF1	BL6	SPF-Young	12	12	fecal	296000	mouse	0.120635	0.165789	0.164141	0.167437	6.031768	5.972388	6.09234	1.96693	1.9555	1.97836	1.970433	50	53.6	50.76382	66.967346	22101	hFMT	-0.084667	-0.390636	0.208677	0.080872	0.368388	-0.009335	D2_A	fecal
d12_1200_1	d12_1200_1	1200_1	98.32402235	1200	NA	NA	5/3/2015	6/11/2015	M	NA	NA	hFMT1	CDI	0	cef	no	11	d21	D2_A	hFMT	Rc	HF1	BL6	SPF-Young	12	12	fecal	61728.39506	mouse	0.122179	0.163694	0.161943	0.165446	6.108948	6.04428	6.175015	1.983766	1.971952	1.99558	1.987812	50	52	50.36182	61.055211	20300	hFMT	0.304901	-0.419216	0.308579	-0.030724	0.373153	0.121951	D2_A	fecal
d12_1200_2	d12_1200_2	1200_2	105.7894737	1200	NA	NA	5/3/2015	6/11/2015	M	NA	NA	hFMT1	CDI	0	cef	no	11	d21	D2_A	hFMT	Rc	HF1	BL6	SPF-Young	12	12	fecal	26200000	mouse	0.077013	0.206109	0.203857	0.20836	4.851809	4.799375	4.905402	1.831808	1.818183	1.845432	1.837918	63	76.153846	67.383051	102.475626	22497	hFMT	0.191592	-0.407829	0.1289	-0.177577	0.428667	0.100466	D2_A	fecal
d12_1200_3	d12_1200_3	1200_3	102.8806584	1200	NA	NA	5/3/2015	6/11/2015	M	NA	NA	hFMT1	CDI	0	cef	no	11	d21	D2_A	hFMT	Rc	HF1	BL6	SPF-Young	12	12	fecal	10300000	mouse	0.093216	0.162543	0.160642	0.164444	6.152228	6.081114	6.225026	2.067648	2.053936	2.081361	2.0732	66	76	69.05042	98.782374	21175	hFMT	0.075371	-0.416563	0.131848	-0.079495	0.393928	0.0597	D2_A	fecal
d12_1200_4	d12_1200_4	1200_4	100.4065041	1200	NA	NA	5/3/2015	6/11/2015	M	NA	NA	hFMT1	CDI	0	cef	no	11	d21	D2_A	hFMT	Rc	HF1	BL6	SPF-Young	12	12	fecal	19000000	mouse	0.123154	0.135332	0.133869	0.136796	7.389218	7.310173	7.469992	2.16821	2.155331	2.181089	2.174737	60	79.125	66.156594	119.410389	17261	hFMT	-0.067398	-0.326034	0.081074	-0.0103	0.248969	-0.07815	D2_A	fecal
d12_1203_1	d12_1203_1	1203_1	101.3605442	1203	NA	NA	5/3/2015	6/11/2015	F	NA	NA	none	CDI	0	cef	no	11	d21	none	noFMT	Rc	HF1	BL6	SPF-Young	12	12	fecal	8000	mouse	0.076026	0.29894	0.294888	0.302991	3.345157	3.300427	3.391117	1.380875	1.368819	1.39293	1.387025	44	95	58.990993	217.504188	18184	noFMT	0.232073	-0.362969	0.245761	-0.111294	0.475818	0.110549	none	fecal
d12_1203_2	d12_1203_2	1203_2	102.259887	1203	NA	NA	5/3/2015	6/11/2015	F	NA	NA	none	CDI	0	cef	no	11	d21	none	noFMT	Rc	HF1	BL6	SPF-Young	12	12	fecal	52000	mouse	0.082997	0.301215	0.297824	0.304606	3.319885	3.282927	3.357684	1.39823	1.386223	1.410236	1.401851	40	51	42.743865	84.098377	22079	noFMT	0.145492	-0.435807	0.283841	-0.034764	0.527787	0.150033	none	fecal
d12_1203_3	d12_1203_3	1203_3	98.9010989	1203	NA	NA	5/3/2015	6/11/2015	F	NA	NA	none	CDI	0	cef	no	11	d21	none	noFMT	Rc	HF1	BL6	SPF-Young	12	12	fecal	32000	mouse	0.104902	0.250862	0.248202	0.253522	3.986259	3.944433	4.028981	1.557826	1.542948	1.572704	1.56434	38	53	42.419193	88.914271	14158	noFMT	0.082152	-0.531562	0.192874	-0.053517	0.468351	0.161123	none	fecal
d12_1203_4	d12_1203_4	1203_4	102.688172	1203	NA	NA	5/3/2015	6/11/2015	F	NA	NA	none	CDI	0	cef	no	11	d21	none	noFMT	Rc	HF1	BL6	SPF-Young	12	12	fecal	44000	mouse	0.094436	0.235315	0.233591	0.237039	4.249621	4.218708	4.28099	1.580557	1.568758	1.592356	1.585622	45	51.6	46.712849	70.431317	19135	noFMT	0.138726	-0.501546	0.127528	-0.127564	0.422598	0.131782	none	fecal
d12_1205_2	d12_1205_2	1205_2	98.2832618	1205	NA	NA	5/3/2015	6/11/2015	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF1	BL6	SPF-Young	12	12	fecal	13300000	mouse	0.130983	0.138811	0.136657	0.140964	7.204057	7.094007	7.317575	2.305953	2.289118	2.322789	2.310384	55	62.857143	56.961855	86.467512	16929	mFMT	-0.17144	0.031186	0.069775	0.201714	0.041529	-0.035823	yWT	fecal
