plateID	compound	DataFilename	SampleName	SampleID	SampleType	Level	Ret.Time	Area	Height	ISTDArea	ISTDHeight	AreaRatio	HeightRatio	Conc.	Std.Conc.	Deviation	%Dev	Accuracy	QCCheckResults	Mark	PeakStart	PeakEnd	T.Plate#	HETP	meter	TailingF.	TailingF(10%)	Resolution	k'	SeparationF.	Area%	Height%	USPWidth	Width(5%)	Width(10%)	Width(50%)	RelativeRetentionTime	Statistic
p1	propionate	2018-06-22_010.lcd	Water	BLANK	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p1	propionate	2018-06-22_011.lcd	GF2.PlateA	P1-A01	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p1	propionate	2018-06-22_012.lcd	GF2.PlateA	P1-A02	Unknown	NA	18.533	22726	862	NA	NA	NA	NA	5.55766	NA	NA	NA	NA	NA	NA	17.6	19.058	12443.508	12.054	82956.72	--	--	4.468	2.104	1.294	0.797	0.453	0.665	0	0	0.386	1.182	*
p1	propionate	2018-06-22_013.lcd	GF2.PlateA	P1-A03	Unknown	NA	18.572	8714	317	NA	NA	NA	NA	2.13102	NA	NA	NA	NA	NA	NA	18.242	18.958	8112.24	18.491	54081.602	--	--	4.047	1.84	1.317	0.3093	0.1647	0.825	0	0	0	1.185	*
p1	propionate	2018-06-22_014.lcd	GF2.PlateA	P1-A04	Unknown	NA	18.554	11930	461	NA	NA	NA	NA	2.91747	NA	NA	NA	NA	NA	NA	18.208	18.95	10677.385	14.048	71182.564	--	--	3.035	1.838	1.184	0.4108	0.2415	0.718	0	0	0.432	1.184	*
p1	propionate	2018-06-22_015.lcd	GF2.PlateA	P1-A05	Unknown	NA	18.569	7207	277	NA	NA	NA	NA	1.76258	NA	NA	NA	NA	NA	NA	18.25	18.958	10551.459	14.216	70343.06	--	--	4.359	1.841	1.317	0.2676	0.148	0.723	0	0	0.465	1.185	*
p1	propionate	2018-06-22_016.lcd	GF2.PlateA	P1-A06	Unknown	NA	18.622	4462	183	NA	NA	NA	NA	1.09111	NA	NA	NA	NA	NA	NA	18.283	18.867	2416.401	62.076	16109.337	--	--	2.751	1.847	1.323	0.1573	0.0947	1.515	0	0	0	1.188	*
p1	propionate	2018-06-22_017.lcd	GF2.PlateA	P1-A07	Unknown	NA	18.56	7758	298	NA	NA	NA	NA	1.8972	NA	NA	NA	NA	NA	NA	18.225	18.975	10402.561	14.42	69350.409	--	--	4.357	1.839	1.316	0.2897	0.1614	0.728	0	0	0.43	1.184	*
p1	propionate	2018-06-22_018.lcd	GF2.PlateA	P1-A08	Unknown	NA	18.57	6217	245	NA	NA	NA	NA	1.5204	NA	NA	NA	NA	NA	NA	18.25	18.933	10065.39	14.903	67102.597	--	--	4.286	1.84	1.317	0.211	0.1272	0.74	0	0	0.482	1.185	*
p1	propionate	2018-06-22_019.lcd	GF2.PlateA	P1-A09	Unknown	NA	18.575	7546	288	NA	NA	NA	NA	1.84534	NA	NA	NA	NA	NA	NA	18.233	18.95	9562.154	15.687	63747.696	--	--	4.202	1.841	1.317	0.2645	0.1538	0.76	0	0	0.507	1.185	*
p1	propionate	2018-06-22_020.lcd	GF2.PlateA	P1-A10	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p1	propionate	2018-06-22_021.lcd	GF2.PlateA	P1-A11	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p1	propionate	2018-06-22_022.lcd	GF2.PlateA	P1-A12	Unknown	NA	18.642	5667	234	NA	NA	NA	NA	1.38585	NA	NA	NA	NA	NA	NA	18.292	18.867	1652.924	90.748	11019.493	--	--	1.652	1.852	1.191	0.2008	0.1239	1.834	0	0	0	1.189	*
p1	propionate	2018-06-22_023.lcd	GF2.PlateA	P1-B01	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p1	propionate	2018-06-22_024.lcd	GF2.PlateA	P1-B02	Unknown	NA	18.524	30032	1123	NA	NA	NA	NA	7.34441	NA	NA	NA	NA	NA	NA	17.575	19.058	12179.58	12.316	81197.202	--	--	4.43	1.836	1.312	0	0	0.671	0	0	0.39	1.182	*
p1	propionate	2018-06-22_025.lcd	GF2.PlateA	P1-B03	Unknown	NA	18.547	9382	367	NA	NA	NA	NA	2.2943	NA	NA	NA	NA	NA	NA	18.208	18.992	12202.521	12.293	81350.138	--	--	0.931	1.838	1.055	0.3377	0.1958	0.672	0	0	0.397	1.183	*
p1	propionate	2018-06-22_026.lcd	GF2.PlateA	P1-B04	Unknown	NA	18.599	4787	190	NA	NA	NA	NA	1.1707	NA	NA	NA	NA	NA	NA	18.258	18.867	3527.239	42.526	23514.927	--	--	3.171	1.846	1.321	0.1744	0.1031	1.253	0	0	0	1.187	*
p1	propionate	2018-06-22_027.lcd	GF2.PlateA	P1-B05	Unknown	NA	18.594	4299	174	NA	NA	NA	NA	1.0514	NA	NA	NA	NA	NA	NA	18.267	18.875	5165.103	29.041	34434.02	--	--	1.777	1.843	1.123	0.1534	0.0912	1.035	0	0	0	1.187	*
p1	propionate	2018-06-22_028.lcd	GF2.PlateA	P1-B06	Unknown	NA	18.6	5243	205	NA	NA	NA	NA	1.28217	NA	NA	NA	NA	NA	NA	18.267	18.883	4509.444	33.264	30062.957	--	--	3.429	1.842	1.32	0.1948	0.1088	1.108	0	0	0	1.186	*
p1	propionate	2018-06-22_029.lcd	GF2.PlateA	P1-B07	Unknown	NA	18.552	8790	338	NA	NA	NA	NA	2.1496	NA	NA	NA	NA	NA	NA	18.217	18.975	11316.917	13.254	75446.115	--	--	4.452	1.839	1.315	0.3414	0.1879	0.698	0	0	0.418	1.184	*
p1	propionate	2018-06-22_030.lcd	GF2.PlateA	P1-B08	Unknown	NA	18.592	4978	208	NA	NA	NA	NA	1.21736	NA	NA	NA	NA	NA	NA	18.25	18.833	3784.392	39.636	25229.28	--	--	3.172	2.314	1.29	0.1724	0.1095	1.209	0	0	0	1.186	*
p1	propionate	2018-06-22_031.lcd	GF2.PlateA	P1-B09	Unknown	NA	18.561	7419	288	NA	NA	NA	NA	1.81429	NA	NA	NA	NA	NA	NA	18.225	18.942	9987.1	15.019	66580.665	--	--	2.259	2.234	1.117	0.2555	0.1529	0.743	0	0	0.464	1.184	*
p1	propionate	2018-06-22_032.lcd	GF2.PlateA	P1-B10	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p1	propionate	2018-06-22_033.lcd	GF2.PlateA	P1-B11	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p1	propionate	2018-06-22_034.lcd	GF2.PlateA	P1-B12	Unknown	NA	18.577	6844	264	NA	NA	NA	NA	1.67368	NA	NA	NA	NA	NA	NA	18.242	18.917	8130.864	18.448	54205.757	--	--	2.661	1.841	1.188	0.2467	0.1415	0.824	0	0	0	1.185	*
p1	propionate	2018-06-22_035.lcd	GF2.PlateA	P1-C01	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p1	propionate	2018-06-22_036.lcd	GF2.PlateA	P1-C02	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p1	propionate	2018-06-22_037.lcd	GF2.PlateA	P1-C03	Unknown	NA	18.546	11652	471	NA	NA	NA	NA	2.84957	NA	NA	NA	NA	NA	NA	18.192	18.992	12886.216	11.64	85908.107	--	--	0.956	1.838	1.052	0	0	0.654	0	0	0.382	1.183	*
p1	propionate	2018-06-22_038.lcd	GF2.PlateA	P1-C04	Unknown	NA	18.582	7117	279	NA	NA	NA	NA	1.74054	NA	NA	NA	NA	NA	NA	18.258	18.908	8044.074	18.647	53627.16	--	--	4.063	1.838	1.317	0.2528	0.1459	0.829	0	0	0	1.185	*
p1	propionate	2018-06-22_039.lcd	GF2.PlateA	P1-C05	Unknown	NA	18.556	12183	472	NA	NA	NA	NA	2.9794	NA	NA	NA	NA	NA	NA	18.208	18.967	11068.227	13.552	73788.18	--	--	4.413	1.839	1.314	0.465	0.2642	0.706	0	0	0.417	1.183	*
p1	propionate	2018-06-22_040.lcd	GF2.PlateA	P1-C06	Unknown	NA	18.548	13142	502	NA	NA	NA	NA	3.21403	NA	NA	NA	NA	NA	NA	18.2	19.008	11660.731	12.864	77738.204	--	--	0.945	1.836	1.053	0.458	0.2629	0.687	0	0	0.404	1.183	*
p1	propionate	2018-06-22_041.lcd	GF2.PlateA	P1-C07	Unknown	NA	18.572	6586	257	NA	NA	NA	NA	1.61074	NA	NA	NA	NA	NA	NA	18.242	18.917	8782.987	17.078	58553.244	--	--	2.802	1.841	1.186	0.2282	0.1368	0.793	0	0	0	1.185	*
p1	propionate	2018-06-22_042.lcd	GF2.PlateA	P1-C08	Unknown	NA	18.549	9715	372	NA	NA	NA	NA	2.37598	NA	NA	NA	NA	NA	NA	18.208	18.933	10027.661	14.959	66851.07	--	--	4.279	1.838	1.314	0.3325	0.1994	0.741	0	0	0.458	1.183	*
p1	propionate	2018-06-22_043.lcd	GF2.PlateA	P1-C09	Unknown	NA	18.543	12909	513	NA	NA	NA	NA	3.15701	NA	NA	NA	NA	NA	NA	18.192	18.992	12589.424	11.915	83929.492	--	--	0.98	1.836	1.05	0.4727	0.2772	0.661	0	0	0.387	1.183	*
p1	propionate	2018-06-22_044.lcd	GF2.PlateA	P1-C10	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p1	propionate	2018-06-22_045.lcd	GF2.PlateA	P1-C11	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p1	propionate	2018-06-22_046.lcd	GF2.PlateA	P1-C12	Unknown	NA	18.549	11913	461	NA	NA	NA	NA	2.91347	NA	NA	NA	NA	NA	NA	18.2	18.967	11325.262	13.245	75501.747	--	--	2.171	1.838	1.186	0.3986	0.2469	0.697	0	0	0.414	1.183	*
p1	propionate	2018-06-22_047.lcd	GF2.PlateA	P1-D01	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p1	propionate	2018-06-22_048.lcd	GF2.PlateA	P1-D02	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p1	propionate	2018-06-22_049.lcd	GF2.PlateA	P1-D03	Unknown	NA	18.54	13274	535	NA	NA	NA	NA	3.24619	NA	NA	NA	NA	NA	NA	18.183	18.992	12925.258	11.605	86168.386	--	--	0.964	1.836	1.053	0.4866	0.2861	0.652	0	0	0.383	1.183	*
p1	propionate	2018-06-22_050.lcd	GF2.PlateA	P1-D04	Unknown	NA	18.538	7719	367	NA	NA	NA	NA	1.88768	NA	NA	NA	NA	NA	NA	18.225	18.967	16699.134	8.983	111327.561	1.204	1.193	3.049	1.836	1.179	0.3008	0.2041	0.574	0.64	0.584	0.339	1.182	*
p1	propionate	2018-06-22_051.lcd	GF2.PlateA	P1-D05	Unknown	NA	18.558	8366	326	NA	NA	NA	NA	2.04588	NA	NA	NA	NA	NA	NA	18.225	18.942	10452.382	14.351	69682.548	--	--	4.337	1.837	1.315	0.2873	0.1682	0.726	0	0	0.443	1.184	*
p1	propionate	2018-06-22_052.lcd	GF2.PlateA	P1-D06	Unknown	NA	18.548	11882	461	NA	NA	NA	NA	2.90589	NA	NA	NA	NA	NA	NA	18.2	18.975	11489.445	13.055	76596.298	--	--	0.946	1.836	1.053	0.4157	0.2429	0.692	0	0	0.409	1.183	*
p1	propionate	2018-06-22_053.lcd	GF2.PlateA	P1-D07	Unknown	NA	18.61	5724	227	NA	NA	NA	NA	1.39985	NA	NA	NA	NA	NA	NA	18.258	18.867	3533.934	42.446	23559.56	--	--	2.129	1.845	1.186	0.1997	0.1209	1.252	0	0	0	1.187	*
p1	propionate	2018-06-22_054.lcd	GF2.PlateA	P1-D08	Unknown	NA	18.569	8226	321	NA	NA	NA	NA	2.01177	NA	NA	NA	NA	NA	NA	18.233	18.892	7631.707	19.655	50878.044	--	--	3.953	1.84	1.316	0.278	0.1695	0.85	0	0	0	1.184	*
p1	propionate	2018-06-22_055.lcd	GF2.PlateA	P1-D09	Unknown	NA	18.547	12335	475	NA	NA	NA	NA	3.01669	NA	NA	NA	NA	NA	NA	18.183	18.983	11420.842	13.134	76138.944	--	--	4.394	1.836	1.314	0.4477	0.2568	0.694	0	0	0.409	1.183	*
p1	propionate	2018-06-22_056.lcd	GF2.PlateA	P1-D10	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p1	propionate	2018-06-22_057.lcd	GF2.PlateA	P1-D11	Unknown	NA	18.661	3545	175	NA	NA	NA	NA	0.86695	NA	NA	NA	NA	NA	NA	18.275	18.783	934.205	160.564	6228.036	--	--	1.288	2.325	1.175	0.113	0.0902	2.442	0	0	0	1.19	*
p1	propionate	2018-06-22_058.lcd	GF2.PlateA	P1-D12	Unknown	NA	18.563	8543	317	NA	NA	NA	NA	2.0893	NA	NA	NA	NA	NA	NA	18.208	18.933	8498.944	17.649	56659.624	--	--	2.768	1.839	1.182	0.291	0.1733	0.805	0	0	0	1.184	*
p1	propionate	2018-06-22_059.lcd	Water	BLANK	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p1	propionate	2018-06-22_060.lcd	40 mM Mix	STD-0111	Unknown	NA	18.488	496990	14964	NA	NA	NA	NA	121.54181	NA	NA	NA	NA	Quant.Range(High)	SV 	17.167	19.725	9955.561	15.067	66370.407	1.326	1.051	4.11	1.95	1.3	2.4876	2.0543	0.741	1.823	1.016	0.428	1.18	*
p1	propionate	2018-06-22_061.lcd	20 mM Mix	STD-0112	Unknown	NA	18.505	225508	7476	NA	NA	NA	NA	55.14934	NA	NA	NA	NA	Quant.Range(High)	NA	17.242	19.158	10317.991	14.538	68786.607	--	--	4.183	1.946	1.301	2.2528	2.031	0.729	0	0.971	0.421	1.18	*
p1	propionate	2018-06-22_062.lcd	10 mM Mix	STD-0113	Unknown	NA	18.51	110188	3739	NA	NA	NA	NA	26.94717	NA	NA	NA	NA	Quant.Range(High)	NA	17.325	19.108	10669.668	14.059	71131.12	--	--	4.24	2.014	1.297	2.2056	2.0245	0.717	0	0.968	0.415	1.181	*
p1	propionate	2018-06-22_063.lcd	5 mM Mix	STD-0114	Unknown	NA	18.512	53181	1867	NA	NA	NA	NA	13.0058	NA	NA	NA	NA	NA	NA	17.392	19.033	11108.869	13.503	74059.126	--	--	4.312	1.642	1.328	2.085	1.9633	0.703	0	0	0.407	1.181	*
p1	propionate	2018-06-22_064.lcd	2.5 mM Mix	STD-0115	Unknown	NA	18.528	21653	844	NA	NA	NA	NA	5.29547	NA	NA	NA	NA	NA	 V 	18.117	19.008	12130.873	12.365	80872.486	--	--	0.929	1.644	1.051	1.7387	1.8247	0.673	0	0	0.392	1.182	*
p1	propionate	2018-06-22_065.lcd	1 mM Mix	STD-0116	Unknown	NA	18.556	9639	364	NA	NA	NA	NA	2.35738	NA	NA	NA	NA	NA	NA	18.208	18.933	9290.467	16.146	61936.443	--	--	4.181	1.648	1.332	2.0242	2.0769	0.77	0	0	0.5	1.184	*
p1	propionate	2018-06-22_066.lcd	0.5 mM Mix	STD-0117	Unknown	NA	18.588	6227	239	NA	NA	NA	NA	1.5228	NA	NA	NA	NA	NA	NA	18.25	18.892	5409.936	27.727	36066.238	--	--	3.605	1.651	1.335	2.2074	2.2332	1.011	0	0	0	1.185	*
p1	propionate	2018-06-22_067.lcd	0.25 mM Mix	STD-0118	Unknown	NA	18.633	4157	195	NA	NA	NA	NA	1.01652	NA	NA	NA	NA	NA	NA	18.258	18.783	631.478	237.538	4209.85	--	--	1.672	1.656	1.342	2.5156	3.2657	2.966	0	0	0	1.189	*
p1	propionate	2018-06-22_068.lcd	0.1 mM Mix	STD-0119	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p1	propionate	2018-06-22_069.lcd	GF2.PlateA	P1-E01	Unknown	NA	18.604	1019	49	NA	NA	NA	NA	0.24923	NA	NA	NA	NA	Quant.Range(Low)	NA	18.35	19	17211.398	8.715	114742.656	1.238	1.242	4.98	1.847	1.321	0.0354	0.0265	0.567	0.571	0.527	0.336	1.187	*
p1	propionate	2018-06-22_070.lcd	GF2.PlateA	P1-E02	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p1	propionate	2018-06-22_071.lcd	GF2.PlateA	P1-E03	Unknown	NA	18.53	18811	722	NA	NA	NA	NA	4.60045	NA	NA	NA	NA	NA	NA	18.158	19.008	11812.425	12.698	78749.499	--	--	4.401	1.836	1.312	0.677	0.3905	0.682	0	0	0.4	1.182	*
p1	propionate	2018-06-22_072.lcd	GF2.PlateA	P1-E04	Unknown	NA	18.546	8950	345	NA	NA	NA	NA	2.18868	NA	NA	NA	NA	NA	NA	18.2	18.933	10139.843	14.793	67598.95	--	--	4.241	1.837	1.314	0.3294	0.1906	0.737	0	0	0.444	1.183	*
p1	propionate	2018-06-22_073.lcd	GF2.PlateA	P1-E05	Unknown	NA	18.546	11745	454	NA	NA	NA	NA	2.87242	NA	NA	NA	NA	NA	NA	18.192	18.983	11520.476	13.02	76803.17	--	--	4.402	1.835	1.314	0.4227	0.245	0.691	0	0	0.407	1.183	*
p1	propionate	2018-06-22_074.lcd	GF2.PlateA	P1-E06	Unknown	NA	18.552	10814	406	NA	NA	NA	NA	2.64462	NA	NA	NA	NA	NA	NA	18.2	18.967	10246.267	14.639	68308.444	--	--	4.275	1.839	1.314	0.3928	0.2259	0.733	0	0	0.442	1.183	*
p1	propionate	2018-06-22_075.lcd	GF2.PlateA	P1-E07	Unknown	NA	18.544	3621	180	NA	NA	NA	NA	0.8856	NA	NA	NA	NA	NA	NA	18.25	18.908	17684.939	8.482	117899.592	1.180	1.186	3.448	1.836	1.179	0.1266	0.0977	0.558	0.584	0.544	0.33	1.182	*
p1	propionate	2018-06-22_076.lcd	GF2.PlateA	P1-E08	Unknown	NA	18.556	10937	410	NA	NA	NA	NA	2.67466	NA	NA	NA	NA	NA	NA	18.2	18.958	9931.287	15.104	66208.581	--	--	4.23	1.838	1.314	0.3754	0.2205	0.745	0	0	0.452	1.183	*
p1	propionate	2018-06-22_077.lcd	GF2.PlateA	P1-E09	Unknown	NA	18.549	15477	589	NA	NA	NA	NA	3.78499	NA	NA	NA	NA	NA	NA	18.175	19	11207.634	13.384	74717.562	--	--	4.358	1.837	1.313	0.5397	0.3163	0.701	0	0	0.409	1.182	*
p1	propionate	2018-06-22_078.lcd	GF2.PlateA	P1-E10	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p1	propionate	2018-06-22_079.lcd	GF2.PlateA	P1-E11	Unknown	NA	18.538	33612	1296	NA	NA	NA	NA	8.21998	NA	NA	NA	NA	NA	 V 	18.1	19.058	12110.026	12.386	80733.504	--	--	0.567	1.837	1.046	1.2151	0.7005	0.674	0	0	0.393	1.182	*
p1	propionate	2018-06-22_080.lcd	GF2.PlateA	P1-E12	Unknown	NA	18.559	10193	371	NA	NA	NA	NA	2.49274	NA	NA	NA	NA	NA	NA	18.208	18.942	8275.67	18.125	55171.136	--	--	0.909	1.838	1.056	0.3602	0.2063	0.816	0	0	0	1.184	*
p1	propionate	2018-06-22_081.lcd	GF2.PlateA	P1-F01	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p1	propionate	2018-06-22_082.lcd	GF2.PlateA	P1-F02	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p1	propionate	2018-06-22_083.lcd	GF2.PlateA	P1-F03	Unknown	NA	18.553	11604	437	NA	NA	NA	NA	2.83779	NA	NA	NA	NA	NA	NA	18.192	18.967	10413.755	14.404	69425.034	--	--	4.253	1.837	1.313	0.3794	0.2291	0.727	0	0	0.433	1.183	*
p1	propionate	2018-06-22_084.lcd	GF2.PlateA	P1-F04	Unknown	NA	18.555	11787	440	NA	NA	NA	NA	2.88251	NA	NA	NA	NA	NA	NA	18.192	18.967	10178.09	14.738	67853.936	--	--	4.273	1.838	1.314	0.4141	0.2378	0.736	0	0	0.442	1.183	*
p1	propionate	2018-06-22_085.lcd	GF2.PlateA	P1-F05	Unknown	NA	18.543	13888	502	NA	NA	NA	NA	3.39647	NA	NA	NA	NA	NA	NA	18.167	18.967	9352.33	16.039	62348.869	--	--	4.106	1.835	1.313	0.5198	0.2747	0.767	0	0	0.458	1.183	*
p1	propionate	2018-06-22_086.lcd	GF2.PlateA	P1-F06	Unknown	NA	18.635	4333	214	NA	NA	NA	NA	1.05966	NA	NA	NA	NA	NA	NA	18.225	18.742	525.414	285.489	3502.759	--	--	1.514	2.347	1.292	0.143	0.114	3.252	0	0	0	1.188	*
p1	propionate	2018-06-22_087.lcd	GF2.PlateA	P1-F07	Unknown	NA	18.548	3753	185	NA	NA	NA	NA	0.91793	NA	NA	NA	NA	NA	NA	18.25	18.9	17903.74	8.378	119358.266	1.146	1.153	3.306	1.836	1.18	0.1298	0.1021	0.554	0.582	0.54	0.33	1.183	*
p1	propionate	2018-06-22_088.lcd	GF2.PlateA	P1-F08	Unknown	NA	18.541	11477	519	NA	NA	NA	NA	2.80689	NA	NA	NA	NA	NA	NA	18.183	18.983	14994.238	10.004	99961.589	1.155	1.150	4.617	1.836	1.312	0.3836	0.2871	0.606	0.672	0.613	0.357	1.182	*
p1	propionate	2018-06-22_089.lcd	GF2.PlateA	P1-F09	Unknown	NA	18.571	10570	391	NA	NA	NA	NA	2.58495	NA	NA	NA	NA	NA	NA	18.2	18.942	8527.17	17.591	56847.8	--	--	4.022	1.838	1.315	0.3918	0.2167	0.804	0	0	0.528	1.184	*
p1	propionate	2018-06-22_090.lcd	GF2.PlateA	P1-F10	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p1	propionate	2018-06-22_091.lcd	GF2.PlateA	P1-F11	Unknown	NA	18.519	52045	2049	NA	NA	NA	NA	12.72782	NA	NA	NA	NA	NA	NA	17.567	19.075	12096.353	12.4	80642.352	1.080	1.102	4.304	1.837	1.31	1.8397	1.1488	0.674	0.828	0.723	0.393	1.181	*
p1	propionate	2018-06-22_092.lcd	GF2.PlateA	P1-F12	Unknown	NA	18.535	11472	419	NA	NA	NA	NA	2.80546	NA	NA	NA	NA	NA	NA	18.167	18.958	9585.744	15.648	63904.959	--	--	0.939	1.838	1.056	0.3952	0.2382	0.757	0	0	0.452	1.183	*
p1	propionate	2018-06-22_093.lcd	GF2.PlateA	P1-G01	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p1	propionate	2018-06-22_094.lcd	GF2.PlateA	P1-G02	Unknown	NA	18.529	14073	518	NA	NA	NA	NA	3.44151	NA	NA	NA	NA	NA	NA	18.142	18.975	10264.696	14.613	68431.304	--	--	4.173	1.837	1.312	0.5041	0.2941	0.732	0	0	0.43	1.182	*
p1	propionate	2018-06-22_095.lcd	GF2.PlateA	P1-G03	Unknown	NA	18.517	40070	1663	NA	NA	NA	NA	9.79929	NA	NA	NA	NA	NA	NA	17.567	19.05	13181.778	11.379	87878.521	1.114	1.115	4.455	2.306	1.282	1.3605	0.932	0.645	0.771	0.684	0.377	1.181	*
p1	propionate	2018-06-22_096.lcd	GF2.PlateA	P1-G04	Unknown	NA	18.577	6697	249	NA	NA	NA	NA	1.63769	NA	NA	NA	NA	NA	NA	18.217	18.883	5199.046	28.851	34660.305	--	--	3.491	1.841	1.317	0.239	0.1396	1.031	0	0	0	1.185	*
p1	propionate	2018-06-22_097.lcd	GF2.PlateA	P1-G05	Unknown	NA	18.606	5050	212	NA	NA	NA	NA	1.23498	NA	NA	NA	NA	NA	NA	18.225	18.808	1785.151	84.027	11901.006	--	--	2.408	1.847	1.321	0.1751	0.1175	1.761	0	0	0	1.187	*
p1	propionate	2018-06-22_098.lcd	GF2.PlateA	P1-G06	Unknown	NA	18.543	10345	392	NA	NA	NA	NA	2.52983	NA	NA	NA	NA	NA	NA	18.183	18.925	9672.601	15.508	64484.01	--	--	4.182	1.84	1.313	0.3762	0.2287	0.754	0	0	0.462	1.183	*
p1	propionate	2018-06-22_099.lcd	GF2.PlateA	P1-G07	Unknown	NA	18.54	9369	349	NA	NA	NA	NA	2.29127	NA	NA	NA	NA	NA	NA	18.167	18.917	9029.78	16.612	60198.536	--	--	2.177	1.839	1.184	0.3317	0.1976	0.78	0	0	0.498	1.183	*
p1	propionate	2018-06-22_100.lcd	GF2.PlateA	P1-G08	Unknown	NA	18.526	11789	539	NA	NA	NA	NA	2.883	NA	NA	NA	NA	NA	NA	18.167	18.975	15289.004	9.811	101926.692	1.157	1.144	4.65	1.838	1.311	0.3831	0.2975	0.599	0.676	0.612	0.351	1.182	*
p1	propionate	2018-06-22_101.lcd	GF2.PlateA	P1-G09	Unknown	NA	18.545	11784	438	NA	NA	NA	NA	2.88189	NA	NA	NA	NA	NA	NA	18.175	18.95	9795.502	15.313	65303.344	--	--	4.186	1.839	1.314	0.4207	0.2475	0.75	0	0	0.454	1.183	*
