compound	SampleID	PlCID	plateID	SampleName	SampleType	Ret.Time	Area	PeakStart	PeakEnd	STDID	minRT	maxRT	PeakQual	sampleID	DNA_Plate	concentration_mM	dilution	r2	slope	intercept	calc_conc	calc_conc_adj
butyrate	P1-C01	p1_butyrate	p1	GF2.PlateA	Unknown	NA	0	NA	NA	NA	22.776	22.89	Undetected	d0_2935	GF2.PlateA	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.0861166824396699	0.861166824396699
butyrate	P2-A03	p2_butyrate	p2	GF2.PlateA	Unknown	22.872	4586	22.258	24.092	NA	22.733	22.89	OK	d4_2935	GF2.PlateB	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.366828637423556	3.66828637423556
butyrate	P4-C06	p4_butyrate	p4	GF2.PlateA	Unknown	NA	0	NA	NA	NA	22.629	22.778	Undetected	d1_1806_4	GF2.plateD	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.0861166824396699	0.861166824396699
butyrate	P3-C05	p3_butyrate	p3	GF2.PlateA	Unknown	NA	0	NA	NA	NA	22.677	22.817	Undetected	d0_1803_2	GF2.plateD	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.0861166824396699	0.861166824396699
butyrate	P2-G04	p2_butyrate	p2	GF2.PlateA	Unknown	NA	0	NA	NA	NA	22.733	22.89	Undetected	d22_5957	GF2.PlateB	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.0861166824396699	0.861166824396699
butyrate	P1-C02	p1_butyrate	p1	GF2.PlateA	Unknown	NA	0	NA	NA	NA	22.776	22.89	Undetected	d1_2904	GF2.PlateA	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.0861166824396699	0.861166824396699
butyrate	P2-A04	p2_butyrate	p2	GF2.PlateA	Unknown	22.859	7260	22.142	23.992	NA	22.733	22.89	OK	cecal_d25_5925	GF2.PlateB	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.53050586542768	5.3050586542768
butyrate	P1-E02	p1_butyrate	p1	GF2.PlateA	Unknown	NA	0	NA	NA	NA	22.776	22.89	Undetected	d1_4837	GF2.PlateA	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.0861166824396699	0.861166824396699
butyrate	P3-E07	p3_butyrate	p3	GF2.PlateA	Unknown	22.71	804	22.392	23.358	NA	22.677	22.817	OK	d29_2904	GF2.PlateC	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.135330029977185	1.35330029977185
butyrate	P4-G08	p4_butyrate	p4	GF2.PlateA	Unknown	NA	0	NA	NA	NA	22.629	22.778	Undetected	d34_3755	GF2.PlateD	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.0861166824396699	0.861166824396699
butyrate	P2-G05	p2_butyrate	p2	GF2.PlateA	Unknown	NA	0	NA	NA	NA	22.733	22.89	Undetected	d24_5964	GF2.PlateB	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.0861166824396699	0.861166824396699
butyrate	P1-C03	p1_butyrate	p1	GF2.PlateA	Unknown	22.852	6404	22.342	23.842	NA	22.776	22.89	OK	d4_5964	GF2.PlateA	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.478109565064355	4.78109565064355
butyrate	P1-E03	p1_butyrate	p1	GF2.PlateA	Unknown	22.84	23353	22.158	24.075	NA	22.776	22.89	OK	d4_3776	GF2.PlateA	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	1.51556855438444	15.1556855438444
butyrate	P3-E08	p3_butyrate	p3	GF2.PlateA	Unknown	NA	0	NA	NA	NA	22.677	22.817	Undetected	d34_3797	GF2.PlateC	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.0861166824396699	0.861166824396699
butyrate	P1-C04	p1_butyrate	p1	GF2.PlateA	Unknown	22.829	1981	22.442	23.558	NA	22.776	22.89	OK	d22_5925	GF2.PlateA	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.207374942976756	2.07374942976756
butyrate	P4-E09	p4_butyrate	p4	GF2.PlateA	Unknown	22.658	6002	22.042	23.992	NA	22.629	22.778	OK	d29_2949	GF2.PlateC	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.453502891295598	4.53502891295598
butyrate	P4-D05	p4_butyrate	p4	GF2.PlateA	Unknown	NA	0	NA	NA	NA	22.629	22.778	Undetected	d11_1806_3	GF2.notExtracted	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.0861166824396699	0.861166824396699
butyrate	P2-G07	p2_butyrate	p2	GF2.PlateA	Unknown	22.812	403	22.408	23.258	NA	22.733	22.89	OK	d26_2956	GF2.PlateB	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.110784566839693	1.10784566839693
butyrate	P2-A06	p2_butyrate	p2	GF2.PlateA	Unknown	NA	0	NA	NA	NA	22.733	22.89	Undetected	d24_3827	GF2.PlateB	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.0861166824396699	0.861166824396699
butyrate	P2-A07	p2_butyrate	p2	GF2.PlateA	Unknown	22.884	399	22.458	23.325	NA	22.733	22.89	OK	d25_2988	GF2.PlateB	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.110539724314631	1.10539724314631
butyrate	P2-G08	p2_butyrate	p2	GF2.PlateA	Unknown	22.81	2669	22.292	23.858	NA	22.733	22.89	OK	d29_2956	GF2.PlateB	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.249487857287466	2.49487857287466
butyrate	P1-C05	p1_butyrate	p1	GF2.PlateA	Unknown	22.847	5161	22.442	23.842	NA	22.776	22.89	OK	cecal_d46_2966	GF2.PlateA	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.402024750401257	4.02024750401257
butyrate	P3-E10	p3_butyrate	p3	GF2.PlateA	Unknown	22.747	1337	22.075	23.542	NA	22.677	22.817	OK	d45_4914	GF2.PlateC	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.167955296441732	1.67955296441732
butyrate	P4-C11	p4_butyrate	p4	GF2.PlateA	Unknown	NA	0	NA	NA	NA	22.629	22.778	Undetected	dn7_1806_3	GF2.plateD	NA	0.066	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.0861166824396699	1.30479821878288
butyrate	P3-G11	p3_butyrate	p3	GF2.PlateA	Unknown	22.764	3210	22.192	23.858	NA	22.677	22.817	OK	d45_5964	GF2.PlateC	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.282602808802137	2.82602808802137
butyrate	P1-E07	p1_butyrate	p1	GF2.PlateA	Unknown	NA	0	NA	NA	NA	22.776	22.89	Undetected	d25_4914	GF2.PlateA	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.0861166824396699	0.861166824396699
butyrate	P4-E12	p4_butyrate	p4	GF2.PlateA	Unknown	22.62	2799	22.192	23.942	NA	22.629	22.778	OK	d45_5978	GF2.PlateC	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.25744523935199	2.5744523935199
butyrate	P3-E11	p3_butyrate	p3	GF2.PlateA	Unknown	22.75	3573	22.242	23.625	NA	22.677	22.817	OK	cecal_d46_4837	GF2.PlateC	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.304822267951538	3.04822267951538
butyrate	P4-A12	p4_butyrate	p4	GF2.PlateA	Unknown	22.711	1878	22.225	23.892	NA	22.629	22.778	OK	dn7_1803_2	GF2.plateD	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.201070247956403	2.01070247956403
butyrate	P2-G10	p2_butyrate	p2	GF2.PlateA	Unknown	NA	0	NA	NA	NA	22.733	22.89	Undetected	d36_3844	GF2.PlateB	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.0861166824396699	0.861166824396699
butyrate	P1-C08	p1_butyrate	p1	GF2.PlateA	Unknown	22.867	337	22.508	23.375	NA	22.776	22.89	OK	d26_5969	GF2.PlateA	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.106744665176166	1.06744665176166
butyrate	P3-H01	p3_butyrate	p3	GF2.PlateA	Unknown	NA	0	NA	NA	NA	22.677	22.817	Undetected	d0_2904	GF2.PlateC	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.0861166824396699	0.861166824396699
butyrate	P2-G11	p2_butyrate	p2	GF2.PlateA	Unknown	NA	0	NA	NA	NA	22.733	22.89	Undetected	d38_3844	GF2.PlateB	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.0861166824396699	0.861166824396699
butyrate	P4-D02	p4_butyrate	p4	GF2.PlateA	Unknown	NA	0	NA	NA	NA	22.629	22.778	Undetected	d11_1802_1	GF2.plateD	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.0861166824396699	0.861166824396699
butyrate	P4-F02	p4_butyrate	p4	GF2.PlateA	Unknown	NA	0	NA	NA	NA	22.629	22.778	Undetected	d1_2949	GF2.PlateC	NA	0.033	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.0861166824396699	2.60959643756575
butyrate	P1-F05	p1_butyrate	p1	GF2.PlateA	Unknown	22.855	4810	22.292	23.942	NA	22.776	22.89	OK	d22_3739	GF2.PlateA	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.380539818827043	3.80539818827043
butyrate	P3-H02	p3_butyrate	p3	GF2.PlateA	Unknown	NA	0	NA	NA	NA	22.677	22.817	Undetected	d1_3776	GF2.PlateC	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.0861166824396699	0.861166824396699
butyrate	P1-C09	p1_butyrate	p1	GF2.PlateA	Unknown	22.839	1784	22.392	23.608	NA	22.776	22.89	OK	d29_5957	GF2.PlateA	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.19531644861744	1.9531644861744
butyrate	P2-A11	p2_butyrate	p2	GF2.PlateA	Unknown	22.86	23538	22.025	24.158	NA	22.733	22.89	OK	GF2_hFMT2A	GF2.PlateB	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	1.52689252116857	15.2689252116857
butyrate	P4-H03	p4_butyrate	p4	GF2.PlateA	Unknown	22.596	269	22.292	23.225	NA	22.629	22.778	OK	d22_2933	GF2.PlateC	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.102582342250107	1.02582342250107
butyrate	P3-H03	p3_butyrate	p3	GF2.PlateA	Unknown	22.76	5806	22.142	24.042	NA	22.677	22.817	OK	d4_3765	GF2.PlateC	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.441505607567547	4.41505607567547
butyrate	P1-C10	p1_butyrate	p1	GF2.PlateA	Unknown	NA	0	NA	NA	NA	22.776	22.89	Undetected	d34_2956	GF2.PlateA	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.0861166824396699	0.861166824396699
butyrate	P4-F04	p4_butyrate	p4	GF2.PlateA	Unknown	22.664	7998	21.958	24.192	NA	22.629	22.778	OK	d4_2933	GF2.PlateC	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.575679311301668	5.75679311301668
butyrate	P2-H01	p2_butyrate	p2	GF2.PlateA	Unknown	22.736	1565	22.275	23.342	NA	22.733	22.89	OK	d1_5925	GF2.PlateB	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.181911320370281	1.81911320370281
butyrate	P1-E11	p1_butyrate	p1	GF2.PlateA	Unknown	22.869	60120	22.075	25.392	NA	22.776	22.89	OK	GF2_hFMT1A	GF2.PlateA	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	3.76609983412551	37.6609983412551
butyrate	P2-H02	p2_butyrate	p2	GF2.PlateA	Unknown	22.715	2594	22.342	23.442	NA	22.733	22.89	OK	d4_5942	GF2.PlateB	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.244897059942548	2.44897059942548
butyrate	P1-C11	p1_butyrate	p1	GF2.PlateA	Unknown	NA	0	NA	NA	NA	22.776	22.89	Undetected	d36_5978	GF2.PlateA	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.0861166824396699	0.861166824396699
butyrate	P1-E12	p1_butyrate	p1	GF2.PlateA	Unknown	22.844	1534	22.308	23.625	NA	22.776	22.89	OK	d41_5957	GF2.PlateA	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.180013790801048	1.80013790801048
butyrate	P3-F04	p3_butyrate	p3	GF2.PlateA	Unknown	22.762	1516	22.258	23.592	NA	22.677	22.817	OK	d22_3836	GF2.PlateC	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.178911999438268	1.78911999438268
butyrate	P2-D02	p2_butyrate	p2	GF2.PlateA	Unknown	22.88	430	22.458	23.442	NA	22.733	22.89	OK	d1_2966	GF2.PlateD	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.112437253883863	1.12437253883863
butyrate	P3-B04	p3_butyrate	p3	GF2.PlateA	Unknown	22.773	299	22.358	23.292	NA	22.677	22.817	OK	d18_3836	GF2.plateD	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.104418661188074	1.04418661188074
butyrate	P2-B03	p2_butyrate	p2	GF2.PlateA	Unknown	22.865	15272	22.175	24.225	NA	22.733	22.89	OK	d4_2904	GF2.PlateB	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	1.0209254431274	10.209254431274
butyrate	P2-H04	p2_butyrate	p2	GF2.PlateA	Unknown	NA	0	NA	NA	NA	22.733	22.89	Undetected	d22_5969	GF2.PlateB	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.0861166824396699	0.861166824396699
butyrate	P1-D01	p1_butyrate	p1	GF2.PlateA	Unknown	NA	0	NA	NA	NA	22.776	22.89	Undetected	d0_3830	GF2.PlateA	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.0861166824396699	0.861166824396699
butyrate	P3-F06	p3_butyrate	p3	GF2.PlateA	Unknown	NA	0	NA	NA	NA	22.677	22.817	Undetected	d25_2949	GF2.PlateC	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.0861166824396699	0.861166824396699
butyrate	P1-D02	p1_butyrate	p1	GF2.PlateA	Unknown	NA	0	NA	NA	NA	22.776	22.89	Undetected	d1_2933	GF2.PlateA	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.0861166824396699	0.861166824396699
butyrate	P4-D07	p4_butyrate	p4	GF2.PlateA	Unknown	22.687	29792	21.875	25.442	NA	22.629	22.778	OK	HF8_myFMT1_regular	GF2.notExtracted	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	1.90970380910342	19.0970380910342
butyrate	P2-H05	p2_butyrate	p2	GF2.PlateA	Unknown	22.732	352	22.442	23.275	NA	22.733	22.89	OK	d24_5978	GF2.PlateB	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.107662824645149	1.07662824645149
butyrate	P2-B04	p2_butyrate	p2	GF2.PlateA	Unknown	22.863	13503	22.242	23.958	NA	22.733	22.89	OK	cecal_d25_3739	GF2.PlateB	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.912643836418609	9.12643836418609
butyrate	P3-B06	p3_butyrate	p3	GF2.PlateA	Unknown	22.791	1893	22.275	23.642	NA	22.677	22.817	OK	d4_1800_1	GF2.plateD	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.201988407425387	2.01988407425387
butyrate	P4-A03	p4_butyrate	p4	GF2.PlateA	Unknown	NA	0	NA	NA	NA	22.629	22.778	Undetected	d0_1806_3	GF2.plateD	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.0861166824396699	0.861166824396699
butyrate	P1-D03	p1_butyrate	p1	GF2.PlateA	Unknown	22.858	9925	22.292	24.208	NA	22.776	22.89	OK	d4_5978	GF2.PlateA	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.693632197750414	6.93632197750414
butyrate	P3-D07	p3_butyrate	p3	GF2.PlateA	Unknown	22.758	1866	22.208	23.592	NA	22.677	22.817	OK	d13_1802_1	GF2.plateD	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.200335720381216	2.00335720381216
butyrate	P2-H06	p2_butyrate	p2	GF2.PlateA	Unknown	22.342	1	22.325	22.408	NA	22.733	22.89	Reject	d25_2966	GF2.PlateB	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	NA	NA
butyrate	P3-F08	p3_butyrate	p3	GF2.PlateA	Unknown	NA	0	NA	NA	NA	22.677	22.817	Undetected	d34_2933	GF2.PlateC	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.0861166824396699	0.861166824396699
butyrate	P1-D04	p1_butyrate	p1	GF2.PlateA	Unknown	22.855	4434	22.308	23.808	NA	22.776	22.89	OK	cecal_d46_3765	GF2.PlateA	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.35752462147119	3.5752462147119
butyrate	P1-F04	p1_butyrate	p1	GF2.PlateA	Unknown	22.864	28516	21.925	24.142	NA	22.776	22.89	OK	d45_2949	GF2.PlateA	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	1.83159904360855	18.3159904360855
butyrate	P4-F10	p4_butyrate	p4	GF2.PlateA	Unknown	22.612	433	22.242	23.158	NA	22.629	22.778	OK	d38_2933	GF2.PlateC	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.11262088577766	1.1262088577766
butyrate	P2-H07	p2_butyrate	p2	GF2.PlateA	Unknown	22.799	612	22.342	23.442	NA	22.733	22.89	OK	d26_2966	GF2.PlateB	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.123577588774196	1.23577588774196
butyrate	P2-B06	p2_butyrate	p2	GF2.PlateA	Unknown	NA	0	NA	NA	NA	22.733	22.89	Undetected	d24_3830	GF2.PlateB	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.0861166824396699	0.861166824396699
butyrate	P4-E06	p4_butyrate	p4	GF2.PlateA	Unknown	NA	0	NA	NA	NA	22.629	22.778	Undetected	d22_3755	GF2.PlateC	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.0861166824396699	0.861166824396699
butyrate	P2-D07	p2_butyrate	p2	GF2.PlateA	Unknown	NA	0	NA	NA	NA	22.733	22.89	Undetected	d25_2904	GF2.PlateB	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.0861166824396699	0.861166824396699
butyrate	P1-D05	p1_butyrate	p1	GF2.PlateA	Unknown	22.886	827	22.425	23.508	NA	22.776	22.89	OK	d22_5942	GF2.PlateA	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.136737874496293	1.36737874496293
butyrate	P4-D11	p4_butyrate	p4	GF2.PlateA	Unknown	22.312	2	22.275	22.408	NA	22.629	22.778	Reject	dn11_1800_1	GF2.notExtracted	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	NA	NA
butyrate	P1-D06	p1_butyrate	p1	GF2.PlateA	Unknown	22.841	2531	22.358	23.658	NA	22.776	22.89	OK	d24_5942	GF2.PlateA	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.241040790172818	2.41040790172818
butyrate	P3-F10	p3_butyrate	p3	GF2.PlateA	Unknown	22.778	2185	22.092	23.625	NA	22.677	22.817	OK	d45_4837	GF2.PlateC	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.219861911754932	2.19861911754932
butyrate	P2-H08	p2_butyrate	p2	GF2.PlateA	Unknown	22.786	6936	22.225	23.858	NA	22.733	22.89	OK	d29_2966	GF2.PlateB	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.510673620897637	5.10673620897637
butyrate	P3-F11	p3_butyrate	p3	GF2.PlateA	Unknown	22.756	2238	22.225	23.692	NA	22.677	22.817	OK	cecal_d46_4914	GF2.PlateC	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.223106075212007	2.23106075212007
butyrate	P1-D07	p1_butyrate	p1	GF2.PlateA	Unknown	NA	0	NA	NA	NA	22.776	22.89	Undetected	d25_5969	GF2.PlateA	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.0861166824396699	0.861166824396699
butyrate	P2-D09	p2_butyrate	p2	GF2.PlateA	Unknown	NA	0	NA	NA	NA	22.733	22.89	Undetected	d34_5969	GF2.PlateB	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.0861166824396699	0.861166824396699
butyrate	P4-F12	p4_butyrate	p4	GF2.PlateA	Unknown	22.661	2618	22.058	23.775	NA	22.629	22.778	OK	cecal_d46_3830	GF2.PlateC	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.246366115092922	2.46366115092922
butyrate	P2-H10	p2_butyrate	p2	GF2.PlateA	Unknown	22.781	22042	21.992	24.108	NA	22.733	22.89	OK	GF2_hFMT2B	GF2.PlateB	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	1.43532141679528	14.3532141679528
butyrate	P3-F12	p3_butyrate	p3	GF2.PlateA	Unknown	22.802	1579	22.208	23.892	NA	22.677	22.817	OK	d45_5969	GF2.PlateC	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.182768269207999	1.82768269207999
butyrate	P1-D08	p1_butyrate	p1	GF2.PlateA	Unknown	22.855	312	22.525	23.392	NA	22.776	22.89	OK	d26_5957	GF2.PlateA	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.105214399394527	1.05214399394527
butyrate	P2-E06	p2_butyrate	p2	GF2.PlateA	Unknown	NA	0	NA	NA	NA	22.733	22.89	Undetected	d24_2988	GF2.PlateB	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.0861166824396699	0.861166824396699
butyrate	P2-B10	p2_butyrate	p2	GF2.PlateA	Unknown	NA	0	NA	NA	NA	22.733	22.89	Undetected	d36_3827	GF2.PlateB	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.0861166824396699	0.861166824396699
butyrate	P3-B12	p3_butyrate	p3	GF2.PlateA	Unknown	NA	0	NA	NA	NA	22.677	22.817	Undetected	d18_1806_3	GF2.plateD	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.0861166824396699	0.861166824396699
butyrate	P4-G02	p4_butyrate	p4	GF2.PlateA	Unknown	22.649	3068	22.108	23.775	NA	22.629	22.778	OK	d4_3739	GF2.PlateC	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.273910899162427	2.73910899162427
butyrate	P4-E02	p4_butyrate	p4	GF2.PlateA	Unknown	NA	0	NA	NA	NA	22.629	22.778	Undetected	d1_5964	GF2.PlateC	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.0861166824396699	0.861166824396699
butyrate	P2-B11	p2_butyrate	p2	GF2.PlateA	Unknown	22.869	131	22.542	23.158	NA	22.733	22.89	OK	d38_3830	GF2.PlateB	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.0941352751354591	0.941352751354591
butyrate	P1-D09	p1_butyrate	p1	GF2.PlateA	Unknown	22.835	2127	22.392	23.658	NA	22.776	22.89	OK	d29_5969	GF2.PlateA	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.216311695141529	2.16311695141529
butyrate	P4-A02	p4_butyrate	p4	GF2.PlateA	Unknown	NA	0	NA	NA	NA	22.629	22.778	Undetected	d13_1800_2	GF2.plateD	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.0861166824396699	0.861166824396699
butyrate	P4-E03	p4_butyrate	p4	GF2.PlateA	Unknown	22.693	14629	22.042	24.008	NA	22.629	22.778	OK	d4_3797	GF2.PlateC	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.981567007223637	9.81567007223637
butyrate	P3-A02	p3_butyrate	p3	GF2.PlateA	Unknown	22.772	283	22.508	23.375	NA	22.677	22.817	OK	dn11_1802_3	GF2.plateD	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.103439291087825	1.03439291087825
butyrate	P2-A08	p2_butyrate	p2	GF2.PlateA	Unknown	22.865	504	22.492	23.525	NA	22.733	22.89	OK	d26_2988	GF2.PlateB	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.116966840597515	1.16966840597515
butyrate	P1-D11	p1_butyrate	p1	GF2.PlateA	Unknown	NA	0	NA	NA	NA	22.776	22.89	Undetected	d36_5964	GF2.PlateA	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.0861166824396699	0.861166824396699
butyrate	P4-C04	p4_butyrate	p4	GF2.PlateA	Unknown	22.62	210	22.442	23.442	NA	22.629	22.778	OK	d1_1802_1	GF2.plateD	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.0989709150054388	0.989709150054388
butyrate	P2-A09	p2_butyrate	p2	GF2.PlateA	Unknown	22.861	2755	22.358	23.642	NA	22.733	22.89	OK	d29_3765	GF2.PlateB	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.254751971576305	2.54751971576305
butyrate	P2-C01	p2_butyrate	p2	GF2.PlateA	Unknown	NA	0	NA	NA	NA	22.733	22.89	Undetected	d0_2988	GF2.PlateB	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.0861166824396699	0.861166824396699
butyrate	P2-G02	p2_butyrate	p2	GF2.PlateA	Unknown	22.814	5171	22.242	23.908	NA	22.733	22.89	OK	d4_5925	GF2.PlateB	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.402636856713912	4.02636856713912
butyrate	P3-A03	p3_butyrate	p3	GF2.PlateA	Unknown	22.7	1950	22.292	23.608	NA	22.677	22.817	OK	d18_3827	GF2.plateD	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.205477413407524	2.05477413407524
butyrate	P3-G04	p3_butyrate	p3	GF2.PlateA	Unknown	22.774	1624	22.225	23.708	NA	22.677	22.817	OK	d45_5957	GF2.PlateC	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.185522747614949	1.85522747614949
butyrate	P2-E02	p2_butyrate	p2	GF2.PlateA	Unknown	22.838	811	22.325	23.408	NA	22.733	22.89	OK	d1_2935	GF2.PlateB	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.135758504396044	1.35758504396044
butyrate	P3-C04	p3_butyrate	p3	GF2.PlateA	Unknown	22.765	721	22.242	23.525	NA	22.677	22.817	OK	d18_5925	GF2.plateD	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.130249547582143	1.30249547582143
butyrate	P2-C02	p2_butyrate	p2	GF2.PlateA	Unknown	22.856	1287	22.292	23.442	NA	22.733	22.89	OK	d1_3830	GF2.PlateB	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.164894764878454	1.64894764878453
butyrate	P2-C03	p2_butyrate	p2	GF2.PlateA	Unknown	22.842	3585	22.342	24.042	NA	22.733	22.89	OK	d4_3844	GF2.PlateB	NA	0.1	0.999550535611969	6.12106312655661e-05	0.0861166824396699	0.305556795526724	3.05556795526724
