rc	wellkey	PlCID	plateID	compound	SampleName	SampleID	Ret.Time	Area	PeakStart	PeakEnd	DataFileOrigin	SampleType	Exp	minRT	maxRT	PeakQual	sampleID	DNA_Plate	concentration_mM	dilution	intercept	slope	Rsq	calc_conc	calc_conc_adj
HF10.PlateA_propionate	HF10-PlateA-A06	HF10.PlateA_propionate	PlateA	propionate	HF10.PlateA	P1-A06	18.477	960	18.217	18.867	HF10.PlateA_propionate.txt	unknown	HF10.PlateA	18.386	18.55	OK	d0_1902_1	HF10.PlateA	NA	0.1	0.475709084	9.74E-05	0.996503978	0.569223763	5.692237628
HF10.PlateA_propionate	HF10-PlateA-D03	HF10.PlateA_propionate	PlateA	propionate	HF10.PlateA	P1-D03	18.486	1704	18.167	18.783	HF10.PlateA_propionate.txt	unknown	HF10.PlateA	18.386	18.55	OK	d18_5510	HF10.PlateA	NA	0.1	0.475709084	9.74E-05	0.996503978	0.641697639	6.416976391
HF10.PlateA_propionate	HF10-PlateA-C07	HF10.PlateA_propionate	PlateA	propionate	HF10.PlateA	P1-C07	18.521	2469	18.208	18.9	HF10.PlateA_propionate.txt	unknown	HF10.PlateA	18.386	18.55	OK	d18_448	HF10.PlateA	NA	0.1	0.475709084	9.74E-05	0.996503978	0.716217149	7.16217149
HF10.PlateA_propionate	HF10-PlateA-E08	HF10.PlateA_propionate	PlateA	propionate	HF10.PlateA	P1-E08	18.445	775	18.183	18.833	HF10.PlateA_propionate.txt	unknown	HF10.PlateA	18.386	18.55	OK	d4_1903_2	HF10.PlateA	NA	0.1	0.475709084	9.74E-05	0.996503978	0.551202705	5.512027049
HF10.PlateA_propionate	HF10-PlateA-H06	HF10.PlateA_propionate	PlateA	propionate	HF10.PlateA	P1-H06	18.428	1831	18.1	18.733	HF10.PlateA_propionate.txt	unknown	HF10.PlateA	18.386	18.55	OK	dn7_1907_1	HF10.PlateA	NA	0.1	0.475709084	9.74E-05	0.996503978	0.654068852	6.540688519
HF10.PlateA_propionate	HF10-PlateA-G10	HF10.PlateA_propionate	PlateA	propionate	HF10.PlateA	P1-G10	18.465	349	18.242	18.8	HF10.PlateA_propionate.txt	unknown	HF10.PlateA	18.386	18.55	OK	d4_1904_2	HF10.PlateA	NA	0.1	0.475709084	9.74E-05	0.996503978	0.509705566	5.097055661
HF10.PlateA_propionate	HF10-PlateA-G01	HF10.PlateA_propionate	PlateA	propionate	HF10.PlateA	P1-G01	18.461	4491	18.117	18.808	HF10.PlateA_propionate.txt	unknown	HF10.PlateA	18.386	18.55	OK	d22_5220	HF10.PlateA	NA	0.1	0.475709084	9.74E-05	0.996503978	0.913182442	9.131824417
HF10.PlateA_propionate	HF10-PlateA-F01	HF10.PlateA_propionate	PlateA	propionate	HF10.PlateA	P1-F01	18.446	626	18.208	18.842	HF10.PlateA_propionate.txt	unknown	HF10.PlateA	18.386	18.55	OK	d0_1906_3	HF10.PlateA	NA	0.036	0.475709084	9.74E-05	0.996503978	0.536688447	14.90801243
HF10.PlateA_propionate	HF10-PlateA-H05	HF10.PlateA_propionate	PlateA	propionate	HF10.PlateA	P1-H05	18.451	1747	18.183	18.833	HF10.PlateA_propionate.txt	unknown	HF10.PlateA	18.386	18.55	OK	dn7_1905_3	HF10.PlateA	NA	0.1	0.475709084	9.74E-05	0.996503978	0.645886317	6.458863174
HF10.PlateA_propionate	HF10-PlateA-F08	HF10.PlateA_propionate	PlateA	propionate	HF10.PlateA	P1-F08	18.484	4996	18.142	18.842	HF10.PlateA_propionate.txt	unknown	HF10.PlateA	18.386	18.55	OK	d21_5510	HF10.PlateA	NA	0.1	0.475709084	9.74E-05	0.996503978	0.962375059	9.623750593
HF10.PlateA_propionate	HF10-PlateA-F05	HF10.PlateA_propionate	PlateA	propionate	HF10.PlateA	P1-F05	18.455	1857	18.167	18.808	HF10.PlateA_propionate.txt	unknown	HF10.PlateA	18.386	18.55	OK	d21_448	HF10.PlateA	NA	0.1	0.475709084	9.74E-05	0.996503978	0.656601541	6.566015411
HF10.PlateA_propionate	HF10-PlateA-C09	HF10.PlateA_propionate	PlateA	propionate	HF10.PlateA	P1-C09	18.447	1357	18.167	18.717	HF10.PlateA_propionate.txt	unknown	HF10.PlateA	18.386	18.55	OK	d18_5204	HF10.PlateA	NA	0.1	0.475709084	9.74E-05	0.996503978	0.607895979	6.078959791
HF10.PlateA_propionate	HF10-PlateA-E09	HF10.PlateA_propionate	PlateA	propionate	HF10.PlateA	P1-E09	18.458	589	18.2	18.742	HF10.PlateA_propionate.txt	unknown	HF10.PlateA	18.386	18.55	OK	d1_1901_1	HF10.PlateA	NA	0.1	0.475709084	9.74E-05	0.996503978	0.533084236	5.330842358
HF10.PlateA_propionate	HF10-PlateA-F03	HF10.PlateA_propionate	PlateA	propionate	HF10.PlateA	P1-F03	18.479	2082	18.167	18.75	HF10.PlateA_propionate.txt	unknown	HF10.PlateA	18.386	18.55	OK	dn7_1905_2	HF10.PlateA	NA	0.1	0.475709084	9.74E-05	0.996503978	0.678519044	6.78519044
HF10.PlateA_propionate	HF10-PlateA-F06	HF10.PlateA_propionate	PlateA	propionate	HF10.PlateA	P1-F06	18.477	2912	18.142	18.792	HF10.PlateA_propionate.txt	unknown	HF10.PlateA	18.386	18.55	OK	d21_429	HF10.PlateA	NA	0.1	0.475709084	9.74E-05	0.996503978	0.759370277	7.593702769
HF10.PlateA_propionate	HF10-PlateA-F12	HF10.PlateA_propionate	PlateA	propionate	HF10.PlateA	P1-F12	18.372	513	18.142	18.725	HF10.PlateA_propionate.txt	unknown	HF10.PlateA	18.386	18.55	OK	d0_1906_2	HF10.PlateA	NA	0.124	0.475709084	9.74E-05	0.996503978	0.52568099	4.239362826
HF10.PlateA_propionate	HF10-PlateA-E03	HF10.PlateA_propionate	PlateA	propionate	HF10.PlateA	P1-E03	18.495	5909	18.108	18.867	HF10.PlateA_propionate.txt	unknown	HF10.PlateA	18.386	18.55	OK	d21_427	HF10.PlateA	NA	0.1	0.475709084	9.74E-05	0.996503978	1.051311416	10.51311416
HF10.PlateA_propionate	HF10-PlateA-C10	HF10.PlateA_propionate	PlateA	propionate	HF10.PlateA	P1-C10	18.505	8306	18.142	18.892	HF10.PlateA_propionate.txt	unknown	HF10.PlateA	18.386	18.55	OK	d22_5505	HF10.PlateA	NA	0.1	0.475709084	9.74E-05	0.996503978	1.28480588	12.8480588
HF10.PlateA_propionate	HF10-PlateA-C06	HF10.PlateA_propionate	PlateA	propionate	HF10.PlateA	P1-C06	18.501	2325	18.2	18.875	HF10.PlateA_propionate.txt	unknown	HF10.PlateA	18.386	18.55	OK	d18_429	HF10.PlateA	NA	0.1	0.475709084	9.74E-05	0.996503978	0.702189947	7.021899471
HF10.PlateA_propionate	HF10-PlateA-A04	HF10.PlateA_propionate	PlateA	propionate	HF10.PlateA	P1-A04	18.565	683	18.283	18.9	HF10.PlateA_propionate.txt	unknown	HF10.PlateA	18.386	18.55	OK	d1_1903_1	HF10.PlateA	NA	0.1	0.475709084	9.74E-05	0.996503978	0.542240881	5.422408815
HF10.PlateA_propionate	HF10-PlateA-A12	HF10.PlateA_propionate	PlateA	propionate	HF10.PlateA	P1-A12	18.507	3047	18.2	18.817	HF10.PlateA_propionate.txt	unknown	HF10.PlateA	18.386	18.55	OK	dn7_1904_1	HF10.PlateA	NA	0.1	0.475709084	9.74E-05	0.996503978	0.772520779	7.725207787
HF10.PlateA_propionate	HF10-PlateA-B07	HF10.PlateA_propionate	PlateA	propionate	HF10.PlateA	P1-B07	18.575	6481	18.175	18.758	HF10.PlateA_propionate.txt	unknown	HF10.PlateA	18.386	18.55	OK	d18_5517	HF10.PlateA	NA	0.1	0.475709084	9.74E-05	0.996503978	1.107030578	11.07030578
HF10.PlateA_propionate	HF10-PlateA-G08	HF10.PlateA_propionate	PlateA	propionate	HF10.PlateA	P1-G08	18.46	449	18.192	18.742	HF10.PlateA_propionate.txt	unknown	HF10.PlateA	18.386	18.55	OK	d25_449	HF10.PlateA	NA	0.1	0.475709084	9.74E-05	0.996503978	0.519446678	5.194466785
HF10.PlateA_propionate	HF10-PlateA-F07	HF10.PlateA_propionate	PlateA	propionate	HF10.PlateA	P1-F07	18.46	5122	18.1	18.825	HF10.PlateA_propionate.txt	unknown	HF10.PlateA	18.386	18.55	OK	d21_5204	HF10.PlateA	NA	0.1	0.475709084	9.74E-05	0.996503978	0.974648861	9.74648861
HF10.PlateA_propionate	HF10-PlateA-A02	HF10.PlateA_propionate	PlateA	propionate	HF10.PlateA	P1-A02	18.53	1032	18.283	18.9	HF10.PlateA_propionate.txt	unknown	HF10.PlateA	18.386	18.55	OK	d4_1901_2	HF10.PlateA	NA	0.1	0.475709084	9.74E-05	0.996503978	0.576237364	5.762373638
HF10.PlateA_propionate	HF10-PlateA-H01	HF10.PlateA_propionate	PlateA	propionate	HF10.PlateA	P1-H01	18.437	216	18.25	18.692	HF10.PlateA_propionate.txt	unknown	HF10.PlateA	18.386	18.55	OK	d1_1907_2	HF10.PlateA	NA	0.1	0.475709084	9.74E-05	0.996503978	0.496749887	4.967498866
HF10.PlateA_propionate	HF10-PlateA-E12	HF10.PlateA_propionate	PlateA	propionate	HF10.PlateA	P1-E12	18.443	610	18.208	18.792	HF10.PlateA_propionate.txt	unknown	HF10.PlateA	18.386	18.55	OK	d1_1901_4	HF10.PlateA	NA	0.1	0.475709084	9.74E-05	0.996503978	0.535129869	5.351298694
HF10.PlateA_propionate	HF10-PlateA-D07	HF10.PlateA_propionate	PlateA	propionate	HF10.PlateA	P1-D07	18.497	2490	18.2	18.767	HF10.PlateA_propionate.txt	unknown	HF10.PlateA	18.386	18.55	OK	dn7_1906_1	HF10.PlateA	NA	0.1	0.475709084	9.74E-05	0.996503978	0.718262783	7.182627826
HF10.PlateA_propionate	HF10-PlateA-H03	HF10.PlateA_propionate	PlateA	propionate	HF10.PlateA	P1-H03	18.445	758	18.167	18.733	HF10.PlateA_propionate.txt	unknown	HF10.PlateA	18.386	18.55	OK	d0_1905_1	HF10.PlateA	NA	0.1	0.475709084	9.74E-05	0.996503978	0.549546716	5.495467158
HF10.PlateA_propionate	HF10-PlateA-A09	HF10.PlateA_propionate	PlateA	propionate	HF10.PlateA	P1-A09	18.512	2334	18.217	18.75	HF10.PlateA_propionate.txt	unknown	HF10.PlateA	18.386	18.55	OK	dn7_1902_1	HF10.PlateA	NA	0.1	0.475709084	9.74E-05	0.996503978	0.703066647	7.030666472
HF10.PlateA_propionate	HF10-PlateA-F09	HF10.PlateA_propionate	PlateA	propionate	HF10.PlateA	P1-F09	18.464	3997	18.117	18.8	HF10.PlateA_propionate.txt	unknown	HF10.PlateA	18.386	18.55	OK	d21_5522	HF10.PlateA	NA	0.1	0.475709084	9.74E-05	0.996503978	0.865061346	8.650613465
HF10.PlateA_propionate	HF10-PlateA-G09	HF10.PlateA_propionate	PlateA	propionate	HF10.PlateA	P1-G09	18.405	462	18.167	18.767	HF10.PlateA_propionate.txt	unknown	HF10.PlateA	18.386	18.55	OK	d4_1904_1	HF10.PlateA	NA	0.1	0.475709084	9.74E-05	0.996503978	0.520713023	5.207130231
HF10.PlateA_propionate	HF10-PlateA-C03	HF10.PlateA_propionate	PlateA	propionate	HF10.PlateA	P1-C03	18.466	952	18.217	18.842	HF10.PlateA_propionate.txt	unknown	HF10.PlateA	18.386	18.55	OK	d0_1904_1	HF10.PlateA	NA	0.1	0.475709084	9.74E-05	0.996503978	0.568444474	5.684444739
HF10.PlateA_propionate	HF10-PlateA-H08	HF10.PlateA_propionate	PlateA	propionate	HF10.PlateA	P1-H08	18.445	3340	18.1	18.783	HF10.PlateA_propionate.txt	unknown	HF10.PlateA	18.386	18.55	OK	d26_5220	HF10.PlateA	NA	0.1	0.475709084	9.74E-05	0.996503978	0.801062238	8.01062238
HF10.PlateA_propionate	HF10-PlateA-B06	HF10.PlateA_propionate	PlateA	propionate	HF10.PlateA	P1-B06	18.556	6831	18.183	18.792	HF10.PlateA_propionate.txt	unknown	HF10.PlateA	18.386	18.55	OK	d18_449	HF10.PlateA	NA	0.1	0.475709084	9.74E-05	0.996503978	1.141124472	11.41124472
HF10.PlateA_succinate	HF10-PlateA-D05	HF10.PlateA_succinate	PlateA	succinate	HF10.PlateA	P1-D05	12.451	2461	12.092	12.717	HF10.PlateA_succinate.txt	unknown	HF10.PlateA	12.381	12.473	OK	d18_5513	HF10.PlateA	NA	0.1	-0.24639057	5.01E-05	0.98833689	0	0
HF10.PlateA_succinate	HF10-PlateA-D02	HF10.PlateA_succinate	PlateA	succinate	HF10.PlateA	P1-D02	12.467	78928	11.925	12.842	HF10.PlateA_succinate.txt	unknown	HF10.PlateA	12.381	12.473	OK	dn7_1904_3	HF10.PlateA	NA	0.1	-0.24639057	5.01E-05	0.98833689	3.710451519	37.10451519
HF10.PlateA_succinate	HF10-PlateA-G07	HF10.PlateA_succinate	PlateA	succinate	HF10.PlateA	P1-G07	12.41	766	12.192	12.717	HF10.PlateA_succinate.txt	unknown	HF10.PlateA	12.381	12.473	OK	d25_427	HF10.PlateA	NA	0.1	-0.24639057	5.01E-05	0.98833689	0	0
HF10.PlateA_succinate	HF10-PlateA-F11	HF10.PlateA_succinate	PlateA	succinate	HF10.PlateA	P1-F11	12.453	5034	12.025	12.908	HF10.PlateA_succinate.txt	unknown	HF10.PlateA	12.381	12.473	OK	d21_5520	HF10.PlateA	NA	0.1	-0.24639057	5.01E-05	0.98833689	0.005975423	0.059754227
HF10.PlateA_succinate	HF10-PlateA-E07	HF10.PlateA_succinate	PlateA	succinate	HF10.PlateA	P1-E07	12.438	615	12.267	12.733	HF10.PlateA_succinate.txt	unknown	HF10.PlateA	12.381	12.473	OK	d4_1903_1	HF10.PlateA	NA	0.1	-0.24639057	5.01E-05	0.98833689	0	0
HF10.PlateA_succinate	HF10-PlateA-C07	HF10.PlateA_succinate	PlateA	succinate	HF10.PlateA	P1-C07	12.455	851	12.192	12.675	HF10.PlateA_succinate.txt	unknown	HF10.PlateA	12.381	12.473	OK	d18_448	HF10.PlateA	NA	0.1	-0.24639057	5.01E-05	0.98833689	0	0
HF10.PlateA_succinate	HF10-PlateA-B11	HF10.PlateA_succinate	PlateA	succinate	HF10.PlateA	P1-B11	12.473	20060	12.1	12.75	HF10.PlateA_succinate.txt	unknown	HF10.PlateA	12.381	12.473	OK	d4_1906_2	HF10.PlateA	NA	0.1	-0.24639057	5.01E-05	0.98833689	0.759263346	7.592633462
HF10.PlateA_succinate	HF10-PlateA-F02	HF10.PlateA_succinate	PlateA	succinate	HF10.PlateA	P1-F02	12.461	10951	12.1	12.892	HF10.PlateA_succinate.txt	unknown	HF10.PlateA	12.381	12.473	OK	dn7_1905_1	HF10.PlateA	NA	0.1	-0.24639057	5.01E-05	0.98833689	0.302608235	3.026082354
HF10.PlateA_succinate	HF10-PlateA-B04	HF10.PlateA_succinate	PlateA	succinate	HF10.PlateA	P1-B04	12.494	2267	12.225	12.708	HF10.PlateA_succinate.txt	unknown	HF10.PlateA	12.381	12.473	OK	d18_5219	HF10.PlateA	NA	0.1	-0.24639057	5.01E-05	0.98833689	0	0
HF10.PlateA_succinate	HF10-PlateA-B10	HF10.PlateA_succinate	PlateA	succinate	HF10.PlateA	P1-B10	12.471	24041	12.125	12.75	HF10.PlateA_succinate.txt	unknown	HF10.PlateA	12.381	12.473	OK	d4_1906_1	HF10.PlateA	NA	0.1	-0.24639057	5.01E-05	0.98833689	0.958840028	9.588400282
HF10.PlateA_succinate	HF10-PlateA-F10	HF10.PlateA_succinate	PlateA	succinate	HF10.PlateA	P1-F10	12.45	3556	12.042	12.842	HF10.PlateA_succinate.txt	unknown	HF10.PlateA	12.381	12.473	OK	d21_5512	HF10.PlateA	NA	0.1	-0.24639057	5.01E-05	0.98833689	0	0
HF10.PlateA_succinate	HF10-PlateA-E09	HF10.PlateA_succinate	PlateA	succinate	HF10.PlateA	P1-E09	12.422	536	12.192	12.658	HF10.PlateA_succinate.txt	unknown	HF10.PlateA	12.381	12.473	OK	d1_1901_1	HF10.PlateA	NA	0.1	-0.24639057	5.01E-05	0.98833689	0	0
HF10.PlateA_succinate	HF10-PlateA-C01	HF10.PlateA_succinate	PlateA	succinate	HF10.PlateA	P1-C01	12.439	1612	12.15	12.7	HF10.PlateA_succinate.txt	unknown	HF10.PlateA	12.381	12.473	OK	d1_1905_2	HF10.PlateA	NA	0.1	-0.24639057	5.01E-05	0.98833689	0	0
HF10.PlateA_succinate	HF10-PlateA-F06	HF10.PlateA_succinate	PlateA	succinate	HF10.PlateA	P1-F06	12.443	1242	12.158	12.733	HF10.PlateA_succinate.txt	unknown	HF10.PlateA	12.381	12.473	OK	d21_429	HF10.PlateA	NA	0.1	-0.24639057	5.01E-05	0.98833689	0	0
HF10.PlateA_succinate	HF10-PlateA-G02	HF10.PlateA_succinate	PlateA	succinate	HF10.PlateA	P1-G02	12.432	3521	12.108	12.742	HF10.PlateA_succinate.txt	unknown	HF10.PlateA	12.381	12.473	OK	d23_5505	HF10.PlateA	NA	0.1	-0.24639057	5.01E-05	0.98833689	0	0
HF10.PlateA_succinate	HF10-PlateA-E08	HF10.PlateA_succinate	PlateA	succinate	HF10.PlateA	P1-E08	12.424	661	12.2	12.717	HF10.PlateA_succinate.txt	unknown	HF10.PlateA	12.381	12.473	OK	d4_1903_2	HF10.PlateA	NA	0.1	-0.24639057	5.01E-05	0.98833689	0	0
HF10.PlateA_succinate	HF10-PlateA-D06	HF10.PlateA_succinate	PlateA	succinate	HF10.PlateA	P1-D06	12.462	5666	11.983	12.958	HF10.PlateA_succinate.txt	unknown	HF10.PlateA	12.381	12.473	OK	d18_5520	HF10.PlateA	NA	0.1	-0.24639057	5.01E-05	0.98833689	0.037659036	0.376590356
HF10.PlateA_succinate	HF10-PlateA-A07	HF10.PlateA_succinate	PlateA	succinate	HF10.PlateA	P1-A07	12.435	967	12.217	12.75	HF10.PlateA_succinate.txt	unknown	HF10.PlateA	12.381	12.473	OK	d0_1903_1	HF10.PlateA	NA	0.1	-0.24639057	5.01E-05	0.98833689	0	0
HF10.PlateA_succinate	HF10-PlateA-F07	HF10.PlateA_succinate	PlateA	succinate	HF10.PlateA	P1-F07	12.445	2141	12.092	12.9	HF10.PlateA_succinate.txt	unknown	HF10.PlateA	12.381	12.473	OK	d21_5204	HF10.PlateA	NA	0.1	-0.24639057	5.01E-05	0.98833689	0	0
HF10.PlateA_succinate	HF10-PlateA-B09	HF10.PlateA_succinate	PlateA	succinate	HF10.PlateA	P1-B09	12.465	2625	12.108	12.767	HF10.PlateA_succinate.txt	unknown	HF10.PlateA	12.381	12.473	OK	d21_5505	HF10.PlateA	NA	0.1	-0.24639057	5.01E-05	0.98833689	0	0
HF10.PlateA_succinate	HF10-PlateA-E01	HF10.PlateA_succinate	PlateA	succinate	HF10.PlateA	P1-E01	12.468	7135	12.033	12.817	HF10.PlateA_succinate.txt	unknown	HF10.PlateA	12.381	12.473	OK	d21_5215	HF10.PlateA	NA	0.1	-0.24639057	5.01E-05	0.98833689	0.111303383	1.113033827
HF10.PlateA_succinate	HF10-PlateA-D10	HF10.PlateA_succinate	PlateA	succinate	HF10.PlateA	P1-D10	12.414	127	12.25	12.592	HF10.PlateA_succinate.txt	unknown	HF10.PlateA	12.381	12.473	OK	d0_1907_1	HF10.PlateA	NA	0.1	-0.24639057	5.01E-05	0.98833689	0	0
HF10.PlateA_succinate	HF10-PlateA-E12	HF10.PlateA_succinate	PlateA	succinate	HF10.PlateA	P1-E12	12.438	111	12.275	12.558	HF10.PlateA_succinate.txt	unknown	HF10.PlateA	12.381	12.473	OK	d1_1901_4	HF10.PlateA	NA	0.1	-0.24639057	5.01E-05	0.98833689	0	0
HF10.PlateA_succinate	HF10-PlateA-C12	HF10.PlateA_succinate	PlateA	succinate	HF10.PlateA	P1-C12	12.46	4789	12.142	12.75	HF10.PlateA_succinate.txt	unknown	HF10.PlateA	12.381	12.473	OK	d22_429	HF10.PlateA	NA	0.1	-0.24639057	5.01E-05	0.98833689	0	0
HF10.PlateA_succinate	HF10-PlateA-A12	HF10.PlateA_succinate	PlateA	succinate	HF10.PlateA	P1-A12	12.475	35719	12	12.9	HF10.PlateA_succinate.txt	unknown	HF10.PlateA	12.381	12.473	OK	dn7_1904_1	HF10.PlateA	NA	0.1	-0.24639057	5.01E-05	0.98833689	1.544285015	15.44285015
HF10.PlateA_succinate	HF10-PlateA-A01	HF10.PlateA_succinate	PlateA	succinate	HF10.PlateA	P1-A01	12.484	5992	12.083	12.708	HF10.PlateA_succinate.txt	unknown	HF10.PlateA	12.381	12.473	OK	d4_1901_1	HF10.PlateA	NA	0.1	-0.24639057	5.01E-05	0.98833689	0.054002165	0.540021651
HF10.PlateA_succinate	HF10-PlateA-B06	HF10.PlateA_succinate	PlateA	succinate	HF10.PlateA	P1-B06	12.462	1028	12.117	12.733	HF10.PlateA_succinate.txt	unknown	HF10.PlateA	12.381	12.473	OK	d18_449	HF10.PlateA	NA	0.1	-0.24639057	5.01E-05	0.98833689	0	0
HF10.PlateA_succinate	HF10-PlateA-F04	HF10.PlateA_succinate	PlateA	succinate	HF10.PlateA	P1-F04	12.451	1798	12.142	12.775	HF10.PlateA_succinate.txt	unknown	HF10.PlateA	12.381	12.473	OK	d21_5220	HF10.PlateA	NA	0.1	-0.24639057	5.01E-05	0.98833689	0	0
HF10.PlateA_succinate	HF10-PlateA-H10	HF10.PlateA_succinate	PlateA	succinate	HF10.PlateA	P1-H10	12.418	2332	12.167	12.717	HF10.PlateA_succinate.txt	unknown	HF10.PlateA	12.381	12.473	OK	d27_5218	HF10.PlateA	NA	0.1	-0.24639057	5.01E-05	0.98833689	0	0
HF10.PlateA_succinate	HF10-PlateA-G01	HF10.PlateA_succinate	PlateA	succinate	HF10.PlateA	P1-G01	12.434	3637	12.083	12.875	HF10.PlateA_succinate.txt	unknown	HF10.PlateA	12.381	12.473	OK	d22_5220	HF10.PlateA	NA	0.1	-0.24639057	5.01E-05	0.98833689	0	0
HF10.PlateA_succinate	HF10-PlateA-A06	HF10.PlateA_succinate	PlateA	succinate	HF10.PlateA	P1-A06	12.443	756	12.217	12.725	HF10.PlateA_succinate.txt	unknown	HF10.PlateA	12.381	12.473	OK	d0_1902_1	HF10.PlateA	NA	0.1	-0.24639057	5.01E-05	0.98833689	0	0
HF10.PlateA_succinate	HF10-PlateA-F09	HF10.PlateA_succinate	PlateA	succinate	HF10.PlateA	P1-F09	12.447	2077	12.083	12.775	HF10.PlateA_succinate.txt	unknown	HF10.PlateA	12.381	12.473	OK	d21_5522	HF10.PlateA	NA	0.1	-0.24639057	5.01E-05	0.98833689	0	0
HF10.PlateA_succinate	HF10-PlateA-C02	HF10.PlateA_succinate	PlateA	succinate	HF10.PlateA	P1-C02	12.445	1478	12.175	12.675	HF10.PlateA_succinate.txt	unknown	HF10.PlateA	12.381	12.473	OK	d1_1905_3	HF10.PlateA	NA	0.1	-0.24639057	5.01E-05	0.98833689	0	0
HF10.PlateA_succinate	HF10-PlateA-E06	HF10.PlateA_succinate	PlateA	succinate	HF10.PlateA	P1-E06	12.451	2935	12.175	12.833	HF10.PlateA_succinate.txt	unknown	HF10.PlateA	12.381	12.473	OK	d4_1902_1	HF10.PlateA	NA	0.1	-0.24639057	5.01E-05	0.98833689	0	0
HF10.PlateA_succinate	HF10-PlateA-C08	HF10.PlateA_succinate	PlateA	succinate	HF10.PlateA	P1-C08	12.465	11899	12.033	12.9	HF10.PlateA_succinate.txt	unknown	HF10.PlateA	12.381	12.473	OK	d18_5220	HF10.PlateA	NA	0.1	-0.24639057	5.01E-05	0.98833689	0.350133655	3.501336548
HF10.PlateA_succinate	HF10-PlateA-D01	HF10.PlateA_succinate	PlateA	succinate	HF10.PlateA	P1-D01	12.466	13155	12.067	12.85	HF10.PlateA_succinate.txt	unknown	HF10.PlateA	12.381	12.473	OK	dn7_1904_2	HF10.PlateA	NA	0.1	-0.24639057	5.01E-05	0.98833689	0.413099822	4.130998222
HF10.PlateA_succinate	HF10-PlateA-D04	HF10.PlateA_succinate	PlateA	succinate	HF10.PlateA	P1-D04	12.456	490	12.233	12.617	HF10.PlateA_succinate.txt	unknown	HF10.PlateA	12.381	12.473	OK	d18_5522	HF10.PlateA	NA	0.1	-0.24639057	5.01E-05	0.98833689	0	0
HF10.PlateA_succinate	HF10-PlateA-H05	HF10.PlateA_succinate	PlateA	succinate	HF10.PlateA	P1-H05	12.434	26635	12.033	12.85	HF10.PlateA_succinate.txt	unknown	HF10.PlateA	12.381	12.473	OK	dn7_1905_3	HF10.PlateA	NA	0.1	-0.24639057	5.01E-05	0.98833689	1.088883212	10.88883212
HF10.PlateA_succinate	HF10-PlateA-F05	HF10.PlateA_succinate	PlateA	succinate	HF10.PlateA	P1-F05	12.438	1111	12.142	12.708	HF10.PlateA_succinate.txt	unknown	HF10.PlateA	12.381	12.473	OK	d21_448	HF10.PlateA	NA	0.1	-0.24639057	5.01E-05	0.98833689	0	0
HF10.PlateA_succinate	HF10-PlateA-B05	HF10.PlateA_succinate	PlateA	succinate	HF10.PlateA	P1-B05	12.477	4262	12.092	12.733	HF10.PlateA_succinate.txt	unknown	HF10.PlateA	12.381	12.473	OK	d18_427	HF10.PlateA	NA	0.1	-0.24639057	5.01E-05	0.98833689	0	0
HF10.PlateA_succinate	HF10-PlateA-B03	HF10.PlateA_succinate	PlateA	succinate	HF10.PlateA	P1-B03	12.476	7288	12.033	12.8	HF10.PlateA_succinate.txt	unknown	HF10.PlateA	12.381	12.473	OK	d18_5215	HF10.PlateA	NA	0.1	-0.24639057	5.01E-05	0.98833689	0.118973624	1.189736245
HF10.PlateA_succinate	HF10-PlateA-B12	HF10.PlateA_succinate	PlateA	succinate	HF10.PlateA	P1-B12	12.476	14006	12.15	12.725	HF10.PlateA_succinate.txt	unknown	HF10.PlateA	12.381	12.473	OK	d4_1906_3	HF10.PlateA	NA	0.1	-0.24639057	5.01E-05	0.98833689	0.455762409	4.557624086
HF10.PlateA_succinate	HF10-PlateA-E11	HF10.PlateA_succinate	PlateA	succinate	HF10.PlateA	P1-E11	12.446	223	12.283	12.633	HF10.PlateA_succinate.txt	unknown	HF10.PlateA	12.381	12.473	OK	d1_1901_2	HF10.PlateA	NA	0.1	-0.24639057	5.01E-05	0.98833689	0	0
HF10.PlateA_succinate	HF10-PlateA-B01	HF10.PlateA_succinate	PlateA	succinate	HF10.PlateA	P1-B01	12.47	3608	12.033	12.883	HF10.PlateA_succinate.txt	unknown	HF10.PlateA	12.381	12.473	OK	d18_5505	HF10.PlateA	NA	0.1	-0.24639057	5.01E-05	0.98833689	0	0
HF10.PlateA_succinate	HF10-PlateA-H08	HF10.PlateA_succinate	PlateA	succinate	HF10.PlateA	P1-H08	12.417	13482	12.025	12.758	HF10.PlateA_succinate.txt	unknown	HF10.PlateA	12.381	12.473	OK	d26_5220	HF10.PlateA	NA	0.1	-0.24639057	5.01E-05	0.98833689	0.429493084	4.29493084
HF10.PlateA_succinate	HF10-PlateA-D08	HF10.PlateA_succinate	PlateA	succinate	HF10.PlateA	P1-D08	12.472	7258	12.175	12.825	HF10.PlateA_succinate.txt	unknown	HF10.PlateA	12.381	12.473	OK	dn7_1906_2	HF10.PlateA	NA	0.1	-0.24639057	5.01E-05	0.98833689	0.117469655	1.174696555
HF10.PlateA_succinate	HF10-PlateA-F08	HF10.PlateA_succinate	PlateA	succinate	HF10.PlateA	P1-F08	12.458	2427	12.133	12.9	HF10.PlateA_succinate.txt	unknown	HF10.PlateA	12.381	12.473	OK	d21_5510	HF10.PlateA	NA	0.1	-0.24639057	5.01E-05	0.98833689	0	0
