SampleID	Well	sampleID	seqID	sampletype	DNA_Plate	concentration_mM	dilution	dilution_material	injection	compound	DataFilename	Ret.Time	Area	Height	PeakStart	PeakEnd	RelativeRetentionTime	r2	slope	intercept	calc_conc	calc_conc_adj.df
HF5.PlateA-B09	B09	d18_198_1	d18_198_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	propionate	2017-10-05_031.lcd	18.562	14408	620	18.242	18.983	1.183	0.99751216601936	8.56168147328109e-05	0.491994733517975	1.72556180018831	17.2556180018831
HF5.PlateA-B09	B09	d18_198_1	d18_198_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	butyrate	2017-10-05_031.lcd	22.903	536	23	22.575	23.375	1.46	0.998476227008827	6.33885427617889e-05	0.424286550072084	0.458262808992403	4.58262808992403
HF5.PlateA-B09	B09	d18_198_1	d18_198_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	lactate	2017-10-05_031.lcd	12.966	3155	185	12.775	13.333	0.826	0.999905521078027	5.64120223569515e-05	0.024838356996649	0.202818287532831	2.02818287532831
HF5.PlateA-B09	B09	d18_198_1	d18_198_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	acetate	2017-10-05_031.lcd	15.691	33165	1587	15.008	16.25	1	0.999521989682615	0.000128596369800457	0.211250029531177	4.47614863396333	44.7614863396333
HF5.PlateA-B09	B09	d18_198_1	d18_198_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	succinate	2017-10-05_031.lcd	12.348	59814	3154	11.683	12.775	0.787	0.999920729368713	3.83589789362778e-05	0.00500256485528477	2.29940653094981	22.9940653094981
HF5.PlateA-B10	B10	d11_1681_1	d11_1681_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	propionate	2017-10-05_032.lcd	18.875	6	3	18.842	18.883	1.203	0.99751216601936	8.56168147328109e-05	0.491994733517975	0.492508434406372	4.92508434406372
HF5.PlateA-B10	B10	d11_1681_1	d11_1681_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	succinate	2017-10-05_032.lcd	12.335	1638	85	12.017	12.675	0.786	0.999920729368713	3.83589789362778e-05	0.00500256485528477	0.0678345723529079	0.678345723529079
HF5.PlateA-B10	B10	d11_1681_1	d11_1681_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	butyrate	2017-10-05_032.lcd	-----	NA	-----	-----	-----	NA	0.998476227008827	6.33885427617889e-05	0.424286550072084	0	0
HF5.PlateA-B10	B10	d11_1681_1	d11_1681_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	lactate	2017-10-05_032.lcd	12.994	4116	174	12.7	13.867	0.828	0.999905521078027	5.64120223569515e-05	0.024838356996649	0.257030241017861	2.57030241017861
HF5.PlateA-B10	B10	d11_1681_1	d11_1681_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	acetate	2017-10-05_032.lcd	15.685	11595	393	14.85	16.292	1	0.999521989682615	0.000128596369800457	0.211250029531177	1.70232493736748	17.0232493736748
HF5.PlateA-B11	B11	d18_198_2	d18_198_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	butyrate	2017-10-05_033.lcd	22.939	453	19	22.55	23.308	1.461	0.998476227008827	6.33885427617889e-05	0.424286550072084	0.453001559943174	4.53001559943174
HF5.PlateA-B11	B11	d18_198_2	d18_198_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	lactate	2017-10-05_033.lcd	-----	NA	-----	-----	-----	NA	0.999905521078027	5.64120223569515e-05	0.024838356996649	0	0
HF5.PlateA-B11	B11	d18_198_2	d18_198_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	acetate	2017-10-05_033.lcd	15.699	24144	1136	15.042	16.233	1	0.999521989682615	0.000128596369800457	0.211250029531177	3.31608078199341	33.1608078199341
HF5.PlateA-B11	B11	d18_198_2	d18_198_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	propionate	2017-10-05_033.lcd	18.558	9860	484	18.25	19	1.182	0.99751216601936	8.56168147328109e-05	0.491994733517975	1.33617652678349	13.3617652678349
HF5.PlateA-B11	B11	d18_198_2	d18_198_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	succinate	2017-10-05_033.lcd	12.358	18569	1016	11.933	12.817	0.787	0.999920729368713	3.83589789362778e-05	0.00500256485528477	0.717290444723028	7.17290444723028
HF5.PlateA-B12	B12	d18_1677_1	d18_1677_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	acetate	2017-10-05_034.lcd	15.692	26841	1244	14.975	16.25	1	0.999521989682615	0.000128596369800457	0.211250029531177	3.66290519134524	36.6290519134524
HF5.PlateA-B12	B12	d18_1677_1	d18_1677_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	propionate	2017-10-05_034.lcd	18.572	5257	234	18.292	18.958	1.184	0.99751216601936	8.56168147328109e-05	0.491994733517975	0.942082328568361	9.42082328568361
HF5.PlateA-B12	B12	d18_1677_1	d18_1677_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	lactate	2017-10-05_034.lcd	12.97	39556	2174	12.617	13.417	0.827	0.999905521078027	5.64120223569515e-05	0.024838356996649	2.25627231334822	22.5627231334822
HF5.PlateA-B12	B12	d18_1677_1	d18_1677_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	butyrate	2017-10-05_034.lcd	22.894	294	13	22.608	23.342	1.459	0.998476227008827	6.33885427617889e-05	0.424286550072084	0.44292278164405	4.4292278164405
HF5.PlateA-B12	B12	d18_1677_1	d18_1677_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	succinate	2017-10-05_034.lcd	12.344	7363	407	11.933	12.617	0.787	0.999920729368713	3.83589789362778e-05	0.00500256485528477	0.287439726763098	2.87439726763098
HF5.PlateA-C01	C01	d13_199_2	d13_199_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	butyrate	2017-10-05_035.lcd	22.881	1407	53	22.458	23.442	1.458	0.998476227008827	6.33885427617889e-05	0.424286550072084	0.513474229737921	5.13474229737921
HF5.PlateA-C01	C01	d13_199_2	d13_199_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	acetate	2017-10-05_035.lcd	15.696	28545	1342	15	16.233	1	0.999521989682615	0.000128596369800457	0.211250029531177	3.88203340548522	38.8203340548522
HF5.PlateA-C01	C01	d13_199_2	d13_199_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	succinate	2017-10-05_035.lcd	12.352	19145	1012	11.95	12.725	0.787	0.999920729368713	3.83589789362778e-05	0.00500256485528477	0.739385216590324	7.39385216590324
HF5.PlateA-C01	C01	d13_199_2	d13_199_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	lactate	2017-10-05_035.lcd	12.972	5604	325	12.725	13.358	0.826	0.999905521078027	5.64120223569515e-05	0.024838356996649	0.340971330285005	3.40971330285005
HF5.PlateA-C01	C01	d13_199_2	d13_199_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	propionate	2017-10-05_035.lcd	18.561	10400	462	18.242	18.975	1.183	0.99751216601936	8.56168147328109e-05	0.491994733517975	1.38240960673921	13.8240960673921
HF5.PlateA-C02	C02	d13_1676_1	d13_1676_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	succinate	2017-10-05_036.lcd	12.35	25997	1436	10.842	12.725	0.787	0.999920729368713	3.83589789362778e-05	0.00500256485528477	1.0022209402617	10.022209402617
HF5.PlateA-C02	C02	d13_1676_1	d13_1676_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	propionate	2017-10-05_036.lcd	18.593	1517	89	18.342	18.842	1.185	0.99751216601936	8.56168147328109e-05	0.491994733517975	0.621875441467649	6.21875441467649
HF5.PlateA-C02	C02	d13_1676_1	d13_1676_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	butyrate	2017-10-05_036.lcd	-----	NA	-----	-----	-----	NA	0.998476227008827	6.33885427617889e-05	0.424286550072084	0	0
HF5.PlateA-C02	C02	d13_1676_1	d13_1676_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	acetate	2017-10-05_036.lcd	15.695	30417	1443	15.008	16.267	1	0.999521989682615	0.000128596369800457	0.211250029531177	4.12276580975168	41.2276580975168
HF5.PlateA-C02	C02	d13_1676_1	d13_1676_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	lactate	2017-10-05_036.lcd	12.971	7079	429	12.725	13.3	0.826	0.999905521078027	5.64120223569515e-05	0.024838356996649	0.424179063261508	4.24179063261508
HF5.PlateA-C03	C03	d13_1676_2	d13_1676_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	lactate	2017-10-05_037.lcd	12.97	2552	163	12.717	13.342	0.827	0.999905521078027	5.64120223569515e-05	0.024838356996649	0.168801838051589	1.68801838051589
HF5.PlateA-C03	C03	d13_1676_2	d13_1676_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	acetate	2017-10-05_037.lcd	15.692	22833	1088	15	16.283	1	0.999521989682615	0.000128596369800457	0.211250029531177	3.14749094118501	31.4749094118501
HF5.PlateA-C03	C03	d13_1676_2	d13_1676_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	butyrate	2017-10-05_037.lcd	-----	NA	-----	-----	-----	NA	0.998476227008827	6.33885427617889e-05	0.424286550072084	0	0
HF5.PlateA-C03	C03	d13_1676_2	d13_1676_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	propionate	2017-10-05_037.lcd	18.59	2442	121	18.342	18.925	1.185	0.99751216601936	8.56168147328109e-05	0.491994733517975	0.701070995095499	7.01070995095499
HF5.PlateA-C03	C03	d13_1676_2	d13_1676_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	succinate	2017-10-05_037.lcd	12.346	7734	407	11.725	12.717	0.787	0.999920729368713	3.83589789362778e-05	0.00500256485528477	0.301670907948458	3.01670907948458
HF5.PlateA-C04	C04	d13_1677_1	d13_1677_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	lactate	2017-10-05_038.lcd	12.973	25399	1462	12.65	13.4	0.827	0.999905521078027	5.64120223569515e-05	0.024838356996649	1.45764731284086	14.5764731284086
HF5.PlateA-C04	C04	d13_1677_1	d13_1677_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	succinate	2017-10-05_038.lcd	12.351	9848	604	11.942	12.65	0.787	0.999920729368713	3.83589789362778e-05	0.00500256485528477	0.382761789419749	3.82761789419749
HF5.PlateA-C04	C04	d13_1677_1	d13_1677_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	propionate	2017-10-05_038.lcd	18.596	7212	275	18.283	18.942	1.185	0.99751216601936	8.56168147328109e-05	0.491994733517975	1.10946320137101	11.0946320137101
HF5.PlateA-C04	C04	d13_1677_1	d13_1677_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	butyrate	2017-10-05_038.lcd	-----	NA	-----	-----	-----	NA	0.998476227008827	6.33885427617889e-05	0.424286550072084	0	0
HF5.PlateA-C04	C04	d13_1677_1	d13_1677_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	acetate	2017-10-05_038.lcd	15.696	14346	692	15.092	16.242	1	0.999521989682615	0.000128596369800457	0.211250029531177	2.05609355068853	20.5609355068853
HF5.PlateA-C05	C05	d13_1677_2	d13_1677_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	lactate	2017-10-05_039.lcd	12.971	22819	1260	12.658	13.425	0.827	0.999905521078027	5.64120223569515e-05	0.024838356996649	1.31210429515992	13.1210429515992
HF5.PlateA-C05	C05	d13_1677_2	d13_1677_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	propionate	2017-10-05_039.lcd	18.567	2771	160	18.325	18.85	1.183	0.99751216601936	8.56168147328109e-05	0.491994733517975	0.729238927142594	7.29238927142594
HF5.PlateA-C05	C05	d13_1677_2	d13_1677_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	acetate	2017-10-05_039.lcd	15.693	13759	661	15.067	16.217	1	0.999521989682615	0.000128596369800457	0.211250029531177	1.98060748161566	19.8060748161566
HF5.PlateA-C05	C05	d13_1677_2	d13_1677_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	butyrate	2017-10-05_039.lcd	-----	NA	-----	-----	-----	NA	0.998476227008827	6.33885427617889e-05	0.424286550072084	0	0
HF5.PlateA-C05	C05	d13_1677_2	d13_1677_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	succinate	2017-10-05_039.lcd	12.353	11410	636	11.942	12.658	0.787	0.999920729368713	3.83589789362778e-05	0.00500256485528477	0.442678514518215	4.42678514518215
HF5.PlateA-C06	C06	d13_1681_2	d13_1681_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	succinate	2017-10-05_040.lcd	12.351	66029	3373	11.7	12.742	0.787	0.999920729368713	3.83589789362778e-05	0.00500256485528477	2.53780758503877	25.3780758503877
HF5.PlateA-C06	C06	d13_1681_2	d13_1681_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	propionate	2017-10-05_040.lcd	18.547	10316	458	18.25	18.975	1.182	0.99751216601936	8.56168147328109e-05	0.491994733517975	1.37521779430165	13.7521779430165
HF5.PlateA-C06	C06	d13_1681_2	d13_1681_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	butyrate	2017-10-05_040.lcd	22.882	1978	72	22.4	23.367	1.458	0.998476227008827	6.33885427617889e-05	0.424286550072084	0.549669087654903	5.49669087654903
HF5.PlateA-C06	C06	d13_1681_2	d13_1681_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	lactate	2017-10-05_040.lcd	12.973	13942	751	12.742	13.333	0.827	0.999905521078027	5.64120223569515e-05	0.024838356996649	0.811334772697266	8.11334772697266
HF5.PlateA-C06	C06	d13_1681_2	d13_1681_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	acetate	2017-10-05_040.lcd	15.693	20554	974	14.983	16.217	1	0.999521989682615	0.000128596369800457	0.211250029531177	2.85441981440977	28.5441981440977
HF5.PlateA-C07	C07	d13_1681_1	d13_1681_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	acetate	2017-10-05_041.lcd	15.686	16169	796	15.175	16.2	1	0.999521989682615	0.000128596369800457	0.211250029531177	2.29052473283476	22.9052473283476
HF5.PlateA-C07	C07	d13_1681_1	d13_1681_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	succinate	2017-10-05_041.lcd	12.339	58784	3082	11.7	12.708	0.787	0.999920729368713	3.83589789362778e-05	0.00500256485528477	2.25989678264544	22.5989678264544
HF5.PlateA-C07	C07	d13_1681_1	d13_1681_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	propionate	2017-10-05_041.lcd	18.542	4822	276	18.292	18.858	1.182	0.99751216601936	8.56168147328109e-05	0.491994733517975	0.904839014159589	9.04839014159589
HF5.PlateA-C07	C07	d13_1681_1	d13_1681_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	butyrate	2017-10-05_041.lcd	22.872	2178	79	22.4	23.525	1.458	0.998476227008827	6.33885427617889e-05	0.424286550072084	0.56234679620726	5.6234679620726
HF5.PlateA-C07	C07	d13_1681_1	d13_1681_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	lactate	2017-10-05_041.lcd	12.968	18542	1132	12.717	13.375	0.827	0.999905521078027	5.64120223569515e-05	0.024838356996649	1.07083007553924	10.7083007553924
HF5.PlateA-C08	C08	d18_1681_2	d18_1681_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	lactate	2017-10-05_042.lcd	12.961	27441	1479	12.7	13.325	0.826	0.999905521078027	5.64120223569515e-05	0.024838356996649	1.57284066249375	15.7284066249375
HF5.PlateA-C08	C08	d18_1681_2	d18_1681_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	butyrate	2017-10-05_042.lcd	22.876	1031	39	22.492	23.458	1.458	0.998476227008827	6.33885427617889e-05	0.424286550072084	0.489640137659488	4.89640137659488
HF5.PlateA-C08	C08	d18_1681_2	d18_1681_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	acetate	2017-10-05_042.lcd	15.687	51834	2392	14.917	16.275	1	0.999521989682615	0.000128596369800457	0.211250029531177	6.87691426176806	68.7691426176806
HF5.PlateA-C08	C08	d18_1681_2	d18_1681_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	succinate	2017-10-05_042.lcd	12.341	61465	3059	11.642	12.7	0.787	0.999920729368713	3.83589789362778e-05	0.00500256485528477	2.3627372051736	23.627372051736
HF5.PlateA-C08	C08	d18_1681_2	d18_1681_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	propionate	2017-10-05_042.lcd	18.552	6631	335	18.258	18.958	1.183	0.99751216601936	8.56168147328109e-05	0.491994733517975	1.05971983201124	10.5971983201124
HF5.PlateA-C09	C09	d18_1681_3	d18_1681_3	unknown	HF5.PlateA	NA	0.1	PBS	0.02	butyrate	2017-10-05_043.lcd	22.901	942	36	22.5	23.417	1.46	0.998476227008827	6.33885427617889e-05	0.424286550072084	0.483998557353689	4.83998557353689
HF5.PlateA-C09	C09	d18_1681_3	d18_1681_3	unknown	HF5.PlateA	NA	0.1	PBS	0.02	acetate	2017-10-05_043.lcd	15.687	31729	1518	14.958	16.233	1	0.999521989682615	0.000128596369800457	0.211250029531177	4.29148424692987	42.9148424692987
HF5.PlateA-C09	C09	d18_1681_3	d18_1681_3	unknown	HF5.PlateA	NA	0.1	PBS	0.02	succinate	2017-10-05_043.lcd	12.342	20163	1110	11.933	12.717	0.787	0.999920729368713	3.83589789362778e-05	0.00500256485528477	0.778434657147455	7.78434657147455
HF5.PlateA-C09	C09	d18_1681_3	d18_1681_3	unknown	HF5.PlateA	NA	0.1	PBS	0.02	lactate	2017-10-05_043.lcd	12.964	5474	333	12.717	13.325	0.826	0.999905521078027	5.64120223569515e-05	0.024838356996649	0.333637767378601	3.33637767378601
HF5.PlateA-C09	C09	d18_1681_3	d18_1681_3	unknown	HF5.PlateA	NA	0.1	PBS	0.02	propionate	2017-10-05_043.lcd	18.558	8368	417	18.275	18.967	1.183	0.99751216601936	8.56168147328109e-05	0.491994733517975	1.20843623920214	12.0843623920214
HF5.PlateA-C10	C10	d18_199_1	d18_199_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	acetate	2017-10-05_044.lcd	15.69	31078	1479	14.975	16.233	1	0.999521989682615	0.000128596369800457	0.211250029531177	4.20776801018978	42.0776801018978
HF5.PlateA-C10	C10	d18_199_1	d18_199_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	propionate	2017-10-05_044.lcd	18.544	11299	563	18.225	18.975	1.182	0.99751216601936	8.56168147328109e-05	0.491994733517975	1.459379123184	14.59379123184
HF5.PlateA-C10	C10	d18_199_1	d18_199_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	lactate	2017-10-05_044.lcd	12.958	2658	163	12.808	13.317	0.826	0.999905521078027	5.64120223569515e-05	0.024838356996649	0.174781512421426	1.74781512421426
HF5.PlateA-C10	C10	d18_199_1	d18_199_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	butyrate	2017-10-05_044.lcd	22.911	250	12	22.608	23.233	1.46	0.998476227008827	6.33885427617889e-05	0.424286550072084	0.440133685762531	4.40133685762531
HF5.PlateA-C10	C10	d18_199_1	d18_199_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	succinate	2017-10-05_044.lcd	12.35	83914	4352	11.675	12.808	0.787	0.999920729368713	3.83589789362778e-05	0.00500256485528477	3.2238579233141	32.238579233141
HF5.PlateA-C11	C11	d18_1676_1	d18_1676_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	lactate	2017-10-05_045.lcd	12.966	2104	136	12.733	13.308	0.826	0.999905521078027	5.64120223569515e-05	0.024838356996649	0.143529252035675	1.43529252035675
HF5.PlateA-C11	C11	d18_1676_1	d18_1676_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	succinate	2017-10-05_045.lcd	12.353	7077	391	12.025	12.717	0.787	0.999920729368713	3.83589789362778e-05	0.00500256485528477	0.276469058787323	2.76469058787323
HF5.PlateA-C11	C11	d18_1676_1	d18_1676_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	acetate	2017-10-05_045.lcd	15.69	29134	1372	14.975	16.258	1	0.999521989682615	0.000128596369800457	0.211250029531177	3.95777666729769	39.5777666729769
HF5.PlateA-C11	C11	d18_1676_1	d18_1676_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	butyrate	2017-10-05_045.lcd	22.865	427	17	22.542	23.333	1.457	0.998476227008827	6.33885427617889e-05	0.424286550072084	0.451353457831368	4.51353457831368
HF5.PlateA-C11	C11	d18_1676_1	d18_1676_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	propionate	2017-10-05_045.lcd	18.586	7392	296	18.275	18.925	1.185	0.99751216601936	8.56168147328109e-05	0.491994733517975	1.12487422802291	11.2487422802291
HF5.PlateA-C12	C12	d32_198_1	d32_198_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	butyrate	2017-10-05_046.lcd	22.889	1379	49	22.4	23.4	1.459	0.998476227008827	6.33885427617889e-05	0.424286550072084	0.511699350540591	5.11699350540591
HF5.PlateA-C12	C12	d32_198_1	d32_198_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	propionate	2017-10-05_046.lcd	18.545	10232	512	18.233	18.967	1.182	0.99751216601936	8.56168147328109e-05	0.491994733517975	1.3680259818641	13.680259818641
HF5.PlateA-C12	C12	d32_198_1	d32_198_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	lactate	2017-10-05_046.lcd	12.963	6853	392	12.758	13.342	0.826	0.999905521078027	5.64120223569515e-05	0.024838356996649	0.411429946208837	4.11429946208837
HF5.PlateA-C12	C12	d32_198_1	d32_198_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	succinate	2017-10-05_046.lcd	12.345	64838	3273	11.633	12.758	0.787	0.999920729368713	3.83589789362778e-05	0.00500256485528477	2.49212204112567	24.9212204112567
HF5.PlateA-C12	C12	d32_198_1	d32_198_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	acetate	2017-10-05_046.lcd	15.69	30161	1427	14.958	16.275	1	0.999521989682615	0.000128596369800457	0.211250029531177	4.08984513908276	40.8984513908276
HF5.PlateA-D01	D01	d32_199_2	d32_199_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	butyrate	2017-10-05_047.lcd	22.888	840	29	22.383	23.35	1.459	0.998476227008827	6.33885427617889e-05	0.424286550072084	0.477532925991987	4.77532925991987
HF5.PlateA-D01	D01	d32_199_2	d32_199_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	propionate	2017-10-05_047.lcd	18.545	6389	322	18.258	18.933	1.182	0.99751216601936	8.56168147328109e-05	0.491994733517975	1.0390005628459	10.390005628459
HF5.PlateA-D01	D01	d32_199_2	d32_199_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	lactate	2017-10-05_047.lcd	12.965	2882	187	12.725	13.308	0.826	0.999905521078027	5.64120223569515e-05	0.024838356996649	0.187417805429383	1.87417805429383
HF5.PlateA-D01	D01	d32_199_2	d32_199_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	acetate	2017-10-05_047.lcd	15.69	32854	1553	14.958	16.258	1	0.999521989682615	0.000128596369800457	0.211250029531177	4.43615516295539	44.3615516295539
HF5.PlateA-D01	D01	d32_199_2	d32_199_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	succinate	2017-10-05_047.lcd	12.36	6046	347	12.05	12.725	0.788	0.999920729368713	3.83589789362778e-05	0.00500256485528477	0.236920951504021	2.36920951504021
HF5.PlateA-D02	D02	d32_198_2	d32_198_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	acetate	2017-10-05_048.lcd	15.686	32884	1552	14.908	16.3	1	0.999521989682615	0.000128596369800457	0.211250029531177	4.4400130540494	44.400130540494
HF5.PlateA-D02	D02	d32_198_2	d32_198_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	lactate	2017-10-05_048.lcd	12.96	8193	467	12.725	13.358	0.826	0.999905521078027	5.64120223569515e-05	0.024838356996649	0.487022056167152	4.87022056167152
HF5.PlateA-D02	D02	d32_198_2	d32_198_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	butyrate	2017-10-05_048.lcd	22.87	2771	99	22.35	23.442	1.458	0.998476227008827	6.33885427617889e-05	0.424286550072084	0.599936202065001	5.99936202065001
HF5.PlateA-D02	D02	d32_198_2	d32_198_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	propionate	2017-10-05_048.lcd	18.545	9316	478	18.258	18.942	1.182	0.99751216601936	8.56168147328109e-05	0.491994733517975	1.28960097956884	12.8960097956884
HF5.PlateA-D02	D02	d32_198_2	d32_198_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	succinate	2017-10-05_048.lcd	12.344	36037	1892	11.933	12.725	0.787	0.999920729368713	3.83589789362778e-05	0.00500256485528477	1.38734508878193	13.8734508878193
HF5.PlateA-D03	D03	d32_199_1	d32_199_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	acetate	2017-10-05_049.lcd	15.689	31176	1489	14.967	16.292	1	0.999521989682615	0.000128596369800457	0.211250029531177	4.22037045443022	42.2037045443022
HF5.PlateA-D03	D03	d32_199_1	d32_199_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	lactate	2017-10-05_049.lcd	12.963	7184	393	12.683	13.308	0.826	0.999905521078027	5.64120223569515e-05	0.024838356996649	0.430102325608988	4.30102325608988
HF5.PlateA-D03	D03	d32_199_1	d32_199_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	propionate	2017-10-05_049.lcd	18.557	4770	255	18.3	18.9	1.183	0.99751216601936	8.56168147328109e-05	0.491994733517975	0.900386939793483	9.00386939793483
HF5.PlateA-D03	D03	d32_199_1	d32_199_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	succinate	2017-10-05_049.lcd	12.345	9111	408	11.642	12.683	0.787	0.999920729368713	3.83589789362778e-05	0.00500256485528477	0.354491221943712	3.54491221943712
HF5.PlateA-D03	D03	d32_199_1	d32_199_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	butyrate	2017-10-05_049.lcd	22.865	262	14	22.75	23.292	1.457	0.998476227008827	6.33885427617889e-05	0.424286550072084	0.440894348275673	4.40894348275673
HF5.PlateA-D04	D04	d18_1676_2	d18_1676_2	unknown	HF5.PlateA	NA	0.0666	PBS	0.02	succinate	2017-10-05_050.lcd	12.362	4834	244	11.983	12.692	0.787	0.999920729368713	3.83589789362778e-05	0.00500256485528477	0.190429869033252	2.85930734284162
HF5.PlateA-D04	D04	d18_1676_2	d18_1676_2	unknown	HF5.PlateA	NA	0.0666	PBS	0.02	butyrate	2017-10-05_050.lcd	22.896	274	13	22.6	23.242	1.458	0.998476227008827	6.33885427617889e-05	0.424286550072084	0.441655010788814	6.63145661845066
HF5.PlateA-D04	D04	d18_1676_2	d18_1676_2	unknown	HF5.PlateA	NA	0.0666	PBS	0.02	lactate	2017-10-05_050.lcd	12.97	6495	369	12.692	13.358	0.826	0.999905521078027	5.64120223569515e-05	0.024838356996649	0.391234442205049	5.87439102409983
HF5.PlateA-D04	D04	d18_1676_2	d18_1676_2	unknown	HF5.PlateA	NA	0.0666	PBS	0.02	propionate	2017-10-05_050.lcd	18.577	2951	158	18.317	18.9	1.183	0.99751216601936	8.56168147328109e-05	0.491994733517975	0.7446499537945	11.1809302371546
HF5.PlateA-D04	D04	d18_1676_2	d18_1676_2	unknown	HF5.PlateA	NA	0.0666	PBS	0.02	acetate	2017-10-05_050.lcd	15.698	25633	1201	14.975	16.317	1	0.999521989682615	0.000128596369800457	0.211250029531177	3.50756077662629	52.6660777271215
