seqID	sampleID	mouse	percent_weight	CageID	Group	CageID_Assigned	BD	ExpStart	sex	Gavaged_fecal_material	Mb_input	FMT	Cdiff_infection	Cdiff_day_infected	ABX	clinda35	FMT_day	Harvest_pi	FMT_input	FMT_type	Model	Experiment	Mouse_genotype	Mouse_status	ExpDay	day	type	CFU	sampleType	simpsoneven	simpson	simpson_lci	simpson_hci	invsimpson	invsimpson_lci	invsimpson_hci	shannon	shannon_lci	shannon_hci	npshannon	sobs	chao	chao_lci	chao_hci	nseqs	propionate	succinate	acetate	butyrate	group
d1_1836_2	d1_1836_2	1836_2	99.09090909	1836	NA	NA	6/5/2018	8/20/2018	F	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	1	1	fecal	130000000	mouse	0.030703	0.794392	0.78825	0.800535	1.258824	1.249165	1.268633	0.393835	0.383089	0.404581	0.400189	41	76	52.689891	145.791392	24998	5.777269069	1.131904891	16.78886827	NA	hFMT
d1_1836_3	d1_1836_3	1836_3	99.11504425	1836	NA	NA	6/5/2018	8/20/2018	F	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	1	1	fecal	30000000	mouse	0.030379	0.783761	0.777498	0.790025	1.275899	1.265783	1.286177	0.409256	0.398345	0.420168	0.415882	42	68.25	50.999282	118.56861	24413	5.586852133	1.010884053	14.89297136	NA	hFMT
d1_1836_4	d1_1836_4	1836_4	99.07834101	1836	NA	NA	6/5/2018	8/20/2018	F	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	1	1	fecal	30000000	mouse	0.062509	0.888761	0.882806	0.894716	1.125161	1.117673	1.132751	0.233528	0.223106	0.24395	0.238123	18	40	23.580688	104.727651	18635	6.876280401	2.165433066	10.21729063	NA	hFMT
d1_1837_1	d1_1837_1	1837_1	99.23664122	1837	NA	NA	6/11/2018	8/20/2018	M	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	1	1	fecal	0	mouse	0.03728	0.83825	0.832581	0.843918	1.192962	1.184949	1.201084	0.313303	0.303993	0.322612	0.319394	32	62	42.172614	120.472835	26094	6.539988409	2.195497894	2.419219535	NA	hFMT
d1_1837_2	d1_1837_2	1837_2	98.84169884	1837	NA	NA	6/11/2018	8/20/2018	M	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	1	1	fecal	0	mouse	0.060749	0.74824	0.74096	0.755519	1.33647	1.323593	1.349601	0.439363	0.428332	0.450393	0.44388	22	88	44.089834	219.194782	18248	6.254943132	0.449327326	16.1129459	0.858885202	hFMT
d1_1839_1	d1_1839_1	1839_1	98.11320755	1839	NA	NA	6/12/2018	8/20/2018	F	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	1	1	fecal	310000000	mouse	0.043004	0.726668	0.719124	0.734213	1.376144	1.362003	1.390581	0.478872	0.466638	0.491107	0.486396	32	74.75	45.189612	170.560752	17079	5.992369683	1.587903241	9.884819407	0	hFMT
d1_1839_2	d1_1839_2	1839_2	99.55752212	1839	NA	NA	6/12/2018	8/20/2018	F	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	1	1	fecal	50000000	mouse	0.037147	0.815768	0.808577	0.822959	1.225839	1.215128	1.23674	0.363181	0.350401	0.375961	0.370502	33	52.428571	39.057436	95.31504	17492	5.702042625	1.066543426	13.0473506	NA	hFMT
d1_1839_3	d1_1839_3	1839_3	97.16981132	1839	NA	NA	6/12/2018	8/20/2018	F	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	1	1	fecal	0	mouse	0.044359	0.578041	0.573037	0.583045	1.729982	1.715134	1.745089	0.650601	0.641576	0.659625	0.657282	39	66.142857	48.03814	120.513973	21895	5.262438093	1.35505302	16.83590078	0	hFMT
d1_1840_1	d1_1840_1	1840_1	101.0452962	1840	NA	NA	6/13/2018	8/20/2018	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF9	BL6	SPF-Young	1	1	fecal	0	mouse	0.040301	0.99253	0.990877	0.994183	1.007526	1.005851	1.009207	0.032222	0.025718	0.038726	0.038089	25	40	29.419193	75.914271	20566	5.915367455	NA	11.22665267	NA	mFMT
d1_1840_2	d1_1840_2	1840_2	100	1840	NA	NA	6/13/2018	8/20/2018	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF9	BL6	SPF-Young	1	1	fecal	0	mouse	0.107633	0.619389	0.611975	0.626802	1.614495	1.595401	1.634052	0.65301	0.641268	0.664753	0.656609	15	27	17.65666	69.203391	16671	6.706058266	0.433007975	16.94232343	NA	mFMT
d1_1840_3	d1_1840_3	1840_3	100.3690037	1840	NA	NA	6/13/2018	8/20/2018	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF9	BL6	SPF-Young	1	1	fecal	20000000	mouse	0.031534	0.857074	0.850913	0.863234	1.166761	1.158434	1.175208	0.292875	0.281807	0.303943	0.301104	37	54.5	43.113506	87.094009	20682	6.662681811	NA	16.27489536	NA	mFMT
d1_1901_1	d1_1901_1	1901_1	99.45652174	1901	NA	NA	9/28/2018	11/26/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF10	BL6	SPF-Young	1	1	fecal	580000000	mouse	0.03471	0.823147	0.818259	0.828036	1.214849	1.207677	1.222107	0.334953	0.327101	0.342805	0.339065	35	54.125	41.156594	94.410389	36669	5.330842358	0	4.039608905	0.34134414	mFMT
d1_1901_2	d1_1901_2	1901_2	99.08256881	1901	NA	NA	9/28/2018	11/26/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF10	BL6	SPF-Young	1	1	fecal	490000000	mouse	0.032849	0.982001	0.980003	0.984	1.018329	1.01626	1.020405	0.061131	0.054994	0.067268	0.065305	31	65	41.103432	145.416565	33194	5.456502708	0	10.88003142	NA	mFMT
d1_1901_3	d1_1901_3	1901_3	98.19004525	1901	NA	NA	9/28/2018	11/26/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF10	BL6	SPF-Young	1	1	fecal	760000000	mouse	0.037468	0.920334	0.916382	0.924286	1.086562	1.081916	1.091248	0.18333	0.17556	0.1911	0.187904	29	67	41.235207	147.020071	32776	5.428253482	0	17.68912123	NA	mFMT
d1_1901_4	d1_1901_4	1901_4	100	1901	NA	NA	9/28/2018	11/26/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF10	BL6	SPF-Young	1	1	fecal	370000000	mouse	0.032281	0.755565	0.749233	0.761897	1.323512	1.312513	1.334698	0.439263	0.4289	0.449625	0.446622	41	101	61.685249	215.037063	24249	5.351298694	0	8.409695611	NA	mFMT
d11_1269_1	d11_1269_1	1269_1	97.61904762	1269	NA	NA	8/3/15	10/5/15	M	NA	NA	mFMT3	CDI	0	cef	yes	11	d42	rWT	mFMT	Rc	HF3	BL6	SPF-Young	11	11	fecal	0	mouse	0.039575	0.401087	0.397814	0.40436	2.493226	2.473047	2.513738	1.158044	1.148341	1.167747	1.162894	63	94.909091	75.280432	145.911585	42553	3.94071733911087	0.0529851374933388	6.46855611006726	0	mFMT_other
d11_1273_1	d11_1273_1	1273_1	101.5873016	1273	NA	NA	8/14/15	10/5/15	M	NA	NA	mFMT4	CDI	0	cef	yes	11	d42	yRag	mFMT	Rc	HF3	BL6	SPF-Young	11	11	fecal	51100000	mouse	0.092846	0.51288	0.50334	0.522421	1.949772	1.914164	1.986729	0.816661	0.79381	0.839512	0.830549	21	37.5	25.257273	84.94939	5073	2.11403429110846	0.841821706332272	7.31984787141985	0	mFMT_other
d11_1275_1	d11_1275_1	1275_1	102.1505376	1275	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	11	11	fecal	0	mouse	0.05828	0.903081	0.894604	0.911559	1.10732	1.097022	1.117813	0.223574	0.206449	0.240699	0.233315	19	97	46.213815	242.562918	8376	1.96402512480136	0.808690570441037	6.64744313037621	0	mFMT
d11_1681_1	d11_1681_1	1681_1	100.4587156	1681	NA	NA	6/18/2017	7/24/2017	M	NA	NA	mFMT1	CDI	0	cef	no	11_25	d42	yWT	mFMT	Rc	HF5-contam	BL6	SPF-Young	11	11	fecal	0	mouse	0.031079	0.527471	0.52007	0.534872	1.895838	1.869606	1.922817	1.197968	1.179637	1.216298	1.205669	61	95.363636	74.394448	149.160369	25456	4.92508434406372	0.678345723529079	17.0232493736748	0	mFMT
d11_1802_1	d11_1802_1	1802_1	103.7735849	1802	NA	NA	4/17/2018	5/14/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF8	BL6	SPF-Young	11	11	fecal	0	mouse	0.054823	0.388093	0.384964	0.391222	2.576703	2.556094	2.597648	1.090409	1.080742	1.100077	1.097959	47	76.25	58.318328	122.590891	25433	5.31861378530402	1.75525484007067	20.5843397817106	NA	mFMT
d11_1802_2	d11_1802_2	1802_2	98.19277108	1802	NA	NA	4/17/2018	5/14/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF8	BL6	SPF-Young	11	11	fecal	0	mouse	0.052293	0.398394	0.3958	0.400989	2.510075	2.493834	2.52653	1.055058	1.046656	1.063459	1.060941	48	120.5	74.938267	243.122055	33981	5.37892999722972	2.12206704158348	15.5099571329993	NA	mFMT
d11_1803_2	d11_1803_2	1803_2	103.75	1803	NA	NA	4/17/2018	5/14/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF8	BL6	SPF-Young	11	11	fecal	20000	mouse	0.028626	0.388146	0.384977	0.391315	2.57635	2.555485	2.597558	1.142565	1.128539	1.15659	1.155925	90	144.666667	114.60075	211.477776	21956	6.03099715318323	1.75920330295025	25.0093258293731	NA	mFMT
d11_1835_1	d11_1835_1	1835_1	99.30795848	1835	NA	NA	6/5/2018	8/20/2018	M	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	11	11	fecal	0	mouse	0.05223	0.957302	0.952634	0.96197	1.044602	1.039534	1.049721	0.11932	0.107767	0.130873	0.124796	20	26	21.32833	47.101695	13734	5.459295011	0.719616579	15.64345606	NA	hFMT
d11_1835_2	d11_1835_2	1835_2	99.29328622	1835	NA	NA	6/5/2018	8/20/2018	M	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	11	11	fecal	0	mouse	0.040027	0.960901	0.956776	0.965027	1.04069	1.036241	1.045177	0.113131	0.102469	0.123793	0.120604	26	46	32.016808	92.480432	16236	6.026906911	1.146469606	15.82503576	NA	hFMT
d11_1835_3	d11_1835_3	1835_3	98.23321555	1835	NA	NA	6/5/2018	8/20/2018	M	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	11	11	fecal	0	mouse	0.037979	0.940369	0.935879	0.94486	1.063412	1.058358	1.068514	0.150481	0.140549	0.160413	0.157479	28	62.2	38.820239	136.097432	19936	6.124813767	0.673208424	15.42098004	NA	hFMT
d11_1836_1	d11_1836_1	1836_1	98.18181818	1836	NA	NA	6/5/2018	8/20/2018	F	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	11	11	fecal	20000	mouse	0.067004	0.497484	0.496435	0.498532	2.010116	2.005889	2.014362	0.726224	0.720882	0.731566	0.730512	30	68.25	41.592645	156.206098	29616	5.950068619	2.300553717	5.183811288	NA	hFMT
d11_1836_2	d11_1836_2	1836_2	100	1836	NA	NA	6/5/2018	8/20/2018	F	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	11	11	fecal	23400000	mouse	0.069891	0.420821	0.418024	0.423619	2.376306	2.360614	2.392207	0.994054	0.985323	1.002785	0.998355	34	53.428571	40.057436	96.31504	28601	5.715835761	5.127881295	12.63021464	NA	hFMT
d11_1836_3	d11_1836_3	1836_3	98.67256637	1836	NA	NA	6/5/2018	8/20/2018	F	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	11	11	fecal	600000	mouse	0.065037	0.415564	0.413131	0.417998	2.406366	2.392357	2.42054	0.968435	0.961234	0.975636	0.97318	37	75	49.235207	155.020071	29322	5.99964171	5.92446962	13.23220858	NA	hFMT
d11_1836_4	d11_1836_4	1836_4	99.53917051	1836	NA	NA	6/5/2018	8/20/2018	F	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	11	11	fecal	0	mouse	0.066279	0.502927	0.50174	0.504114	1.98836	1.983677	1.993065	0.706956	0.702643	0.71127	0.710951	30	52.666667	36.993642	103.463547	31700	6.430927608	1.722746692	7.696481662	NA	hFMT
d11_1837_1	d11_1837_1	1837_1	98.85496183	1837	NA	NA	6/11/2018	8/20/2018	M	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	11	11	fecal	0	mouse	0.060252	0.976286	0.973358	0.979213	1.02429	1.021228	1.027371	0.070745	0.063087	0.078403	0.075099	17	39	22.580688	103.727651	20101	5.758462458	1.452073945	9.033368702	NA	hFMT
d11_1837_2	d11_1837_2	1837_2	99.22779923	1837	NA	NA	6/11/2018	8/20/2018	M	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	11	11	fecal	0	mouse	0.054009	0.974494	0.970557	0.978431	1.026174	1.022045	1.030337	0.079952	0.068932	0.090973	0.087332	19	32.2	22.443297	69.60266	11943	6.423746323	1.542456597	7.085573852	NA	hFMT
d11_1837_3	d11_1837_3	1837_3	99.26739927	1837	NA	NA	6/11/2018	8/20/2018	M	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	11	11	fecal	0	mouse	0.068271	0.976496	0.973191	0.979801	1.02407	1.020616	1.027547	0.072076	0.06314	0.081011	0.076147	15	20.6	16.15542	42.141645	15661	6.308555831	1.479648314	7.533193651	NA	hFMT
d11_1839_1	d11_1839_1	1839_1	94.81132075	1839	NA	NA	6/12/2018	8/20/2018	F	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	11	11	fecal	20000	mouse	0.04378	0.736815	0.730021	0.743608	1.357194	1.344794	1.369824	0.540827	0.528822	0.552831	0.545305	31	44	34.703423	76.633456	25268	5.662078577	1.47147813	7.954864476	NA	hFMT
d11_1839_2	d11_1839_2	1839_2	96.90265487	1839	NA	NA	6/12/2018	8/20/2018	F	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	11	11	fecal	40000	mouse	0.021287	0.838861	0.831834	0.845888	1.192093	1.182189	1.202163	0.373131	0.357498	0.388764	0.384559	56	95	70.766318	159.004687	17685	5.605658744	1.247819366	8.451138601	NA	hFMT
d11_1839_3	d11_1839_3	1839_3	96.69811321	1839	NA	NA	6/12/2018	8/20/2018	F	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	11	11	fecal	0	mouse	0.038708	0.645858	0.639389	0.652328	1.548327	1.532972	1.563993	0.65647	0.644997	0.667943	0.662469	40	55.545455	45.180347	86.649606	25317	5.55276515	1.454627128	8.157590834	NA	hFMT
d11_1840_1	d11_1840_1	1840_1	102.0905923	1840	NA	NA	6/13/2018	8/20/2018	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF9	BL6	SPF-Young	11	11	fecal	0	mouse	0.141647	0.336182	0.335256	0.337109	2.974577	2.9664	2.982799	1.106202	1.102208	1.110196	1.109783	21	43.75	27.278065	103.439819	25116	7.685126826	0.97409646	10.19115765	NA	mFMT
d11_1840_2	d11_1840_2	1840_2	102.1428571	1840	NA	NA	6/13/2018	8/20/2018	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF9	BL6	SPF-Young	11	11	fecal	0	mouse	0.10228	0.337139	0.33607	0.338209	2.966133	2.956752	2.975573	1.110968	1.105943	1.115994	1.115178	29	40.375	32.247369	68.844757	24828	7.284824111	0.580902094	13.01300426	NA	mFMT
d11_1840_3	d11_1840_3	1840_3	98.15498155	1840	NA	NA	6/13/2018	8/20/2018	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF9	BL6	SPF-Young	11	11	fecal	0	mouse	0.073933	0.346816	0.345283	0.348349	2.883371	2.87068	2.896174	1.094541	1.08932	1.099761	1.100488	39	85	55.048496	170.850362	27584	7.121232909	0.578352196	13.27637661	NA	mFMT
d11_1901_1	d11_1901_1	1901_1	97.82608696	1901	NA	NA	9/28/2018	11/26/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF10	BL6	SPF-Young	11	11	fecal	0	mouse	0.030481	0.994164	0.99303	0.995298	1.00587	1.004724	1.007019	0.027285	0.022444	0.032126	0.032027	33	85.5	49.708093	197.964963	34212	NA	0.012372069	14.3583669	NA	mFMT
d11_1901_3	d11_1901_3	1901_3	94.57013575	1901	NA	NA	9/28/2018	11/26/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF10	BL6	SPF-Young	11	11	fecal	0	mouse	0.047741	0.997441	0.996573	0.998308	1.002566	1.001694	1.003438	0.013457	0.009292	0.017623	0.017351	21	32	23.884791	62.944117	25774	8.372562589	0.169928485	19.04634418	NA	mFMT
d11_1901_4	d11_1901_4	1901_4	102.1367521	1901	NA	NA	9/28/2018	11/26/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF10	BL6	SPF-Young	11	11	fecal	0	mouse	0.024675	0.988453	0.986895	0.990011	1.011682	1.010089	1.013279	0.047339	0.041496	0.053181	0.052588	41	60.090909	47.65567	95.759748	35542	NA	0	14.43722693	NA	mFMT
d13_1681_1	d13_1681_1	1681_1	93.57798165	1681	NA	NA	6/18/2017	7/24/2017	M	NA	NA	mFMT1	CDI	0	cef	no	11_25	d42	yWT	mFMT	Rc	HF5-contam	BL6	SPF-Young	13	13	fecal	NA	mouse	0.060158	0.158312	0.156245	0.160379	6.316626	6.235215	6.400191	2.18282	2.169729	2.195911	2.191457	105	132.045455	116.75626	167.218477	28924	9.04839014159589	22.5989678264544	22.9052473283476	5.6234679620726	mFMT
d13_1681_2	d13_1681_2	1681_2	106.0465116	1681	NA	NA	6/18/2017	7/24/2017	M	NA	NA	mFMT1	CDI	0	cef	no	11_25	d42	yWT	mFMT	Rc	HF5-contam	BL6	SPF-Young	13	13	fecal	NA	mouse	0.073685	0.161563	0.159005	0.164121	6.189525	6.093053	6.2891	2.212144	2.197513	2.226775	2.220381	84	128	102.224174	190.232525	24304	13.7521779430165	25.3780758503877	28.5441981440977	5.49669087654903	mFMT
d13_1802_1	d13_1802_1	1802_1	101.8867925	1802	NA	NA	4/17/2018	5/14/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF8	BL6	SPF-Young	13	13	fecal	150000	mouse	0.064672	0.126743	0.123063	0.130423	7.889984	7.667358	8.125924	2.634475	2.607203	2.661747	2.65763	122	228	172.105921	346.244954	10512	6.13369773024591	31.3556965094043	15.2205391266387	2.00335720381216	mFMT
d13_1802_2	d13_1802_2	1802_2	100.6024096	1802	NA	NA	4/17/2018	5/14/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF8	BL6	SPF-Young	13	13	fecal	200000	mouse	0.042532	0.108349	0.106515	0.110183	9.229465	9.075829	9.388392	2.776127	2.756061	2.796193	2.797257	217	377.2	307.225304	501.443928	21831	8.26351207837905	27.5825453816794	15.3784034937445	1.9696913566161	mFMT
d13_1802_3	d13_1802_3	1802_3	97.09302326	1802	NA	NA	4/17/2018	5/14/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF8	BL6	SPF-Young	13	13	fecal	190000	mouse	0.040037	0.140321	0.138064	0.142578	7.126504	7.013689	7.243009	2.440094	2.420737	2.459451	2.460492	178	249	216.881496	307.650363	21038	6.8672732806936	38.1979878334254	14.5950613690907	2.234733389996	mFMT
d13_1803_2	d13_1803_2	1803_2	102.5	1803	NA	NA	4/17/2018	5/14/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF8	BL6	SPF-Young	13	13	fecal	150000	mouse	0.051841	0.173783	0.17026	0.177306	5.754305	5.639968	5.873375	2.180038	2.156994	2.203083	2.202376	111	248.75	176.630244	400.120707	12982	6.23069271969399	7.64399237867355	13.8834757749396	2.60689402809064	mFMT
d13_1835_1	d13_1835_1	1835_1	92.38754325	1835	NA	NA	6/5/2018	8/20/2018	M	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	13	13	fecal	660000000	mouse	0.096615	0.12177	0.120147	0.123393	8.212235	8.104219	8.32317	2.458858	2.443248	2.474467	2.465995	85	122.8	99.622685	182.713929	21974	12.44538295	42.29520343	21.44255533	1.55939176	hFMT
d13_1835_2	d13_1835_2	1835_2	96.1130742	1835	NA	NA	6/5/2018	8/20/2018	M	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	13	13	fecal	70000000	mouse	0.086359	0.142958	0.141191	0.144726	6.995052	6.90963	7.082612	2.282226	2.267299	2.297153	2.288588	81	104	89.504993	143.19876	23837	7.955300176	9.762067028	16.57262063	NA	hFMT
d13_1835_3	d13_1835_3	1835_3	100	1835	NA	NA	6/5/2018	8/20/2018	M	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	13	13	fecal	90000000	mouse	0.079558	0.108357	0.10651	0.110203	9.228772	9.074156	9.388749	2.695447	2.678329	2.712565	2.704666	116	167.230769	138.115431	234.676942	22224	10.89250586	16.10927465	28.78099237	1.405206189	hFMT
d13_1836_1	d13_1836_1	1836_1	89.09090909	1836	NA	NA	6/5/2018	8/20/2018	F	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	13	13	fecal	210000000	mouse	0.05441	0.154446	0.152623	0.15627	6.474743	6.399192	6.5521	2.295187	2.281787	2.308587	2.302074	119	156	135.317005	202.900202	36205	12.55705234	35.44105731	23.99781757	0	hFMT
d13_1836_2	d13_1836_2	1836_2	80.90909091	1836	NA	NA	6/5/2018	8/20/2018	F	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	13	13	fecal	170000000	mouse	0.039402	0.211494	0.207585	0.215404	4.728258	4.64245	4.817297	2.172091	2.151816	2.192366	2.184026	120	170.166667	143.189661	228.526573	22123	44.67108141	18.57793951	88.38473989	0	hFMT
d13_1836_3	d13_1836_3	1836_3	82.30088496	1836	NA	NA	6/5/2018	8/20/2018	F	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	13	13	fecal	760000000	mouse	0.039812	0.144355	0.141731	0.146979	6.927374	6.803691	7.055636	2.60836	2.59226	2.624461	2.618916	174	225.333333	200.235439	274.440901	34372	18.61278109	39.90504115	43.96555296	0.104044625	hFMT
d13_1836_4	d13_1836_4	1836_4	89.40092166	1836	NA	NA	6/5/2018	8/20/2018	F	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	13	13	fecal	300000000	mouse	0.053706	0.120909	0.119879	0.121939	8.270671	8.200801	8.341742	2.466078	2.454618	2.477539	2.473638	154	244.588235	198.652214	337.780997	45096	14.32487378	24.50628837	30.63264582	0	hFMT
d13_1837_1	d13_1837_1	1837_1	98.09160305	1837	NA	NA	6/11/2018	8/20/2018	M	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	13	13	fecal	740000000	mouse	0.062006	0.206762	0.203663	0.209862	4.836468	4.765046	4.910063	1.958967	1.941421	1.976513	1.968422	78	93.789474	83.963298	119.806983	19102	7.867153719	15.79789436	25.08929628	0	hFMT
d13_1837_2	d13_1837_2	1837_2	94.98069498	1837	NA	NA	6/11/2018	8/20/2018	M	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	13	13	fecal	630000000	mouse	0.049006	0.208222	0.205356	0.211088	4.802565	4.737353	4.869597	2.009041	1.993705	2.024376	2.016953	98	119.368421	106.615934	150.995927	27683	8.759292329	11.37271889	22.5852203	0	hFMT
d13_1837_3	d13_1837_3	1837_3	96.7032967	1837	NA	NA	6/11/2018	8/20/2018	M	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	13	13	fecal	40000000	mouse	0.077001	0.209464	0.206996	0.211933	4.774084	4.718471	4.831022	1.855253	1.843053	1.867453	1.859426	62	86.428571	69.974312	136.834679	30315	6.926823168	14.20470864	22.20085113	NA	hFMT
d13_1839_2	d13_1839_2	1839_2	89.82300885	1839	NA	NA	6/12/2018	8/20/2018	F	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	13	13	fecal	340000000	mouse	0.065149	0.124791	0.123369	0.126214	8.013377	7.923062	8.105774	2.398392	2.385602	2.411183	2.406984	123	158.454545	139.165324	200.760571	31345	6.789299825	8.741409264	19.53621587	0	hFMT
d13_1839_3	d13_1839_3	1839_3	80.66037736	1839	NA	NA	6/12/2018	8/20/2018	F	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	13	13	fecal	60000000	mouse	0.058569	0.137693	0.135964	0.139423	7.262511	7.172439	7.354874	2.40094	2.389048	2.412833	2.408043	124	218.230769	167.971731	325.935143	41574	6.308555831	14.01321997	28.28912912	0	hFMT
d13_1840_1	d13_1840_1	1840_1	100	1840	NA	NA	6/13/2018	8/20/2018	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF9	BL6	SPF-Young	13	13	fecal	170000000	mouse	0.072508	0.131348	0.129072	0.133624	7.613371	7.483678	7.74764	2.380685	2.364154	2.397216	2.394204	105	142.142857	121.911125	186.578951	18262	8.795564079	27.34361794	13.57900944	3.067148731	mFMT
d13_1840_2	d13_1840_2	1840_2	97.85714286	1840	NA	NA	6/13/2018	8/20/2018	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF9	BL6	SPF-Young	13	13	fecal	300000000	mouse	0.069448	0.129723	0.127507	0.131939	7.708743	7.579275	7.842711	2.392968	2.376054	2.409882	2.408208	111	175.473684	142.198389	244.239443	18402	9.904762005	24.05067888	25.39477644	6.396222752	mFMT
