seqID	sampleID	mouse	percent_weight	CageID	Group	CageID_Assigned	BD	ExpStart	sex	Gavaged_fecal_material	Mb_input	FMT	Cdiff_infection	Cdiff_day_infected	ABX	clinda35	FMT_day	Harvest_pi	FMT_input	FMT_type	Model	Experiment	Mouse_genotype	Mouse_status	ExpDay	day	type	CFU	sampleType	simpsoneven	simpson	simpson_lci	simpson_hci	invsimpson	invsimpson_lci	invsimpson_hci	shannon	shannon_lci	shannon_hci	npshannon	sobs	chao	chao_lci	chao_hci	nseqs	propionate	succinate	acetate	butyrate
d11_1803_2	d11_1803_2	1803_2	103.75	1803	NA	NA	4/17/2018	5/14/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF8	BL6	SPF-Young	11	11	fecal	20000	mouse	0.028626	0.388146	0.384977	0.391315	2.57635	2.555485	2.597558	1.142565	1.128539	1.15659	1.155925	90	144.666667	114.60075	211.477776	21956	6.03099715318323	1.75920330295025	25.0093258293731	NA
d11_1806_3	d11_1806_3	1806_3	101.910828	1806	NA	NA	4/17/2018	5/14/2018	F	NA	NA	mFMT5	CDI	0	cef	no	11	d21	yWT_filtrate	mFMT	Rc	HF8	BL6	SPF-Young	11	11	fecal	20000	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.8027736485995	NA	12.2510147060046	NA
d11_1806_4	d11_1806_4	1806_4	104.2424242	1806	NA	NA	4/17/2018	5/14/2018	F	NA	NA	mFMT5	CDI	0	cef	no	11	d21	yWT_filtrate	mFMT	Rc	HF8	BL6	SPF-Young	11	11	fecal	0	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.7628779569234	NA
d11_1835_1	d11_1835_1	1835_1	99.30795848	1835	NA	NA	6/5/2018	8/20/2018	M	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	11	11	fecal	0	mouse	0.05223	0.957302	0.952634	0.96197	1.044602	1.039534	1.049721	0.11932	0.107767	0.130873	0.124796	20	26	21.32833	47.101695	13734	5.459295011	0.719616579	15.64345606	NA
d11_1835_2	d11_1835_2	1835_2	99.29328622	1835	NA	NA	6/5/2018	8/20/2018	M	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	11	11	fecal	0	mouse	0.040027	0.960901	0.956776	0.965027	1.04069	1.036241	1.045177	0.113131	0.102469	0.123793	0.120604	26	46	32.016808	92.480432	16236	6.026906911	1.146469606	15.82503576	NA
d11_1835_3	d11_1835_3	1835_3	98.23321555	1835	NA	NA	6/5/2018	8/20/2018	M	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	11	11	fecal	0	mouse	0.037979	0.940369	0.935879	0.94486	1.063412	1.058358	1.068514	0.150481	0.140549	0.160413	0.157479	28	62.2	38.820239	136.097432	19936	6.124813767	0.673208424	15.42098004	NA
d11_1836_1	d11_1836_1	1836_1	98.18181818	1836	NA	NA	6/5/2018	8/20/2018	F	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	11	11	fecal	20000	mouse	0.067004	0.497484	0.496435	0.498532	2.010116	2.005889	2.014362	0.726224	0.720882	0.731566	0.730512	30	68.25	41.592645	156.206098	29616	5.950068619	2.300553717	5.183811288	NA
d11_1836_2	d11_1836_2	1836_2	100	1836	NA	NA	6/5/2018	8/20/2018	F	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	11	11	fecal	23400000	mouse	0.069891	0.420821	0.418024	0.423619	2.376306	2.360614	2.392207	0.994054	0.985323	1.002785	0.998355	34	53.428571	40.057436	96.31504	28601	5.715835761	5.127881295	12.63021464	NA
d11_1836_3	d11_1836_3	1836_3	98.67256637	1836	NA	NA	6/5/2018	8/20/2018	F	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	11	11	fecal	600000	mouse	0.065037	0.415564	0.413131	0.417998	2.406366	2.392357	2.42054	0.968435	0.961234	0.975636	0.97318	37	75	49.235207	155.020071	29322	5.99964171	5.92446962	13.23220858	NA
d11_1836_4	d11_1836_4	1836_4	99.53917051	1836	NA	NA	6/5/2018	8/20/2018	F	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	11	11	fecal	0	mouse	0.066279	0.502927	0.50174	0.504114	1.98836	1.983677	1.993065	0.706956	0.702643	0.71127	0.710951	30	52.666667	36.993642	103.463547	31700	6.430927608	1.722746692	7.696481662	NA
d11_1837_1	d11_1837_1	1837_1	98.85496183	1837	NA	NA	6/11/2018	8/20/2018	M	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	11	11	fecal	0	mouse	0.060252	0.976286	0.973358	0.979213	1.02429	1.021228	1.027371	0.070745	0.063087	0.078403	0.075099	17	39	22.580688	103.727651	20101	5.758462458	1.452073945	9.033368702	NA
d11_1837_2	d11_1837_2	1837_2	99.22779923	1837	NA	NA	6/11/2018	8/20/2018	M	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	11	11	fecal	0	mouse	0.054009	0.974494	0.970557	0.978431	1.026174	1.022045	1.030337	0.079952	0.068932	0.090973	0.087332	19	32.2	22.443297	69.60266	11943	6.423746323	1.542456597	7.085573852	NA
d11_1837_3	d11_1837_3	1837_3	99.26739927	1837	NA	NA	6/11/2018	8/20/2018	M	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	11	11	fecal	0	mouse	0.068271	0.976496	0.973191	0.979801	1.02407	1.020616	1.027547	0.072076	0.06314	0.081011	0.076147	15	20.6	16.15542	42.141645	15661	6.308555831	1.479648314	7.533193651	NA
d11_1839_1	d11_1839_1	1839_1	94.81132075	1839	NA	NA	6/12/2018	8/20/2018	F	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	11	11	fecal	20000	mouse	0.04378	0.736815	0.730021	0.743608	1.357194	1.344794	1.369824	0.540827	0.528822	0.552831	0.545305	31	44	34.703423	76.633456	25268	5.662078577	1.47147813	7.954864476	NA
d11_1839_2	d11_1839_2	1839_2	96.90265487	1839	NA	NA	6/12/2018	8/20/2018	F	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	11	11	fecal	40000	mouse	0.021287	0.838861	0.831834	0.845888	1.192093	1.182189	1.202163	0.373131	0.357498	0.388764	0.384559	56	95	70.766318	159.004687	17685	5.605658744	1.247819366	8.451138601	NA
d11_1839_3	d11_1839_3	1839_3	96.69811321	1839	NA	NA	6/12/2018	8/20/2018	F	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	11	11	fecal	0	mouse	0.038708	0.645858	0.639389	0.652328	1.548327	1.532972	1.563993	0.65647	0.644997	0.667943	0.662469	40	55.545455	45.180347	86.649606	25317	5.55276515	1.454627128	8.157590834	NA
d11_1840_1	d11_1840_1	1840_1	102.0905923	1840	NA	NA	6/13/2018	8/20/2018	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF9	BL6	SPF-Young	11	11	fecal	0	mouse	0.141647	0.336182	0.335256	0.337109	2.974577	2.9664	2.982799	1.106202	1.102208	1.110196	1.109783	21	43.75	27.278065	103.439819	25116	7.685126826	0.97409646	10.19115765	NA
d11_1840_2	d11_1840_2	1840_2	102.1428571	1840	NA	NA	6/13/2018	8/20/2018	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF9	BL6	SPF-Young	11	11	fecal	0	mouse	0.10228	0.337139	0.33607	0.338209	2.966133	2.956752	2.975573	1.110968	1.105943	1.115994	1.115178	29	40.375	32.247369	68.844757	24828	7.284824111	0.580902094	13.01300426	NA
d11_1840_3	d11_1840_3	1840_3	98.15498155	1840	NA	NA	6/13/2018	8/20/2018	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF9	BL6	SPF-Young	11	11	fecal	0	mouse	0.073933	0.346816	0.345283	0.348349	2.883371	2.87068	2.896174	1.094541	1.08932	1.099761	1.100488	39	85	55.048496	170.850362	27584	7.121232909	0.578352196	13.27637661	NA
d11_1841_1	d11_1841_1	1841_1	97.23502304	1841	NA	NA	6/12/2018	8/20/2018	F	NA	NA	hFMT6	noCDI	NA	cef	no	11	d21	AMS001	hFMT	FMT	HF9	BL6	SPF-Young	11	11	fecal	0	mouse	0.028792	0.992338	0.99095	0.993726	1.007721	1.006314	1.009132	0.03607	0.030122	0.042018	0.041062	35	69.2	45.820239	143.097432	29955	5.739655847	1.685434803	5.961658921	NA
d11_1841_2	d11_1841_2	1841_2	100	1841	NA	NA	6/12/2018	8/20/2018	F	NA	NA	hFMT6	noCDI	NA	cef	no	11	d21	AMS001	hFMT	FMT	HF9	BL6	SPF-Young	11	11	fecal	0	mouse	0.034741	0.992559	0.991223	0.993895	1.007497	1.006143	1.008855	0.033453	0.027999	0.038906	0.037832	29	67.25	40.592645	155.206098	31380	5.650324445	1.811562006	4.536087169	NA
d11_1841_3	d11_1841_3	1841_3	102.8846154	1841	NA	NA	6/12/2018	8/20/2018	F	NA	NA	hFMT6	noCDI	NA	cef	no	11	d21	AMS001	hFMT	FMT	HF9	BL6	SPF-Young	11	11	fecal	0	mouse	0.043575	0.997779	0.997068	0.99849	1.002226	1.001512	1.002941	0.011994	0.008491	0.015496	0.015138	23	29.875	24.709308	50.651911	33300	5.765514937	1.01701169	10.90818206	NA
d11_1901_1	d11_1901_1	1901_1	97.82608696	1901	NA	NA	9/28/2018	11/26/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF10	BL6	SPF-Young	11	11	fecal	0	mouse	0.030481	0.994164	0.99303	0.995298	1.00587	1.004724	1.007019	0.027285	0.022444	0.032126	0.032027	33	85.5	49.708093	197.964963	34212	NA	0.012372069	14.3583669	NA
d11_1901_3	d11_1901_3	1901_3	94.57013575	1901	NA	NA	9/28/2018	11/26/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF10	BL6	SPF-Young	11	11	fecal	0	mouse	0.047741	0.997441	0.996573	0.998308	1.002566	1.001694	1.003438	0.013457	0.009292	0.017623	0.017351	21	32	23.884791	62.944117	25774	8.372562589	0.169928485	19.04634418	NA
d11_1901_4	d11_1901_4	1901_4	102.1367521	1901	NA	NA	9/28/2018	11/26/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF10	BL6	SPF-Young	11	11	fecal	0	mouse	0.024675	0.988453	0.986895	0.990011	1.011682	1.010089	1.013279	0.047339	0.041496	0.053181	0.052588	41	60.090909	47.65567	95.759748	35542	NA	0	14.43722693	NA
d11_1903_2	d11_1903_2	1903_2	99.63768116	1903	NA	NA	10/1/2018	11/26/2018	M	NA	NA	tri	noCDI	NA	cef	no	11	d21	tributyrin	NA	tri	HF10	BL6	SPF-Young	11	11	fecal	0	mouse	0.04373	0.994243	0.992691	0.995795	1.00579	1.004222	1.007362	0.027968	0.021129	0.034806	0.032541	23	25.545455	23.483833	36.391697	18039	NA	1.249722095	18.23459946	NA
d11_1904_1	d11_1904_1	1904_1	97.68518519	1904	NA	NA	10/1/2018	11/26/2018	F	NA	NA	tri	CDI	0	cef	no	11	d21	tributyrin	NA	Rc	HF10	BL6	SPF-Young	11	11	fecal	0	mouse	0.030612	0.989898	0.988088	0.991709	1.010205	1.00836	1.012056	0.043441	0.036351	0.050531	0.050408	33	56.75	40.988118	103.612688	23094	NA	0	13.99259058	NA
d11_1904_2	d11_1904_2	1904_2	100.4854369	1904	NA	NA	10/1/2018	11/26/2018	F	NA	NA	tri	CDI	0	cef	no	11	d21	tributyrin	NA	Rc	HF10	BL6	SPF-Young	11	11	fecal	0	mouse	0.041808	0.996619	0.995537	0.997701	1.003393	1.002304	1.004483	0.017615	0.012474	0.022756	0.022712	24	35.142857	27.055782	64.632236	21868	8.125734095	0	14.16708937	NA
d11_1904_3	d11_1904_3	1904_3	101.9704433	1904	NA	NA	10/1/2018	11/26/2018	F	NA	NA	tri	CDI	0	cef	no	11	d21	tributyrin	NA	Rc	HF10	BL6	SPF-Young	11	11	fecal	0	mouse	0.040176	0.995609	0.994413	0.996805	1.00441	1.003205	1.005618	0.022097	0.016618	0.027575	0.026694	25	38	28.552741	72.568908	23204	8.216082638	0.01497201	12.67881599	NA
d11_1905_1	d11_1905_1	1905_1	97.11538462	1905	NA	NA	10/9/2018	11/26/2018	F	NA	NA	hFMT6_tri	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF10	BL6	SPF-Young	11	11	fecal	0	mouse	0.080328	0.49796	0.49731	0.498609	2.008195	2.00558	2.010818	0.713584	0.70868	0.718487	0.717546	25	38	28.552741	72.568908	24385	NA	1.364986106	7.802088667	NA
d11_1905_2	d11_1905_2	1905_2	92.38095238	1905	NA	NA	10/9/2018	11/26/2018	F	NA	NA	hFMT6_tri	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF10	BL6	SPF-Young	11	11	fecal	0	mouse	0.075501	0.529798	0.526785	0.53281	1.887513	1.87684	1.898308	0.67565	0.670477	0.680824	0.679924	25	40.166667	29.296923	78.533138	25178	NA	1.349137304	11.5683833	NA
d11_1905_3	d11_1905_3	1905_3	96.5	1905	NA	NA	10/9/2018	11/26/2018	F	NA	NA	hFMT6_tri	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF10	BL6	SPF-Young	11	11	fecal	0	mouse	0.06697	0.514895	0.512354	0.517437	1.942142	1.932604	1.951775	0.700201	0.693953	0.70645	0.705331	29	46.5	34.118074	88.836961	21615	NA	1.463921048	10.2398401	NA
d11_1906_1	d11_1906_1	1906_1	99.61089494	1906	NA	NA	10/9/2018	11/26/2018	M	NA	NA	tri	CDI	0	cef	no	11	d21	tributyrin	NA	Rc	HF10	BL6	SPF-Young	11	11	fecal	0	mouse	0.078131	0.53329	0.530102	0.536478	1.875152	1.864009	1.886429	0.671527	0.666285	0.676769	0.675907	24	45	30.067775	96.679028	24702	NA	NA	9.802736855	NA
d11_1906_2	d11_1906_2	1906_2	100.8	1906	NA	NA	10/9/2018	11/26/2018	M	NA	NA	tri	CDI	0	cef	no	11	d21	tributyrin	NA	Rc	HF10	BL6	SPF-Young	11	11	fecal	0	mouse	0.063057	0.566383	0.562117	0.570649	1.765588	1.752389	1.778988	0.638578	0.63233	0.644825	0.643984	28	56.5	37.183307	116.448529	24890	6.5730469	NA	10.70671023	NA
d11_1906_3	d11_1906_3	1906_3	101.6393443	1906	NA	NA	10/9/2018	11/26/2018	M	NA	NA	tri	CDI	0	cef	no	11	d21	tributyrin	NA	Rc	HF10	BL6	SPF-Young	11	11	fecal	0	mouse	0.091249	0.521858	0.518869	0.524848	1.916229	1.905313	1.92727	0.684569	0.678965	0.690172	0.689427	21	73.5	35.273738	214.099388	19770	NA	NA	11.02004589	NA
d11_1907_1	d11_1907_1	1907_1	99.23076923	1907	NA	NA	10/9/2018	11/26/2018	M	NA	NA	hFMT6_tri	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF10	BL6	SPF-Young	11	11	fecal	0	mouse	0.033503	0.994925	0.99364	0.99621	1.005101	1.003804	1.0064	0.025254	0.019426	0.031082	0.031881	30	82.5	46.708093	194.964963	23222	8.11176267	0.024851785	10.54456148	NA
d11_1907_2	d11_1907_2	1907_2	102.5862069	1907	NA	NA	10/9/2018	11/26/2018	M	NA	NA	hFMT6_tri	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF10	BL6	SPF-Young	11	11	fecal	0	mouse	0.031331	0.997411	0.996667	0.998154	1.002596	1.001849	1.003344	0.014182	0.010464	0.0179	0.019068	32	58.25	40.999282	108.56861	35510	8.007442703	0.056571063	14.21574769	NA
d11_1907_3	d11_1907_3	1907_3	101.1904762	1907	NA	NA	10/9/2018	11/26/2018	M	NA	NA	hFMT6_tri	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF10	BL6	SPF-Young	11	11	fecal	0	mouse	0.030407	0.996565	0.995695	0.997436	1.003447	1.002571	1.004324	0.018253	0.014035	0.02247	0.022947	33	71	45.235207	151.020071	34324	8.033522695	0	10.88013609	NA
d11_198_1	d11_198_1	198_1	99.56140351	198	NA	NA	6/12/2017	7/24/2017	M	NA	NA	mFMT1	CDI	0	cef	no	11_25	d42	yWT	mFMT	Rc	HF5-contam	RAG	SPF-Young	11	11	fecal	0	mouse	0.103479	0.386552	0.383172	0.389932	2.586974	2.564547	2.609796	1.050165	1.042321	1.058009	1.053823	25	32.857143	26.961855	56.467512	23202	6.4139607522673	1.24759297094344	8.00478595956871	0
d11_198_2	d11_198_2	198_2	101.4018692	198	NA	NA	6/12/2017	7/24/2017	M	NA	NA	mFMT1	CDI	0	cef	no	11_25	d42	yWT	mFMT	Rc	HF5-contam	RAG	SPF-Young	11	11	fecal	0	mouse	0.080204	0.377827	0.375464	0.380189	2.646716	2.630268	2.66337	1.065934	1.05868	1.073188	1.069534	33	46	36.703423	78.633456	30092	0	1.27367707662011	11.8369577796223	0
d11_199_1	d11_199_1	199_1	101.1764706	199	NA	NA	6/12/2017	7/24/2017	F	NA	NA	mFMT1	CDI	0	cef	no	11_25	d42	yWT	mFMT	Rc	HF5-contam	RAG	SPF-Young	11	11	fecal	0	mouse	0.100315	0.398743	0.396228	0.401259	2.50788	2.492159	2.523801	1.003865	0.997061	1.01067	1.006877	25	64	35.088586	175.764435	28222	7.61173999037932	2.87094495952672	13.2425161015413	0
d13_1676_1	d13_1676_1	1676_1	94.65020576	1676	NA	NA	6/9/2017	7/24/2017	M	NA	NA	mFMT5	CDI	0	cef	no	11_25	d42	yWT_filtrate	mFMT	Rc	HF5-contam	BL6	SPF-Young	13	13	fecal	NA	mouse	0.066581	0.395243	0.392791	0.397696	2.530088	2.514485	2.545885	1.054203	1.046065	1.062342	1.058425	38	69.666667	48.396838	134.450264	33285	6.21875441467649	10.022209402617	41.2276580975168	0
d13_1676_2	d13_1676_2	1676_2	100	1676	NA	NA	6/9/2017	7/24/2017	M	NA	NA	mFMT5	CDI	0	cef	no	11_25	d42	yWT_filtrate	mFMT	Rc	HF5-contam	BL6	SPF-Young	13	13	fecal	NA	mouse	0.086418	0.373278	0.370594	0.375962	2.67897	2.659843	2.698374	1.13174	1.123511	1.139969	1.134644	31	42.142857	34.055782	71.632236	33525	7.01070995095499	3.01670907948458	31.4749094118501	0
d13_1677_1	d13_1677_1	1677_1	102.8735632	1677	NA	NA	6/8/2017	7/24/2017	F	NA	NA	mFMT5	CDI	0	cef	no	11_25	d42	yWT_filtrate	mFMT	Rc	HF5-contam	BL6	SPF-Young	13	13	fecal	NA	mouse	0.107405	0.273841	0.271902	0.27578	3.651756	3.626083	3.677795	1.362617	1.354826	1.370409	1.367467	34	39	35.215104	54.574366	19923	11.0946320137101	3.82761789419749	20.5609355068853	0
d13_1677_2	d13_1677_2	1677_2	103.3333333	1677	NA	NA	6/8/2017	7/24/2017	F	NA	NA	mFMT5	CDI	0	cef	no	11_25	d42	yWT_filtrate	mFMT	Rc	HF5-contam	BL6	SPF-Young	13	13	fecal	NA	mouse	0.104302	0.290532	0.288646	0.292418	3.441964	3.419765	3.464454	1.318218	1.311754	1.324682	1.321274	33	39.111111	34.509868	57.734395	30482	7.29238927142594	4.42678514518215	19.8060748161566	0
d13_1681_1	d13_1681_1	1681_1	93.57798165	1681	NA	NA	6/18/2017	7/24/2017	M	NA	NA	mFMT1	CDI	0	cef	no	11_25	d42	yWT	mFMT	Rc	HF5-contam	BL6	SPF-Young	13	13	fecal	NA	mouse	0.060158	0.158312	0.156245	0.160379	6.316626	6.235215	6.400191	2.18282	2.169729	2.195911	2.191457	105	132.045455	116.75626	167.218477	28924	9.04839014159589	22.5989678264544	22.9052473283476	5.6234679620726
d13_1681_2	d13_1681_2	1681_2	106.0465116	1681	NA	NA	6/18/2017	7/24/2017	M	NA	NA	mFMT1	CDI	0	cef	no	11_25	d42	yWT	mFMT	Rc	HF5-contam	BL6	SPF-Young	13	13	fecal	NA	mouse	0.073685	0.161563	0.159005	0.164121	6.189525	6.093053	6.2891	2.212144	2.197513	2.226775	2.220381	84	128	102.224174	190.232525	24304	13.7521779430165	25.3780758503877	28.5441981440977	5.49669087654903
d13_1800_1	d13_1800_1	1800_1	109.4527363	1800	NA	NA	8/17/2018	5/14/2018	M	NA	NA	mFMT5	CDI	0	cef	no	11	d21	yWT_filtrate	mFMT	Rc	HF8	BL6	SPF-Young	13	13	fecal	110000	mouse	0.021239	0.326968	0.324024	0.329912	3.058404	3.031111	3.086192	1.492705	1.478277	1.507133	1.504184	144	205.6	175.250145	265.425358	35885	NA	1.88436957623288	11.0885589118619	NA
d13_1800_2	d13_1800_2	1800_2	122.4852071	1800	NA	NA	8/17/2018	5/14/2018	M	NA	NA	mFMT5	CDI	0	cef	no	11	d21	yWT_filtrate	mFMT	Rc	HF8	BL6	SPF-Young	13	13	fecal	210000	mouse	0.022655	0.353119	0.349343	0.356894	2.83191	2.801955	2.862513	1.424053	1.406171	1.441936	1.438022	125	190.333333	156.318837	261.290003	24304	NA	2.15681351492377	13.512733700676	NA
d13_1800_3	d13_1800_3	1800_3	106.6350711	1800	NA	NA	8/17/2018	5/14/2018	M	NA	NA	mFMT5	CDI	0	cef	no	11	d21	yWT_filtrate	mFMT	Rc	HF8	BL6	SPF-Young	13	13	fecal	190000	mouse	0.036734	0.362966	0.359902	0.366029	2.75508	2.732021	2.778532	1.272155	1.258711	1.285599	1.28121	75	130.5	98.783135	204.514046	28038	NA	2.12917427476672	11.281105602044	NA
d13_1802_1	d13_1802_1	1802_1	101.8867925	1802	NA	NA	4/17/2018	5/14/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF8	BL6	SPF-Young	13	13	fecal	150000	mouse	0.064672	0.126743	0.123063	0.130423	7.889984	7.667358	8.125924	2.634475	2.607203	2.661747	2.65763	122	228	172.105921	346.244954	10512	6.13369773024591	31.3556965094043	15.2205391266387	2.00335720381216
d13_1802_2	d13_1802_2	1802_2	100.6024096	1802	NA	NA	4/17/2018	5/14/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF8	BL6	SPF-Young	13	13	fecal	200000	mouse	0.042532	0.108349	0.106515	0.110183	9.229465	9.075829	9.388392	2.776127	2.756061	2.796193	2.797257	217	377.2	307.225304	501.443928	21831	8.26351207837905	27.5825453816794	15.3784034937445	1.9696913566161
d13_1802_3	d13_1802_3	1802_3	97.09302326	1802	NA	NA	4/17/2018	5/14/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF8	BL6	SPF-Young	13	13	fecal	190000	mouse	0.040037	0.140321	0.138064	0.142578	7.126504	7.013689	7.243009	2.440094	2.420737	2.459451	2.460492	178	249	216.881496	307.650363	21038	6.8672732806936	38.1979878334254	14.5950613690907	2.234733389996
d13_1803_2	d13_1803_2	1803_2	102.5	1803	NA	NA	4/17/2018	5/14/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF8	BL6	SPF-Young	13	13	fecal	150000	mouse	0.051841	0.173783	0.17026	0.177306	5.754305	5.639968	5.873375	2.180038	2.156994	2.203083	2.202376	111	248.75	176.630244	400.120707	12982	6.23069271969399	7.64399237867355	13.8834757749396	2.60689402809064
d13_1806_3	d13_1806_3	1806_3	104.4585987	1806	NA	NA	4/17/2018	5/14/2018	F	NA	NA	mFMT5	CDI	0	cef	no	11	d21	yWT_filtrate	mFMT	Rc	HF8	BL6	SPF-Young	13	13	fecal	40000	mouse	0.066363	0.327581	0.324704	0.330458	3.052678	3.026103	3.079725	1.268333	1.257593	1.279073	1.27622	46	78.5	58.257462	132.172002	22094	5.35610764677135	6.04565460502031	8.04727796072527	NA
d13_1806_4	d13_1806_4	1806_4	103.6363636	1806	NA	NA	4/17/2018	5/14/2018	F	NA	NA	mFMT5	CDI	0	cef	no	11	d21	yWT_filtrate	mFMT	Rc	HF8	BL6	SPF-Young	13	13	fecal	170000	mouse	0.046141	0.361212	0.35799	0.364433	2.76846	2.743991	2.793371	1.216829	1.205594	1.228064	1.225392	60	112.8	81.495041	189.696893	26023	5.61937976098758	5.19870931735079	8.14534521907887	NA
d13_1835_1	d13_1835_1	1835_1	92.38754325	1835	NA	NA	6/5/2018	8/20/2018	M	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	13	13	fecal	660000000	mouse	0.096615	0.12177	0.120147	0.123393	8.212235	8.104219	8.32317	2.458858	2.443248	2.474467	2.465995	85	122.8	99.622685	182.713929	21974	12.44538295	42.29520343	21.44255533	1.55939176
d13_1835_2	d13_1835_2	1835_2	96.1130742	1835	NA	NA	6/5/2018	8/20/2018	M	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	13	13	fecal	70000000	mouse	0.086359	0.142958	0.141191	0.144726	6.995052	6.90963	7.082612	2.282226	2.267299	2.297153	2.288588	81	104	89.504993	143.19876	23837	7.955300176	9.762067028	16.57262063	NA
d13_1835_3	d13_1835_3	1835_3	100	1835	NA	NA	6/5/2018	8/20/2018	M	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	13	13	fecal	90000000	mouse	0.079558	0.108357	0.10651	0.110203	9.228772	9.074156	9.388749	2.695447	2.678329	2.712565	2.704666	116	167.230769	138.115431	234.676942	22224	10.89250586	16.10927465	28.78099237	1.405206189
d13_1836_1	d13_1836_1	1836_1	89.09090909	1836	NA	NA	6/5/2018	8/20/2018	F	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	13	13	fecal	210000000	mouse	0.05441	0.154446	0.152623	0.15627	6.474743	6.399192	6.5521	2.295187	2.281787	2.308587	2.302074	119	156	135.317005	202.900202	36205	12.55705234	35.44105731	23.99781757	0
d13_1836_2	d13_1836_2	1836_2	80.90909091	1836	NA	NA	6/5/2018	8/20/2018	F	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	13	13	fecal	170000000	mouse	0.039402	0.211494	0.207585	0.215404	4.728258	4.64245	4.817297	2.172091	2.151816	2.192366	2.184026	120	170.166667	143.189661	228.526573	22123	44.67108141	18.57793951	88.38473989	0
d13_1836_3	d13_1836_3	1836_3	82.30088496	1836	NA	NA	6/5/2018	8/20/2018	F	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	13	13	fecal	760000000	mouse	0.039812	0.144355	0.141731	0.146979	6.927374	6.803691	7.055636	2.60836	2.59226	2.624461	2.618916	174	225.333333	200.235439	274.440901	34372	18.61278109	39.90504115	43.96555296	0.104044625
