seqID	sampleID	mouse	percent_weight	CageID	Group	CageID_Assigned	BD	ExpStart	sex	Gavaged_fecal_material	Mb_input	FMT	Cdiff_infection	Cdiff_day_infected	ABX	clinda35	FMT_day	Harvest_pi	FMT_input	FMT_type	Model	Experiment	Mouse_genotype	Mouse_status	ExpDay	day	type	CFU	sampleType	simpsoneven	simpson	simpson_lci	simpson_hci	invsimpson	invsimpson_lci	invsimpson_hci	shannon	shannon_lci	shannon_hci	npshannon	sobs	chao	chao_lci	chao_hci	nseqs
d16_1119_4	d16_1119_4	1119_4	97.97979798	1119	NA	NA	5/18/2015	6/29/2015	F	NA	NA	hFMT1	noCDI	NA	cef	no	11	d42	D2_A	hFMT	FMT	HF2	BL6	SPF-Young	16	16	fecal	0	mouse	0.063821	0.130573	0.128675	0.132472	7.658532	7.548771	7.771532	2.477425	2.461398	2.493453	2.485137	120	144.473684	130.137642	179.082894	26883
d16_1119_5	d16_1119_5	1119_5	103.0769231	1119	NA	NA	5/18/2015	6/29/2015	F	NA	NA	hFMT1	noCDI	NA	cef	no	11	d42	D2_A	hFMT	FMT	HF2	BL6	SPF-Young	16	16	fecal	0	mouse	0.062641	0.116526	0.114282	0.118769	8.581808	8.419697	8.750283	2.732005	2.711963	2.752046	2.74324	137	180.333333	156.596733	232.820962	20490
d16_1191_1	d16_1191_1	1191_1	97.04433498	1191	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	16	16	fecal	6000	mouse	0.086675	0.124057	0.118017	0.130097	8.0608	7.686558	8.473348	2.742573	2.695918	2.789227	2.769127	93	103.058824	96.318996	123.485105	4126
d16_1191_2	d16_1191_2	1191_2	100.4854369	1191	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	16	16	fecal	12000	mouse	0.128168	0.118216	0.110096	0.126336	8.459082	7.915407	9.08295	2.686162	2.625036	2.747289	2.729121	66	78.75	70.138812	105.277575	1932
d16_1191_3	d16_1191_3	1191_3	96.82539683	1191	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	16	16	fecal	158000	mouse	0.046259	0.108088	0.105797	0.110379	9.251705	9.059671	9.452056	2.983914	2.961411	3.006417	2.99732	200	227.774194	212.917523	259.717782	21222
d16_1192_1	d16_1192_1	1192_1	106.9565217	1192	NA	NA	9/29/2015	11/2/2015	M	NA	NA	none	CDI	0	cef	yes	11	d42	none	noFMT	Rc	HF4	BL6	SPF-Young	16	16	fecal	8800000	mouse	0.080041	0.430816	0.424637	0.436994	2.321178	2.288361	2.354951	1.019693	1.000072	1.039313	1.028161	29	33	29.85955	47.61439	8378
d16_1192_2	d16_1192_2	1192_2	103.9823009	1192	NA	NA	9/29/2015	11/2/2015	M	NA	NA	none	CDI	0	cef	yes	11	d42	none	noFMT	Rc	HF4	BL6	SPF-Young	16	16	fecal	15300000	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1192_3	d16_1192_3	1192_3	102.8340081	1192	NA	NA	9/29/2015	11/2/2015	M	NA	NA	none	CDI	0	cef	yes	11	d42	none	noFMT	Rc	HF4	BL6	SPF-Young	16	16	fecal	17300000	mouse	0.041931	0.411183	0.408539	0.413826	2.432009	2.416474	2.447746	1.049119	1.038949	1.059289	1.0551	58	88.666667	69.149386	142.349434	30284
d16_1199_1	d16_1199_1	1199_1	NA	1199	NA	NA	5/7/2015	6/11/2015	F	NA	NA	hFMT1	CDI	0	cef	no	11	d21	D2_A	hFMT	Rc	HF1	BL6	SPF-Young	16	16	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1199_2	d16_1199_2	1199_2	102.1164021	1199	NA	NA	5/7/2015	6/11/2015	F	NA	NA	hFMT1	CDI	0	cef	no	11	d21	D2_A	hFMT	Rc	HF1	BL6	SPF-Young	16	16	fecal	NA	mouse	0.060488	0.157448	0.154076	0.160821	6.351292	6.218098	6.490316	2.482471	2.463242	2.5017	2.489768	105	120.333333	110.688522	146.330793	22338
d16_1199_3	d16_1199_3	1199_3	101.7751479	1199	NA	NA	5/7/2015	6/11/2015	F	NA	NA	hFMT1	CDI	0	cef	no	11	d21	D2_A	hFMT	Rc	HF1	BL6	SPF-Young	16	16	fecal	19000000	mouse	0.064045	0.143248	0.14034	0.146156	6.980898	6.842009	7.125542	2.590318	2.570114	2.610522	2.59674	109	114	110.390818	126.975029	21473
d16_1199_4	d16_1199_4	1199_4	97.23756906	1199	NA	NA	5/7/2015	6/11/2015	F	NA	NA	hFMT1	CDI	0	cef	no	11	d21	D2_A	hFMT	Rc	HF1	BL6	SPF-Young	16	16	fecal	4000000	mouse	0.06352	0.14183	0.139179	0.144481	7.050691	6.921311	7.185	2.467099	2.447625	2.486572	2.476398	111	129	118.142009	156.365389	20027
d16_1200_1	d16_1200_1	1200_1	99.44134078	1200	NA	NA	5/3/2015	6/11/2015	M	NA	NA	hFMT1	CDI	0	cef	no	11	d21	D2_A	hFMT	Rc	HF1	BL6	SPF-Young	16	16	fecal	800000	mouse	0.083761	0.132653	0.130307	0.134999	7.538456	7.40746	7.674169	2.476018	2.45636	2.495677	2.483226	90	118.875	100.074382	172.760972	17333
d16_1200_2	d16_1200_2	1200_2	102.6315789	1200	NA	NA	5/3/2015	6/11/2015	M	NA	NA	hFMT1	CDI	0	cef	no	11	d21	D2_A	hFMT	Rc	HF1	BL6	SPF-Young	16	16	fecal	3000000	mouse	0.076304	0.137952	0.135578	0.140327	7.248894	7.126234	7.37585	2.491073	2.470931	2.511214	2.496269	95	112.142857	100.203695	151.474788	18987
d16_1200_3	d16_1200_3	1200_3	105.7613169	1200	NA	NA	5/3/2015	6/11/2015	M	NA	NA	hFMT1	CDI	0	cef	no	11	d21	D2_A	hFMT	Rc	HF1	BL6	SPF-Young	16	16	fecal	22000000	mouse	0.086121	0.139898	0.137381	0.142416	7.148045	7.021678	7.279044	2.397416	2.375416	2.419415	2.403327	83	89.875	84.709308	110.651911	14127
d16_1200_4	d16_1200_4	1200_4	97.96747967	1200	NA	NA	5/3/2015	6/11/2015	M	NA	NA	hFMT1	CDI	0	cef	no	11	d21	D2_A	hFMT	Rc	HF1	BL6	SPF-Young	16	16	fecal	55000000	mouse	0.069939	0.122206	0.120149	0.124263	8.182914	8.047468	8.322997	2.568263	2.549111	2.587415	2.575923	117	140	125.504993	179.19876	19770
d16_1201_1	d16_1201_1	1201_1	101.6949153	1201	NA	NA	4/30/2015	6/11/2015	F	NA	NA	hFMT2	CDI	0	cef	no	11	d21	R2_A	hFMT	Rc	HF1	BL6	SPF-Young	16	16	fecal	57000000	mouse	0.078039	0.246424	0.241874	0.250974	4.058048	3.984475	4.13439	1.867997	1.848474	1.887521	1.874353	52	65.333333	56.07923	95.581214	16826
d16_1201_2	d16_1201_2	1201_2	98.71794872	1201	NA	NA	4/30/2015	6/11/2015	F	NA	NA	hFMT2	CDI	0	cef	no	11	d21	R2_A	hFMT	Rc	HF1	BL6	SPF-Young	16	16	fecal	35000000	mouse	0.065829	0.241123	0.236497	0.24575	4.147256	4.069179	4.228388	1.871475	1.850637	1.892313	1.881181	63	80.5	69.113506	113.094009	14481
d16_1201_3	d16_1201_3	1201_3	97.40932642	1201	NA	NA	4/30/2015	6/11/2015	F	NA	NA	hFMT2	CDI	0	cef	no	11	d21	R2_A	hFMT	Rc	HF1	BL6	SPF-Young	16	16	fecal	21000000	mouse	0.066188	0.260491	0.25565	0.265331	3.838909	3.768878	3.911593	1.837776	1.819962	1.855589	1.84359	58	70.363636	61.901791	97.176752	20576
d16_1201_4	d16_1201_4	1201_4	100.5524862	1201	NA	NA	4/30/2015	6/11/2015	F	NA	NA	hFMT2	CDI	0	cef	no	11	d21	R2_A	hFMT	Rc	HF1	BL6	SPF-Young	16	16	fecal	131000000	mouse	0.070626	0.257439	0.252996	0.261882	3.884418	3.81852	3.952631	1.804008	1.787631	1.820384	1.80951	55	74	61.296022	112.337789	22071
d16_1202_1	d16_1202_1	1202_1	102.4793388	1202	NA	NA	5/2/2015	6/11/2015	M	NA	NA	hFMT2	CDI	0	cef	no	11	d21	R2_A	hFMT	Rc	HF1	BL6	SPF-Young	16	16	fecal	53000000	mouse	0.066699	0.28288	0.278591	0.287169	3.535065	3.482267	3.589489	1.636474	1.620612	1.652336	1.642837	53	72	59.464733	108.841443	21496
d16_1202_2	d16_1202_2	1202_2	96.03174603	1202	NA	NA	5/2/2015	6/11/2015	M	NA	NA	hFMT2	CDI	0	cef	no	11	d21	R2_A	hFMT	Rc	HF1	BL6	SPF-Young	16	16	fecal	145000000	mouse	0.055861	0.28415	0.280199	0.288101	3.519266	3.470999	3.568895	1.6477	1.632019	1.663382	1.654183	63	82.25	69.864072	116.985815	24008
d16_1202_3	d16_1202_3	1202_3	97.0212766	1202	NA	NA	5/2/2015	6/11/2015	M	NA	NA	hFMT2	CDI	0	cef	no	11	d21	R2_A	hFMT	Rc	HF1	BL6	SPF-Young	16	16	fecal	NA	mouse	0.056275	0.329074	0.324509	0.333639	3.038831	2.997254	3.081578	1.48792	1.47149	1.504351	1.493599	54	71	59.335637	108.164103	21661
d16_1202_4	d16_1202_4	1202_4	103.4482759	1202	NA	NA	5/2/2015	6/11/2015	M	NA	NA	hFMT2	CDI	0	cef	no	11	d21	R2_A	hFMT	Rc	HF1	BL6	SPF-Young	16	16	fecal	84000000	mouse	0.059933	0.314815	0.308917	0.320714	3.176466	3.118042	3.237121	1.639567	1.619019	1.660115	1.645336	53	57.583333	54.103256	72.040858	16566
d16_1203_1	d16_1203_1	1203_1	90.47619048	1203	NA	NA	5/3/2015	6/11/2015	F	NA	NA	none	CDI	0	cef	no	11	d21	none	noFMT	Rc	HF1	BL6	SPF-Young	16	16	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1203_2	d16_1203_2	1203_2	97.17514124	1203	NA	NA	5/3/2015	6/11/2015	F	NA	NA	none	CDI	0	cef	no	11	d21	none	noFMT	Rc	HF1	BL6	SPF-Young	16	16	fecal	45000000	mouse	0.084334	0.312042	0.307912	0.316172	3.2047	3.16284	3.247683	1.452363	1.437299	1.467428	1.456822	38	44.875	39.709308	65.651911	19073
d16_1203_3	d16_1203_3	1203_3	92.85714286	1203	NA	NA	5/3/2015	6/11/2015	F	NA	NA	none	CDI	0	cef	no	11	d21	none	noFMT	Rc	HF1	BL6	SPF-Young	16	16	fecal	3000000	mouse	0.081474	0.245476	0.241704	0.249248	4.073716	4.012069	4.137287	1.714527	1.698416	1.730638	1.720927	50	60.5	53.10628	85.492609	16927
d16_1203_4	d16_1203_4	1203_4	91.93548387	1203	NA	NA	5/3/2015	6/11/2015	F	NA	NA	none	CDI	0	cef	no	11	d21	none	noFMT	Rc	HF1	BL6	SPF-Young	16	16	fecal	NA	mouse	0.089906	0.271285	0.268168	0.274401	3.686165	3.644301	3.729003	1.560176	1.5458	1.574551	1.565414	41	45.714286	42.184933	59.755898	19404
d16_1204_1	d16_1204_1	1204_1	90.81632653	1204	NA	NA	5/2/2015	6/11/2015	F	NA	NA	hFMT2	noCDI	NA	cef	no	11	d21	R2_A	hFMT	FMT	HF1	BL6	SPF-Young	16	16	fecal	NA	mouse	0.061239	0.302396	0.294789	0.310003	3.306922	3.225771	3.39226	1.713376	1.691557	1.735194	1.721998	54	58.875	55.274512	72.646839	13118
d16_1204_2	d16_1204_2	1204_2	100.5988024	1204	NA	NA	5/2/2015	6/11/2015	F	NA	NA	hFMT2	noCDI	NA	cef	no	11	d21	R2_A	hFMT	FMT	HF1	BL6	SPF-Young	16	16	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1204_3	d16_1204_3	1204_3	97.88359788	1204	NA	NA	5/2/2015	6/11/2015	F	NA	NA	hFMT2	noCDI	NA	cef	no	11	d21	R2_A	hFMT	FMT	HF1	BL6	SPF-Young	16	16	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1205_1	d16_1205_1	1205_1	NA	1205	NA	NA	5/3/2015	6/11/2015	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF1	BL6	SPF-Young	16	16	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1205_2	d16_1205_2	1205_2	98.2832618	1205	NA	NA	5/3/2015	6/11/2015	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF1	BL6	SPF-Young	16	16	fecal	44000	mouse	0.046712	0.116346	0.112634	0.120058	8.595073	8.329334	8.878327	3.013672	2.984939	3.042406	3.030118	184	205.25	193.216955	232.992591	13827
d16_1205_3	d16_1205_3	1205_3	102.5531915	1205	NA	NA	5/3/2015	6/11/2015	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF1	BL6	SPF-Young	16	16	fecal	52000	mouse	0.05633	0.082188	0.079724	0.084652	12.167239	11.813041	12.543334	3.254781	3.228311	3.281251	3.274597	216	244.285714	229.470526	275.394979	14424
d16_1205_4	d16_1205_4	1205_4	103.0567686	1205	NA	NA	5/3/2015	6/11/2015	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF1	BL6	SPF-Young	16	16	fecal	10000	mouse	0.040414	0.13303	0.128811	0.13725	7.517078	7.285995	7.763298	2.919782	2.889452	2.950112	2.941008	186	277.833333	231.881214	369.808587	13227
d16_1206_1	d16_1206_1	1206_1	99.44134078	1206	NA	NA	5/4/2015	6/11/2015	F	NA	NA	mFMT1	noCDI	NA	cef	no	11	d21	yWT	mFMT	FMT	HF1	BL6	SPF-Young	16	16	fecal	NA	mouse	0.051582	0.174654	0.169949	0.179359	5.725613	5.575422	5.88412	2.381959	2.35483	2.409088	2.399134	111	142.315789	124.575159	183.240674	12181
d16_1206_2	d16_1206_2	1206_2	85.4368932	1206	NA	NA	5/4/2015	6/11/2015	F	NA	NA	mFMT1	noCDI	NA	cef	no	11	d21	yWT	mFMT	FMT	HF1	BL6	SPF-Young	16	16	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1206_3	d16_1206_3	1206_3	78.53881279	1206	NA	NA	5/4/2015	6/11/2015	F	NA	NA	mFMT1	noCDI	NA	cef	no	11	d21	yWT	mFMT	FMT	HF1	BL6	SPF-Young	16	16	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1207_1	d16_1207_1	1207_1	97.01492537	1207	NA	NA	5/7/2015	6/11/2015	M	NA	NA	none	CDI	0	cef	no	11	d21	none	noFMT	Rc	HF1	BL6	SPF-Young	16	16	fecal	NA	mouse	0.05679	0.503108	0.494014	0.512203	1.987643	1.952351	2.024234	1.161333	1.14032	1.182346	1.166361	35	41.428571	36.513632	62.302896	15441
d16_1207_2	d16_1207_2	1207_2	101.2987013	1207	NA	NA	5/7/2015	6/11/2015	M	NA	NA	none	CDI	0	cef	no	11	d21	none	noFMT	Rc	HF1	BL6	SPF-Young	16	16	fecal	8000000	mouse	0.06038	0.368039	0.360703	0.375374	2.717106	2.664008	2.772364	1.461191	1.441485	1.480896	1.466702	45	54.428571	47.47555	80.910389	16148
d16_1207_3	d16_1207_3	1207_3	98.63636364	1207	NA	NA	5/7/2015	6/11/2015	M	NA	NA	none	CDI	0	cef	no	11	d21	none	noFMT	Rc	HF1	BL6	SPF-Young	16	16	fecal	5800000	mouse	0.038766	0.409454	0.401953	0.416956	2.442274	2.398337	2.487851	1.435863	1.414823	1.456902	1.442715	63	67.588235	64.189338	80.700516	18239
d16_1207_4	d16_1207_4	1207_4	110.9090909	1207	NA	NA	5/7/2015	6/11/2015	M	NA	NA	none	CDI	0	cef	no	11	d21	none	noFMT	Rc	HF1	BL6	SPF-Young	16	16	fecal	NA	mouse	0.046068	0.350116	0.342888	0.357345	2.856193	2.798416	2.916406	1.654586	1.632564	1.676608	1.660259	62	69.8	64.126784	90.606575	17634
d16_1208_1	d16_1208_1	1208_1	111.1731844	1208	NA	NA	5/4/2015	6/11/2015	M	NA	NA	mFMT1	noCDI	NA	cef	no	11	d21	yWT	mFMT	FMT	HF1	BL6	SPF-Young	16	16	fecal	NA	mouse	0.062461	0.079651	0.0767	0.082603	12.5547	12.106097	13.037829	3.397058	3.365309	3.428807	3.417856	201	228.857143	213.734707	261.937438	10675
d16_1208_2	d16_1208_2	1208_2	110.6796117	1208	NA	NA	5/4/2015	6/11/2015	M	NA	NA	mFMT1	noCDI	NA	cef	no	11	d21	yWT	mFMT	FMT	HF1	BL6	SPF-Young	16	16	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1208_3	d16_1208_3	1208_3	104.109589	1208	NA	NA	5/4/2015	6/11/2015	M	NA	NA	mFMT1	noCDI	NA	cef	no	11	d21	yWT	mFMT	FMT	HF1	BL6	SPF-Young	16	16	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1209_1	d16_1209_1	1209_1	105.2631579	1209	NA	NA	5/7/2015	6/11/2015	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF1	BL6	SPF-Young	16	16	fecal	6000	mouse	0.064756	0.111902	0.109084	0.11472	8.936379	8.716864	9.167235	2.77545	2.752217	2.798684	2.791307	138	152.090909	143.738911	172.597806	14442
d16_1209_2	d16_1209_2	1209_2	101.1976048	1209	NA	NA	5/7/2015	6/11/2015	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF1	BL6	SPF-Young	16	16	fecal	10000	mouse	0.046417	0.121033	0.117776	0.124291	8.262184	8.045638	8.490709	2.766948	2.737225	2.796672	2.796188	178	215.243243	196.766443	251.911672	11089
d16_1209_3	d16_1209_3	1209_3	103.75	1209	NA	NA	5/7/2015	6/11/2015	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF1	BL6	SPF-Young	16	16	fecal	8000	mouse	0.035009	0.145733	0.140837	0.15062999999999999	6.861845	6.63879	7.10041	2.97217	2.938589	3.005751	2.993076	196	236.037037	215.347067	278.853094	12485
d16_1209_4	d16_1209_4	1209_4	106.9620253	1209	NA	NA	5/7/2015	6/11/2015	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF1	BL6	SPF-Young	16	16	fecal	100	mouse	0.06465	0.07262	0.070529	0.07471	13.770386	13.385069	14.178544	3.395175	3.369039	3.42131	3.413872	213	266	239.528742	318.885158	14569
d16_1210_1	d16_1210_1	1210_1	100.5464481	1210	NA	NA	5/7/2015	6/11/2015	F	NA	NA	hFMT1	noCDI	NA	cef	no	11	d21	D2_A	hFMT	FMT	HF1	BL6	SPF-Young	16	16	fecal	NA	mouse	0.052585	0.260504	0.255358	0.265649	3.838718	3.764368	3.916065	1.972918	1.95227	1.993567	1.976485	73	76.5	73.697263	90.568701	20920
d16_1210_2	d16_1210_2	1210_2	101.3986014	1210	NA	NA	5/7/2015	6/11/2015	F	NA	NA	hFMT1	noCDI	NA	cef	no	11	d21	D2_A	hFMT	FMT	HF1	BL6	SPF-Young	16	16	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1210_3	d16_1210_3	1210_3	97.68786127	1210	NA	NA	5/7/2015	6/11/2015	F	NA	NA	hFMT1	noCDI	NA	cef	no	11	d21	D2_A	hFMT	FMT	HF1	BL6	SPF-Young	16	16	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1211_1	d16_1211_1	1211_1	107.1005917	1211	NA	NA	5/4/2015	6/11/2015	F	NA	NA	none	noCDI	NA	cef	no	11	d21	none	noFMT	Abx	HF1	BL6	SPF-Young	16	16	fecal	NA	mouse	0.041729	0.332837	0.328041	0.337634	3.00447	2.961788	3.048401	1.408872	1.39262	1.425123	1.419708	72	110.75	87.731802	167.447587	19294
d16_1211_2	d16_1211_2	1211_2	105.9782609	1211	NA	NA	5/4/2015	6/11/2015	F	NA	NA	none	noCDI	NA	cef	no	11	d21	none	noFMT	Abx	HF1	BL6	SPF-Young	16	16	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1211_3	d16_1211_3	1211_3	107.1005917	1211	NA	NA	5/4/2015	6/11/2015	F	NA	NA	none	noCDI	NA	cef	no	11	d21	none	noFMT	Abx	HF1	BL6	SPF-Young	16	16	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1212_1	d16_1212_1	1212_1	102.7237354	1212	NA	NA	5/3/2015	6/11/2015	M	NA	NA	hFMT1	noCDI	NA	cef	no	11	d21	D2_A	hFMT	FMT	HF1	BL6	SPF-Young	16	16	fecal	NA	mouse	0.058549	0.22773	0.22224	0.23322	4.391165	4.287796	4.49964	2.079827	2.055536	2.104118	2.086327	75	81.6	76.712849	100.431317	14301
d16_1212_2	d16_1212_2	1212_2	102.7888446	1212	NA	NA	5/3/2015	6/11/2015	M	NA	NA	hFMT1	noCDI	NA	cef	no	11	d21	D2_A	hFMT	FMT	HF1	BL6	SPF-Young	16	16	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1212_3	d16_1212_3	1212_3	101.3215859	1212	NA	NA	5/3/2015	6/11/2015	M	NA	NA	hFMT1	noCDI	NA	cef	no	11	d21	D2_A	hFMT	FMT	HF1	BL6	SPF-Young	16	16	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1213_1	d16_1213_1	1213_1	113.3004926	1213	NA	NA	5/7/2015	6/11/2015	M	NA	NA	hFMT2	noCDI	NA	cef	no	11	d21	R2_A	hFMT	FMT	HF1	BL6	SPF-Young	16	16	fecal	NA	mouse	0.050974	0.39236	0.384095	0.400625	2.54868	2.496099	2.603524	1.403961	1.38167	1.426251	1.412786	50	65.111111	54.760923	97.962478	13456
d16_1213_2	d16_1213_2	1213_2	108.3743842	1213	NA	NA	5/7/2015	6/11/2015	M	NA	NA	hFMT2	noCDI	NA	cef	no	11	d21	R2_A	hFMT	FMT	HF1	BL6	SPF-Young	16	16	fecal	NA	mouse	0.040591	0.464833	0.458027	0.471639	2.151312	2.120266	2.18328	1.229899	1.213188	1.24661	1.234767	53	64.666667	56.454231	92.404169	24291
d16_1213_3	d16_1213_3	1213_3	102.6200873	1213	NA	NA	5/7/2015	6/11/2015	M	NA	NA	hFMT2	noCDI	NA	cef	no	11	d21	R2_A	hFMT	FMT	HF1	BL6	SPF-Young	16	16	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1216_1	d16_1216_1	1216_1	100.5025126	1216	NA	NA	5/12/2015	6/29/2015	F	NA	NA	none	CDI	0	cef	no	11	d42	none	noFMT	Rc	HF2	BL6	SPF-Young	16	16	fecal	60000000	mouse	0.057645	0.327314	0.324531	0.330097	3.055172	3.029415	3.08137	1.263948	1.254118	1.273778	1.270375	53	68	58.244016	95.906048	25763
d16_1216_2	d16_1216_2	1216_2	98.30508475	1216	NA	NA	5/12/2015	6/29/2015	F	NA	NA	none	CDI	0	cef	no	11	d42	none	noFMT	Rc	HF2	BL6	SPF-Young	16	16	fecal	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1216_4	d16_1216_4	1216_4	103.2967033	1216	NA	NA	5/12/2015	6/29/2015	F	NA	NA	none	CDI	0	cef	no	11	d42	none	noFMT	Rc	HF2	BL6	SPF-Young	16	16	fecal	55000000	mouse	0.068076	0.35828	0.35519	0.36137	2.79111	2.767244	2.815391	1.170691	1.161433	1.17995	1.176294	41	58.1	46.687443	92.413259	25241
d16_1217_1	d16_1217_1	1217_1	96.72131148	1217	NA	NA	5/14/2015	6/29/2015	F	NA	NA	none	CDI	0	cef	no	11	d42	none	noFMT	Rc	HF2	BL6	SPF-Young	16	16	fecal	33000000	mouse	0.087297	0.395003	0.391963	0.398043	2.531623	2.512288	2.551258	1.075738	1.067319	1.084157	1.079506	29	105.5	50.99289	295.097361	30716
d16_1217_2	d16_1217_2	1217_2	98.51485149	1217	NA	NA	5/14/2015	6/29/2015	F	NA	NA	none	CDI	0	cef	no	11	d42	none	noFMT	Rc	HF2	BL6	SPF-Young	16	16	fecal	36000000	mouse	0.072837	0.392265	0.389599	0.394932	2.549296	2.532085	2.566743	1.083192	1.074464	1.091921	1.087085	35	45.5	38.10628	70.492609	31194
d16_1217_3	d16_1217_3	1217_3	96.0591133	1217	NA	NA	5/14/2015	6/29/2015	F	NA	NA	none	CDI	0	cef	no	11	d42	none	noFMT	Rc	HF2	BL6	SPF-Young	16	16	fecal	35000000	mouse	0.046177	0.22098	0.218093	0.223866	4.525305	4.466964	4.58519	1.858022	1.842484	1.873559	1.866678	98	121.882353	107.620127	157.288902	24143
d16_1219_1	d16_1219_1	1219_1	97.4025974	1219	NA	NA	5/18/2015	6/29/2015	M	NA	NA	hFMT2	CDI	0	cef	no	11	d42	R2_A	hFMT	Rc	HF2	BL6	SPF-Young	16	16	fecal	198000000	mouse	0.054136	0.313082	0.309558	0.316607	3.19405	3.158494	3.230415	1.484018	1.471765	1.496271	1.487724	59	66.583333	61.141066	85.859027	33720
d16_1219_2	d16_1219_2	1219_2	104.5643154	1219	NA	NA	5/18/2015	6/29/2015	M	NA	NA	hFMT2	CDI	0	cef	no	11	d42	R2_A	hFMT	Rc	HF2	BL6	SPF-Young	16	16	fecal	248000000	mouse	0.045383	0.310351	0.306704	0.313998	3.222158	3.184737	3.260469	1.602379	1.588255	1.616504	1.607254	71	96.3	80.117964	141.200978	33883
d16_1219_3	d16_1219_3	1219_3	99.58158996	1219	NA	NA	5/18/2015	6/29/2015	M	NA	NA	hFMT2	CDI	0	cef	no	11	d42	R2_A	hFMT	Rc	HF2	BL6	SPF-Young	16	16	fecal	115000000	mouse	0.050642	0.214635	0.211257	0.218012	4.659083	4.586911	4.733562	2.038678	2.0243	2.053057	2.045026	92	121	103.791561	163.322197	32353
d16_1219_4	d16_1219_4	1219_4	100.4524887	1219	NA	NA	5/18/2015	6/29/2015	M	NA	NA	hFMT2	CDI	0	cef	no	11	d42	R2_A	hFMT	Rc	HF2	BL6	SPF-Young	16	16	fecal	216000000	mouse	0.03641	0.409924	0.40493	0.414919	2.439474	2.410108	2.469564	1.26095	1.245579	1.27632	1.266504	67	86	73.464733	122.841443	27042
d16_1222_1	d16_1222_1	1222_1	97.92746114	1222	NA	NA	5/18/2015	6/29/2015	F	NA	NA	hFMT2	CDI	0	cef	no	11	d42	R2_A	hFMT	Rc	HF2	BL6	SPF-Young	16	16	fecal	263000000	mouse	0.064171	0.205043	0.201864	0.208223	4.877022	4.802548	4.953842	1.91917	1.905696	1.932645	1.928114	76	100.473684	86.137642	135.082894	24158
