compound	run	Data_Filename	Sample_ID	Sample_Type	Level	Ret_Time	Area	Height	ISTD_Area	ISTD_Height	Area_Ratio	Height_Ratio	Conc	Std_Conc	Deviation	percDev	Accuracy	QC_Check_Results	Mark	Peak_Start	Peak_End	TPlatenum	HETP	meter	Tailing_F	Tailing_F10perc	Resolution	k	Separation_F	Areaperc	Heightperc	USP_Width	Width5perc	Width10perc	Width50perc	Relative_Retention_Time
glucose	2	2016-03-02_004.lcd	STD-0019	Unknown	NA	9.784	499825	20085	NA	NA	NA	NA	8.91276	NA	NA	NA	NA	NA	V	9.308	10.308	3829.466	39.17	25529.77	NA	NA	3.681	0.631	2.496	10.4127	13.6036	0.632	0	0	0.366	0.585
glucose	2	2016-03-02_005.lcd	STD-0010	Unknown	NA	9.807	581935	23347	NA	NA	NA	NA	10.37693	NA	NA	NA	NA	NA	V	9.417	10.317	3778.489	39.698	25189.929	NA	NA	0.796	0.634	1.268	12.0053	12.6179	0.638	0	0	0.368	0.585
glucose	2	2016-03-02_006.lcd	BLANK	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
glucose	2	2016-03-02_007.lcd	STD-0017	Unknown	NA	9.794	596813	30494	NA	NA	NA	NA	10.64223	NA	NA	NA	NA	NA	V	9.383	10.267	5874.738	25.533	39164.921	1.133	1.126	1.388	0.632	1.258	11.9713	12.4142	0.511	0.686	0.573	0.296	0.584
glucose	2	2016-03-02_008.lcd	STD-0018	Unknown	NA	9.81	525994	25810	NA	NA	NA	NA	9.3794	NA	NA	NA	NA	NA	V	8.942	10.3	5818.229	25.781	38788.196	1.104	1.114	4.524	0.635	2.473	10.9437	13.7091	0.514	0.7	0.58	0.298	0.584
glucose	2	2016-03-02_009.lcd	STD-0019	Unknown	NA	9.81	520382	26192	NA	NA	NA	NA	9.27933	NA	NA	NA	NA	NA	V	9.317	10.292	5826.177	25.746	38841.182	1.104	1.114	1.573	0.635	1.194	10.6696	13.6878	0.514	0.698	0.579	0.298	0.584
glucose	2	2016-03-02_010.lcd	STD-0010	Unknown	NA	9.812	585677	29886	NA	NA	NA	NA	10.44365	NA	NA	NA	NA	NA	V	9.4	10.283	5880.315	25.509	39202.098	1.134	1.127	1.388	0.635	1.257	11.9891	12.4432	0.512	0.687	0.574	0.297	0.584
glucose	2	2016-03-02_011.lcd	STD-0009	Unknown	NA	9.821	1121765	57023	NA	NA	NA	NA	20.003050000000002	NA	NA	NA	NA	NA	V	9.408	10.292	5852.121	25.632	39014.139	1.135	1.126	1.394	0.637	1.257	11.9303	12.4044	0.514	0.691	0.576	0.298	0.584
glucose	2	2016-03-02_012.lcd	STD-0011	Unknown	NA	9.825	301633	15355	NA	NA	NA	NA	5.37865	NA	NA	NA	NA	NA	V	9.417	10.3	5859.752	25.598	39065.016	1.134	1.127	1.369	0.638	1.255	11.9348	12.3819	0.513	0.688	0.575	0.297	0.584
glucose	2	2016-03-02_013.lcd	STD-0012	Unknown	NA	9.834	142010	7237	NA	NA	NA	NA	2.53229	NA	NA	NA	NA	NA	V	9.425	10.308	5884.784	25.489	39231.892	1.135	1.128	1.363	0.639	1.252	11.7947	12.2362	0.513	0.686	0.574	0.297	0.584
glucose	2	2016-03-02_014.lcd	STD-0013	Unknown	NA	9.83	56036	2859	NA	NA	NA	NA	0.99922	NA	NA	NA	NA	NA	V	9.425	10.3	5877.482	25.521	39183.214	1.133	1.127	1.363	0.638	1.252	11.531	11.9883	0.513	0.682	0.573	0.298	0.584
glucose	2	2016-03-02_015.lcd	STD-0014	Unknown	NA	9.841	29924	1526	NA	NA	NA	NA	0.5336	NA	NA	NA	NA	NA	V	9.433	10.317	5863.516	25.582	39090.104	1.134	1.129	1.368	0.64	1.251	11.146	11.6012	0.514	0.681	0.573	0.298	0.584
glucose	2	2016-03-02_016.lcd	STD-0015	Unknown	NA	9.845	14628	748	NA	NA	NA	NA	0.26085	NA	NA	NA	NA	NA	V	9.442	10.317	5873.674	25.538	39157.825	1.138	1.129	1.382	0.641	1.248	10.3215	10.8822	0.514	0.677	0.571	0.298	0.584
glucose	2	2016-03-02_017.lcd	STD-0016	Unknown	NA	9.848	5377	278	NA	NA	NA	NA	0.09588	NA	NA	NA	NA	NA	V	9.442	10.325	5935.412	25.272	39569.413	1.145	1.124	1.439	0.641	1.252	8.1819	8.8395	0.511	0.656	0.564	0.296	0.583
glucose	2	2016-03-02_018.lcd	S_D01	Unknown	NA	9.841	13372	668	NA	NA	NA	NA	0.23844	NA	NA	NA	NA	NA	V	9.6	10.225	4423.692	33.908	29491.281	NA	NA	NA	0.64	1.069	3.0689	3.2721	0.592	0	0	0	0.583
glucose	2	2016-03-02_019.lcd	S_D02	Unknown	NA	9.846	15845	841	NA	NA	NA	NA	0.28254	NA	NA	NA	NA	NA	V	9.6	10.225	5646.362	26.566	37642.411	NA	NA	NA	0.641	1.071	3.4401	3.4909	0.524	0	0	0.306	0.583
glucose	2	2016-03-02_020.lcd	S_D03	Unknown	NA	9.829	16355	872	NA	NA	NA	NA	0.29163	NA	NA	NA	NA	NA	V	9.608	10.208	5074.23	29.561	33828.197	NA	NA	NA	0.638	1.064	3.1865	3.1805	0.552	0	0	0.335	0.584
glucose	2	2016-03-02_021.lcd	S_D04	Unknown	NA	9.775	63933	3081	NA	NA	NA	NA	1.14004	NA	NA	NA	NA	NA	NA	9.325	10.233	5554.414	27.006	37029.427	NA	NA	2.121	0.629	1.341	15.9071	14.7446	0.525	0	0	0.302	0.584
glucose	2	2016-03-02_022.lcd	S_D05	Unknown	NA	9.748	3665	223	NA	NA	NA	NA	0.06536	NA	NA	NA	NA	Quant.Range(Low)	V	9.542	9.858	556.598	269.494	3710.657	NA	NA	NA	0.625	1.061	1.3047	1.4886	1.653	0	0	0	0.585
glucose	2	2016-03-02_023.lcd	S_D06	Unknown	NA	9.808	3252	246	NA	NA	NA	NA	0.05799	NA	NA	NA	NA	Quant.Range(Low)	V	9.542	9.817	NA	NA	0	NA	NA	NA	0.635	1.078	1.3443	1.9447	0	0	0	0	0.59
glucose	2	2016-03-02_024.lcd	S_D07	Unknown	NA	9.701	26665	1294	NA	NA	NA	NA	0.47548	NA	NA	NA	NA	NA	NA	9.192	9.992	5255.155	28.543	35034.368	NA	NA	2.082	0.617	1.344	7.9931	7.2827	0.535	0	0	0.308	0.585
glucose	2	2016-03-02_025.lcd	S_D08	Unknown	NA	9.642	7575	420	NA	NA	NA	NA	0.13508	NA	NA	NA	NA	NA	V	9.483	10	2032.402	73.804	13549.35	NA	NA	NA	0.607	1.048	2.3306	2.5414	0.856	0	0	0	0.582
glucose	2	2016-03-02_026.lcd	S_D09	Unknown	NA	9.668	8145	462	NA	NA	NA	NA	0.14525	NA	NA	NA	NA	NA	V	9.458	9.975	5593.52	26.817	37290.135	NA	NA	NA	0.611	1.063	2.8505	3.0756	0.517	0	0	0.306	0.584
glucose	2	2016-03-02_027.lcd	S_D10	Unknown	NA	9.671	79122	4260	NA	NA	NA	NA	1.41088	NA	NA	NA	NA	NA	NA	9.283	10.042	6271.019	23.92	41806.792	NA	NA	2.183	0.612	1.348	19.9768	18.5809	0.489	0	0.59	0.282	0.586
glucose	2	2016-03-02_028.lcd	S_D11	Unknown	NA	9.654	89226	4587	NA	NA	NA	NA	1.59106	NA	NA	NA	NA	NA	NA	9.208	10.075	6011.809	24.951	40078.727	NA	NA	2.14	0.609	1.35	21.4626	19.2261	0.498	0	0.647	0.287	0.586
glucose	2	2016-03-02_029.lcd	S_D12	Unknown	NA	9.701	74135	3761	NA	NA	NA	NA	1.32196	NA	NA	NA	NA	NA	V	9.308	10.058	5807.746	25.828	38718.307	NA	NA	NA	0.617	1.207	18.4254	17.0067	0.509	0	0	0.293	0.585
glucose	2	2016-03-02_030.lcd	S_E01	Unknown	NA	9.689	81673	4295	NA	NA	NA	NA	1.45637	NA	NA	NA	NA	NA	V	9.325	10.267	6349.068	23.626	42327.117	1.209	1.16	0.678	0.615	1.192	24.756	23.2866	0.486	0.719	0.564	0.281	0.585
glucose	2	2016-03-02_031.lcd	S_E02	Unknown	NA	9.673	87554	4727	NA	NA	NA	NA	1.56124	NA	NA	NA	NA	NA	NA	9.308	10.083	6383.755	23.497	42558.365	NA	NA	2.22	0.612	1.345	22.8716	21.3057	0.484	0	0.575	0.28	0.585
glucose	2	2016-03-02_032.lcd	S_E03	Unknown	NA	9.667	77435	4077	NA	NA	NA	NA	1.38081	NA	NA	NA	NA	NA	V	9.3	10.083	6233.421	24.064	41556.141	NA	NA	1.655	0.611	1.193	17.5566	16.7125	0.49	0	0.612	0.283	0.585
glucose	2	2016-03-02_033.lcd	S_E04	Unknown	NA	9.721	77966	3762	NA	NA	NA	NA	1.39026	NA	NA	NA	NA	NA	NA	9.275	10.25	5135.935	29.206	34239.567	1.178	1.201	2.066	0.62	1.343	28.0871	23.407	0.543	0.741	0.627	0.311	0.585
glucose	2	2016-03-02_034.lcd	S_E05	Unknown	NA	9.751	98752	4884	NA	NA	NA	NA	1.76093	NA	NA	NA	NA	NA	NA	9.283	10.292	5488.714	27.329	36591.426	1.176	1.195	2.115	0.625	1.34	28.6863	25.1885	0.526	0.722	0.609	0.302	0.585
glucose	2	2016-03-02_035.lcd	S_E06	Unknown	NA	9.769	113784	5674	NA	NA	NA	NA	2.02898	NA	NA	NA	NA	NA	NA	9.3	10.325	5621.825	26.682	37478.833	1.181	1.197	2.14	0.628	1.341	35.6882	31.7426	0.521	0.715	0.603	0.3	0.584
glucose	2	2016-03-02_036.lcd	S_E07	Unknown	NA	9.779	122189	6153	NA	NA	NA	NA	2.17884	NA	NA	NA	NA	NA	NA	9.283	10.325	5777.595	25.962	38517.301	1.175	1.201	2.153	0.63	1.339	34.2103	31.3997	0.515	0.712	0.594	0.296	0.584
glucose	2	2016-03-02_037.lcd	S_E08	Unknown	NA	9.789	102482	5119	NA	NA	NA	NA	1.82744	NA	NA	NA	NA	NA	NA	9.3	10.317	5697.676	26.327	37984.51	1.127	1.156	2.152	0.631	1.339	31.4188	28.6012	0.519	0.723	0.606	0.298	0.584
glucose	2	2016-03-02_038.lcd	S_E09	Unknown	NA	9.752	130937	6573	NA	NA	NA	NA	2.33484	NA	NA	NA	NA	NA	NA	9.275	10.292	5773.75	25.98	38491.667	1.164	1.174	2.143	0.625	1.339	34.629	31.3441	0.513	0.727	0.603	0.295	0.584
glucose	2	2016-03-02_039.lcd	S_E10	Unknown	NA	9.711	1465	104	NA	NA	NA	NA	0.02613	NA	NA	NA	NA	Quant.Range(Low)	V	9.6	10	4229.151	35.468	28194.337	NA	NA	0.344	0.619	1.066	0.6112	0.7592	0.597	0	0	0	0.583
glucose	2	2016-03-02_040.lcd	S_E11	Unknown	NA	9.675	1722	125	NA	NA	NA	NA	0.03071	NA	NA	NA	NA	Quant.Range(Low)	V	9.633	10.067	446.666	335.821	2977.776	NA	NA	0.171	0.613	1.06	0.6331	0.8193	1.831	0	0	0	0.582
glucose	2	2016-03-02_041.lcd	S_E12	Unknown	NA	9.642	573	64	NA	NA	NA	NA	0.01022	NA	NA	NA	NA	Quant.Range(Low)	V	9.625	9.967	NA	NA	0	NA	NA	NA	0.607	1.061	0.1936	0.3849	0	0	0	0	0.581
glucose	2	2016-03-02_042.lcd	S_F01	Unknown	NA	9.695	14434	773	NA	NA	NA	NA	0.25739	NA	NA	NA	NA	NA	V	9.483	9.967	4798.325	31.261	31988.83	NA	NA	NA	0.616	1.063	4.2785	4.0513	0.56	0	0	0.345	0.584
glucose	2	2016-03-02_043.lcd	S_F02	Unknown	NA	9.733	3982	204	NA	NA	NA	NA	0.07101	NA	NA	NA	NA	Quant.Range(Low)	V	9.55	10.067	2020.569	74.237	13470.457	NA	NA	0.165	0.622	1.068	1.5046	1.3191	0.866	0	0	0	0.586
glucose	2	2016-03-02_044.lcd	S_F03	Unknown	NA	9.773	2879	156	NA	NA	NA	NA	0.05134	NA	NA	NA	NA	Quant.Range(Low)	V	9.6	10.1	2448.714	61.257	16324.76	NA	NA	0.392	0.629	1.083	1.1879	1.1169	0.79	0	0	0	0.588
glucose	2	2016-03-02_045.lcd	S_F04	Unknown	NA	9.713	118200	6062	NA	NA	NA	NA	2.10772	NA	NA	NA	NA	NA	NA	9.258	10.317	6133.617	24.455	40890.777	1.277	1.219	2.175	0.619	1.34	30.8185	28.6931	0.496	0.731	0.583	0.286	0.585
glucose	2	2016-03-02_046.lcd	S_F05	Unknown	NA	9.711	137154	7301	NA	NA	NA	NA	2.4457	NA	NA	NA	NA	NA	NA	9.258	10.3	6257.356	23.972	41715.704	1.165	1.173	2.191	0.619	1.339	35.047	33.0724	0.491	0.659	0.556	0.284	0.585
glucose	2	2016-03-02_047.lcd	S_F06	Unknown	NA	9.716	113649	5886	NA	NA	NA	NA	2.02656	NA	NA	NA	NA	NA	NA	9.258	10.275	6173.757	24.296	41158.379	1.263	1.211	2.144	0.619	1.338	26.4829	25.4475	0.495	0.715	0.576	0.285	0.585
glucose	2	2016-03-02_048.lcd	S_F07	Unknown	NA	9.702	3988	224	NA	NA	NA	NA	0.07112	NA	NA	NA	NA	Quant.Range(Low)	V	9.567	10.1	2727.433	54.997	18182.889	NA	NA	0.095	0.617	1.063	1.6939	1.6921	0.743	0	0	0	0.584
glucose	2	2016-03-02_049.lcd	S_F08	Unknown	NA	9.708	3362	185	NA	NA	NA	NA	0.05996	NA	NA	NA	NA	Quant.Range(Low)	V	9.567	10.108	2503.816	59.909	16692.104	NA	NA	0.136	0.618	1.065	1.2774	1.2505	0.776	0	0	0	0.584
glucose	2	2016-03-02_050.lcd	S_F09	Unknown	NA	9.7	9311	506	NA	NA	NA	NA	0.16603	NA	NA	NA	NA	NA	V	9.492	10.075	4987.731	30.074	33251.54	NA	NA	NA	0.617	1.062	3.8537	3.6008	0.549	0	0	0.329	0.584
glucose	2	2016-03-02_051.lcd	S_F10	Unknown	NA	9.695	3118	176	NA	NA	NA	NA	0.05561	NA	NA	NA	NA	Quant.Range(Low)	V	9.567	10.092	2550.849	58.804	17005.657	NA	NA	0.219	0.616	1.07	1.2797	1.2572	0.768	0	0	0	0.584
glucose	2	2016-03-02_052.lcd	S_F11	Unknown	NA	9.708	15183	790	NA	NA	NA	NA	0.27073	NA	NA	NA	NA	NA	V	9.475	10.108	5053.242	29.684	33688.282	NA	NA	NA	0.618	1.07	4.3481	4.0251	0.546	0	0	0.317	0.585
glucose	2	2016-03-02_053.lcd	S_F12	Unknown	NA	9.71	18209	950	NA	NA	NA	NA	0.32469	NA	NA	NA	NA	NA	V	9.483	10.125	5287.748	28.367	35251.652	NA	NA	NA	0.618	1.068	5.5406	5.093	0.534	0	0	0.308	0.585
fructose_mannitol_sorbitol	2	2016-03-02_061.lcd	STD-0016	Standard	1	10.6	8499	446	NA	NA	NA	NA	0.09379	0.1	-0.00621	-6.21	93.8	NA	V	10.183	11.183	7164.242	20.937	47761.615	1.12	1.115	1.769	0.767	1.238	13.381	14.3287	0.501	0.652	0.556	0.29	0.637
fructose_mannitol_sorbitol	2	2016-03-02_060.lcd	STD-0015	Standard	2	10.612	22826	1194	NA	NA	NA	NA	0.25188	0.25	0.00188	0.75	100.8	NA	V	10.192	11.283	7142.721	21	47618.137	1.115	1.118	1.758	0.769	1.237	16.4366	17.499	0.502	0.655	0.558	0.291	0.638
fructose_mannitol_sorbitol	2	2016-03-02_059.lcd	STD-0014	Standard	3	10.64	46500	2421	NA	NA	NA	NA	0.51312	0.5	0.01312	2.62	102.6	NA	V	10.217	11.375	7138.506	21.013	47590.037	1.112	1.114	1.758	0.773	1.236	17.6821	18.648	0.504	0.659	0.561	0.292	0.638
fructose_mannitol_sorbitol	2	2016-03-02_058.lcd	STD-0013	Standard	4	10.67	88973	4562	NA	NA	NA	NA	0.9818	1	-0.0182	-1.82	98.2	NA	SV	10.25	11.925	7091.289	21.153	47275.261	1.113	1.116	1.752	0.778	1.235	18.6583	19.4512	0.507	0.671	0.566	0.294	0.638
fructose_mannitol_sorbitol	2	2016-03-02_057.lcd	STD-0012	Standard	5	10.689	223402	11368	NA	NA	NA	NA	2.46521	2.5	-0.03479	-1.39	98.6	NA	V	10.267	12.175	7052.437	21.269	47016.246	1.111	1.115	1.75	0.782	1.235	19.1844	19.9086	0.509	0.675	0.57	0.295	0.638
fructose_mannitol_sorbitol	2	2016-03-02_056.lcd	STD-0011	Standard	6	10.666	480314	24472	NA	NA	NA	NA	5.30019	5	0.30019	6	106	NA	V	10.242	12.35	7084.021	21.174	47226.809	1.109	1.113	1.752	0.778	1.235	19.2899	19.9855	0.507	0.674	0.568	0.294	0.638
fructose_mannitol_sorbitol	2	2016-03-02_055.lcd	STD-0010	Standard	7	10.623	922956	47018	NA	NA	NA	NA	10.18466	10	0.18466	1.85	101.8	NA	V	10.2	12.367	7076.502	21.197	47176.681	1.107	1.112	1.749	0.771	1.237	19.3327	20.033	0.505	0.673	0.566	0.293	0.638
fructose_mannitol_sorbitol	2	2016-03-02_054.lcd	STD-0009	Standard	8	10.584	1761862	89926	NA	NA	NA	NA	19.44184	20	-0.55816	-2.79	97.2	NA	V	10.167	12.35	7064.185	21.234	47094.567	1.106	1.111	1.747	0.764	1.238	19.2892	20.0004	0.504	0.674	0.565	0.292	0.638
fructose_mannitol_sorbitol	2	2016-03-02_001.lcd	BLANK	Control	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fructose_mannitol_sorbitol	2	2016-03-02_002.lcd	STD-0017	Unknown	NA	10.579	992001	36764	NA	NA	NA	NA	10.94656	NA	NA	NA	NA	NA	V	10.208	12.558	4353.167	34.458	29021.114	NA	NA	1.371	0.763	1.236	20.2994	19.522	0.641	0	0.83	0.37	0.639
fructose_mannitol_sorbitol	2	2016-03-02_003.lcd	STD-0018	Unknown	NA	10.859	1508815	37263	NA	NA	NA	NA	16.6495	NA	NA	NA	NA	NA	V	10.275	12.675	2052.844	73.069	13685.627	NA	NA	1.396	0.81	1.296	31.9991	25.6532	0.959	0	1.105	0.604	0.652
fructose_mannitol_sorbitol	2	2016-03-02_004.lcd	STD-0019	Unknown	NA	10.897	1534963	37757	NA	NA	NA	NA	16.93805	NA	NA	NA	NA	NA	V	10.308	12.725	2062.948	72.711	13752.985	NA	NA	1.398	0.816	1.294	31.9775	25.5732	0.96	0	1.108	0.606	0.652
fructose_mannitol_sorbitol	2	2016-03-02_005.lcd	STD-0010	Unknown	NA	10.694	991878	36452	NA	NA	NA	NA	10.94519	NA	NA	NA	NA	NA	V	10.317	12.708	4415.724	33.97	29438.157	NA	NA	1.384	0.782	1.233	20.4623	19.7006	0.644	0	0.837	0.372	0.638
fructose_mannitol_sorbitol	2	2016-03-02_006.lcd	BLANK	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fructose_mannitol_sorbitol	2	2016-03-02_007.lcd	STD-0017	Unknown	NA	10.686	955034	49022	NA	NA	NA	NA	10.53863	NA	NA	NA	NA	NA	V	10.267	12.208	7078.858	21.19	47192.386	1.11	1.113	1.751	0.781	1.235	19.1568	19.9567	0.508	0.671	0.567	0.294	0.637
fructose_mannitol_sorbitol	2	2016-03-02_008.lcd	STD-0018	Unknown	NA	10.841	1478517	43665	NA	NA	NA	NA	16.31518	NA	NA	NA	NA	NA	V	10.3	12.217	2683.901	55.889	17892.676	1.187	1.193	1.526	0.807	1.271	30.7616	23.1927	0.837	0.971	0.864	0.552	0.645
fructose_mannitol_sorbitol	2	2016-03-02_009.lcd	STD-0019	Unknown	NA	10.84	1499813	44307	NA	NA	NA	NA	16.55018	NA	NA	NA	NA	NA	V	10.292	12.233	2687.529	55.813	17916.863	1.186	1.192	1.526	0.807	1.271	30.7513	23.1549	0.836	0.97	0.863	0.552	0.645
fructose_mannitol_sorbitol	2	2016-03-02_010.lcd	STD-0010	Unknown	NA	10.705	939682	48121	NA	NA	NA	NA	10.36923	NA	NA	NA	NA	NA	V	10.283	12.417	7080.472	21.185	47203.149	1.11	1.113	1.751	0.784	1.234	19.2357	20.0353	0.509	0.672	0.568	0.295	0.637
fructose_mannitol_sorbitol	2	2016-03-02_011.lcd	STD-0009	Unknown	NA	10.716	1804806	91762	NA	NA	NA	NA	19.91571	NA	NA	NA	NA	NA	V	10.292	12.5	7041.187	21.303	46941.243	1.109	1.112	1.747	0.786	1.234	19.1947	19.9615	0.511	0.676	0.57	0.296	0.637
fructose_mannitol_sorbitol	2	2016-03-02_012.lcd	STD-0011	Unknown	NA	10.72	484169	24767	NA	NA	NA	NA	5.34272	NA	NA	NA	NA	NA	V	10.3	12.125	7073.035	21.207	47153.566	1.112	1.114	1.749	0.787	1.234	19.1572	19.9722	0.51	0.673	0.569	0.296	0.637
fructose_mannitol_sorbitol	2	2016-03-02_013.lcd	STD-0012	Unknown	NA	10.729	227573	11670	NA	NA	NA	NA	2.51122	NA	NA	NA	NA	NA	V	10.308	11.717	7093.107	21.147	47287.382	1.113	1.115	1.75	0.788	1.233	18.9011	19.732	0.51	0.672	0.569	0.295	0.637
fructose_mannitol_sorbitol	2	2016-03-02_014.lcd	STD-0013	Unknown	NA	10.725	89933	4611	NA	NA	NA	NA	0.99239	NA	NA	NA	NA	NA	V	10.3	11.55	7066.472	21.227	47109.816	1.113	1.116	1.749	0.787	1.234	18.5062	19.3327	0.51	0.671	0.569	0.296	0.637
fructose_mannitol_sorbitol	2	2016-03-02_015.lcd	STD-0014	Unknown	NA	10.737	47982	2462	NA	NA	NA	NA	0.52948	NA	NA	NA	NA	NA	V	10.317	11.517	7080.048	21.186	47200.319	1.112	1.115	1.749	0.79	1.233	17.8722	18.7178	0.51	0.67	0.569	0.296	0.637
fructose_mannitol_sorbitol	2	2016-03-02_016.lcd	STD-0015	Unknown	NA	10.742	23530	1208	NA	NA	NA	NA	0.25965	NA	NA	NA	NA	NA	V	10.317	11.425	7060.271	21.246	47068.476	1.114	1.115	1.75	0.79	1.233	16.6022	17.5636	0.511	0.669	0.568	0.296	0.637
fructose_mannitol_sorbitol	2	2016-03-02_017.lcd	STD-0016	Unknown	NA	10.746	8737	451	NA	NA	NA	NA	0.09641	NA	NA	NA	NA	NA	V	10.325	11.333	7140.513	21.007	47603.42	1.119	1.115	1.761	0.791	1.233	13.2959	14.331	0.509	0.66	0.564	0.296	0.636
fructose_mannitol_sorbitol	2	2016-03-02_018.lcd	S_D01	Unknown	NA	10.616	13677	620	NA	NA	NA	NA	0.15093	NA	NA	NA	NA	NA	NA	10.25	11.058	5418.461	27.683	36123.07	1.124	1.097	1.326	0.769	1.202	3.1391	3.0377	0.577	0.67	0.593	0.357	0.629
fructose_mannitol_sorbitol	2	2016-03-02_019.lcd	S_D02	Unknown	NA	10.566	10661	584	NA	NA	NA	NA	0.11764	NA	NA	NA	NA	NA	V	10.225	10.975	7331.592	20.459	48877.281	1.025	1.053	1.415	0.761	1.187	2.3145	2.4225	0.494	0.607	0.53	0.287	0.626
fructose_mannitol_sorbitol	2	2016-03-02_020.lcd	S_D03	Unknown	NA	10.551	12583	693	NA	NA	NA	NA	0.13885	NA	NA	NA	NA	NA	NA	10.233	10.958	7197.283	20.841	47981.885	1.135	1.137	1.374	0.758	1.188	2.4516	2.526	0.497	0.576	0.517	0.29	0.626
fructose_mannitol_sorbitol	2	2016-03-02_021.lcd	S_D04	Unknown	NA	10.525	29409	1297	NA	NA	NA	NA	0.32453	NA	NA	NA	NA	NA	V	10.233	10.925	4735.626	31.675	31570.843	NA	NA	1.32	0.754	1.199	7.3173	6.2053	0.612	0	0	0.361	0.629
fructose_mannitol_sorbitol	2	2016-03-02_022.lcd	S_D05	Unknown	NA	10.452	8993	489	NA	NA	NA	NA	0.09923	NA	NA	NA	NA	Quant.Range(Low)	V	10.175	10.842	6998.612	21.433	46657.413	NA	NA	1.42	0.742	1.154	3.2011	3.2726	0.5	0	0.549	0.292	0.627
fructose_mannitol_sorbitol	2	2016-03-02_023.lcd	S_D06	Unknown	NA	10.448	7352	377	NA	NA	NA	NA	0.08113	NA	NA	NA	NA	Quant.Range(Low)	V	10.175	10.808	6185.024	24.252	41233.49	NA	NA	0.48	0.741	1.15	3.039	2.9821	0.531	0	0	0.319	0.629
fructose_mannitol_sorbitol	2	2016-03-02_024.lcd	S_D07	Unknown	NA	10.471	19577	931	NA	NA	NA	NA	0.21603	NA	NA	NA	NA	NA	V	10.2	10.817	4934.782	30.396	32898.545	NA	NA	0.155	0.745	1.094	5.8685	5.237	0.596	0	0	0.348	0.631
fructose_mannitol_sorbitol	2	2016-03-02_025.lcd	S_D08	Unknown	NA	10.443	26554	1311	NA	NA	NA	NA	0.29302	NA	NA	NA	NA	NA	NA	10.017	10.842	5875.043	25.532	39166.951	1.04	1.038	1.144	0.741	1.22	8.1696	7.9269	0.545	0.653	0.573	0.32	0.631
fructose_mannitol_sorbitol	2	2016-03-02_026.lcd	S_D09	Unknown	NA	10.956	181	17	NA	NA	NA	NA	0.002	NA	NA	NA	NA	Quant.Range(Low)	NA	10.825	11.083	9139.427	16.412	60929.512	NA	NA	1.114	0.826	1.126	0.0634	0.1122	0.458	0	0	0	0.662
fructose_mannitol_sorbitol	2	2016-03-02_027.lcd	S_D10	Unknown	NA	10.964	6330	389	NA	NA	NA	NA	0.06985	NA	NA	NA	NA	Quant.Range(Low)	NA	10.692	11.308	9505.636	15.78	63370.906	1.102	1.089	0.556	0.827	1.135	1.5981	1.6951	0.45	0.501	0.455	0.265	0.664
fructose_mannitol_sorbitol	2	2016-03-02_028.lcd	S_D11	Unknown	NA	10.945	6254	390	NA	NA	NA	NA	0.06901	NA	NA	NA	NA	Quant.Range(Low)	NA	10.675	11.292	9750.933	15.383	65006.222	1.11	1.103	NA	0.824	1.148	1.5044	1.6326	0.443	0.495	0.45	0.261	0.664
fructose_mannitol_sorbitol	2	2016-03-02_029.lcd	S_D12	Unknown	NA	10.999	5914	352	NA	NA	NA	NA	0.06526	NA	NA	NA	NA	Quant.Range(Low)	NA	10.733	11.383	9028.085	16.615	60187.23	1.115	1.1	NA	0.833	1.151	1.4699	1.5925	0.463	0.522	0.473	0.272	0.663
fructose_mannitol_sorbitol	2	2016-03-02_030.lcd	S_E01	Unknown	NA	10.423	2641	148	NA	NA	NA	NA	0.02914	NA	NA	NA	NA	Quant.Range(Low)	V	10.267	10.733	2816.408	53.259	18776.053	NA	NA	1.155	0.737	1.199	0.8004	0.8031	0.786	0	0	0	0.629
fructose_mannitol_sorbitol	2	2016-03-02_031.lcd	S_E02	Unknown	NA	10.979	2141	146	NA	NA	NA	NA	0.02363	NA	NA	NA	NA	Quant.Range(Low)	NA	10.717	11.258	11175.389	13.422	74502.594	1.058	1.052	0.642	0.83	1.133	0.5594	0.6571	0.415	0.444	0.408	0.246	0.664
fructose_mannitol_sorbitol	2	2016-03-02_032.lcd	S_E03	Unknown	NA	10.972	1940	130	NA	NA	NA	NA	0.0214	NA	NA	NA	NA	Quant.Range(Low)	NA	10.75	11.275	11043.706	13.582	73624.705	1.094	1.072	0.306	0.829	1.138	0.4397	0.5333	0.418	0.449	0.412	0.249	0.664
fructose_mannitol_sorbitol	2	2016-03-02_033.lcd	S_E04	Unknown	NA	10.471	4175	201	NA	NA	NA	NA	0.04607	NA	NA	NA	NA	Quant.Range(Low)	V	10.25	10.883	4789.927	31.316	31932.845	NA	NA	1.307	0.745	1.202	1.5039	1.2521	0.605	0	0	0.357	0.63
