compound	run	Data_Filename	Sample_ID	Sample_Type	Level	Ret_Time	Area	Height	ISTD_Area	ISTD_Height	Area_Ratio	Height_Ratio	Conc	Std_Conc	Deviation	percDev	Accuracy	QC_Check_Results	Mark	Peak_Start	Peak_End	TPlatenum	HETP	meter	Tailing_F	Tailing_F10perc	Resolution	k	Separation_F	Areaperc	Heightperc	USP_Width	Width5perc	Width10perc	Width50perc	Relative_Retention_Time
trehalose	1	2016-02-29_045.lcd	S_C09	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
trehalose	1	2016-02-29_046.lcd	S_C10	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
trehalose	1	2016-02-29_047.lcd	S_C11	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
trehalose	1	2016-02-29_048.lcd	S_C12	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
pre_sialic_acid	1	2016-02-29_053.lcd	STD-0015	Standard	2	NA	NA	NA	NA	NA	NA	NA	NA	0.25	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
pre_sialic_acid	1	2016-02-29_052.lcd	STD-0014	Standard	3	NA	NA	NA	NA	NA	NA	NA	NA	0.5	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
pre_sialic_acid	1	2016-02-29_051.lcd	STD-0013	Standard	4	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
pre_sialic_acid	1	2016-02-29_050.lcd	STD-0012	Standard	5	NA	NA	NA	NA	NA	NA	NA	NA	2.5	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
pre_sialic_acid	1	2016-02-29_049.lcd	STD-0011	Standard	6	NA	NA	NA	NA	NA	NA	NA	NA	5	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
pre_sialic_acid	1	2016-02-29_001.lcd	BLANK	Control	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
pre_sialic_acid	1	2016-02-29_002.lcd	STD-0009	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
pre_sialic_acid	1	2016-02-29_003.lcd	STD-0010	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
pre_sialic_acid	1	2016-02-29_004.lcd	STD-0011	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
pre_sialic_acid	1	2016-02-29_005.lcd	STD-0012	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
pre_sialic_acid	1	2016-02-29_006.lcd	STD-0013	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
pre_sialic_acid	1	2016-02-29_007.lcd	STD-0014	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
pre_sialic_acid	1	2016-02-29_008.lcd	STD-0015	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
pre_sialic_acid	1	2016-02-29_009.lcd	STD-0016	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
pre_sialic_acid	1	2016-02-29_010.lcd	S_A01	Unknown	NA	9.081	80196	4578	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	V	8.825	9.625	6356.574	23.598	42377.158	NA	NA	0.996	0.064	0	31.9164	41.3214	0.456	0	0	0.262	0.529
pre_sialic_acid	1	2016-02-29_011.lcd	S_A02	Unknown	NA	9.081	76585	4341	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	V	8.825	9.625	6338.193	23.666	42254.622	NA	NA	0.976	0.063	0	30.5285	38.8481	0.456	0	0	0.262	0.529
pre_sialic_acid	1	2016-02-29_012.lcd	S_A03	Unknown	NA	9.079	75618	4334	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	V	8.825	9.625	6451.818	23.249	43012.119	NA	NA	0.997	0.063	0	32.6998	42.1891	0.452	0	0	0.26	0.529
pre_sialic_acid	1	2016-02-29_013.lcd	S_A04	Unknown	NA	9.107	131890	7004	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	8.625	9.575	5873.406	25.539	39156.039	NA	NA	NA	0	0	43.496	53.6773	0.475	0	0.584	0.272	0.529
pre_sialic_acid	1	2016-02-29_014.lcd	S_A05	Unknown	NA	9.118	186511	9947	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	8.625	9.725	6014.823	24.938	40098.818	1.302	1.146	NA	0	0	47.2545	59.869	0.47	0.736	0.557	0.269	0.53
pre_sialic_acid	1	2016-02-29_015.lcd	S_A06	Unknown	NA	9.119	176508	9445	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	8.65	9.725	6035.422	24.853	40236.145	1.308	1.172	6.334	5.197	0	48.474	60.6162	0.47	0.72	0.558	0.269	0.53
pre_sialic_acid	1	2016-02-29_016.lcd	S_A07	Unknown	NA	9.101	92868	5394	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	V	8.825	9.6	6697.519	22.396	44650.128	NA	NA	1.052	4.554	1.081	34.6398	44.4729	0.445	0	0	0.256	0.529
pre_sialic_acid	1	2016-02-29_017.lcd	S_A08	Unknown	NA	9.102	81199	5114	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	8.825	9.575	7508.728	19.977	50058.185	1.224	1.18	1.414	0.068	0	32.596	43.6554	0.42	0.542	0.468	0.244	0.529
pre_sialic_acid	1	2016-02-29_018.lcd	S_A09	Unknown	NA	9.095	94833	5460	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	V	8.825	9.625	6465.065	23.202	43100.434	NA	NA	1.094	0.066	0	32.7558	42.9386	0.452	0	0.552	0.259	0.53
pre_sialic_acid	1	2016-02-29_019.lcd	S_A10	Unknown	NA	9.096	97963	5515	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	8.775	9.675	6601.934	22.721	44012.897	1.422	1.311	NA	0	0	33.9247	45.4427	0.448	0.675	0.551	0.258	0.529
pre_sialic_acid	1	2016-02-29_020.lcd	S_A11	Unknown	NA	9.098	96345	5641	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	8.7	9.625	6768.466	22.162	45123.105	1.181	1.166	NA	0	0	25.9502	36.1904	0.442	0.615	0.516	0.255	0.529
pre_sialic_acid	1	2016-02-29_021.lcd	S_A12	Unknown	NA	9.094	83974	4981	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	8.725	9.625	6830.681	21.96	45537.874	1.204	1.178	NA	0	0	24.0732	34.2429	0.44	0.601	0.508	0.253	0.529
pre_sialic_acid	1	2016-02-29_022.lcd	S_B01	Unknown	NA	9.1	80660	4770	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	8.8	9.65	6919.097	21.679	46127.312	1.322	1.25	NA	0	0	39.5908	50.7224	0.438	0.613	0.514	0.253	0.529
pre_sialic_acid	1	2016-02-29_023.lcd	S_B02	Unknown	NA	9.111	90404	5423	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	8.775	9.65	7010.401	21.397	46736.005	1.226	1.179	NA	0	0	37.2624	49.042	0.435	0.602	0.504	0.251	0.53
pre_sialic_acid	1	2016-02-29_024.lcd	S_B03	Unknown	NA	9.085	104183	5738	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	8.625	9.65	6521.647	23	43477.644	1.037	1.092	NA	0	0	0	0	0.45	0.756	0.586	0.258	0.53
pre_sialic_acid	1	2016-02-29_025.lcd	S_B04	Unknown	NA	9.013	136858	7703	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	8.65	9.55	6256.29	23.976	41708.6	1.283	1.207	NA	0	0	27.8617	40.7094	0.456	0.652	0.538	0.261	0.53
pre_sialic_acid	1	2016-02-29_026.lcd	S_B05	Unknown	NA	8.943	91425	5298	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	8.6	9.5	6477.41	23.157	43182.733	1.295	1.238	8.555	10.408	0	28.8911	43.1537	0.444	0.619	0.519	0.255	0.529
pre_sialic_acid	1	2016-02-29_027.lcd	STD-0009	Unknown	NA	9.065	240178	9155	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	V	8.9	9.475	744.106	201.584	4960.709	NA	NA	0.794	22.681	1.099	2.4379	2.4895	1.329	0	0	0	0.537
pre_sialic_acid	1	2016-02-29_028.lcd	STD-0010	Unknown	NA	9.044	123801	4700	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	V	8.875	9.45	779.5	192.431	5196.668	NA	NA	0.813	0.194	2.144	2.4131	2.4363	1.296	0	0	0	0.537
pre_sialic_acid	1	2016-02-29_029.lcd	STD-0016	Unknown	NA	9.025	1023	39	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	V	8.825	9.425	1379.587	108.728	9197.245	NA	NA	1.029	0.191	2.203	1.279	1.3951	0.972	0	0	0	0.538
pre_sialic_acid	1	2016-02-29_030.lcd	S_B06	Unknown	NA	8.9	181720	10183	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	8.5	9.5	6221.568	24.11	41477.119	1.255	1.166	NA	0	0	35.0679	51.3463	0.451	0.658	0.536	0.259	0.531
pre_sialic_acid	1	2016-02-29_031.lcd	S_B07	Unknown	NA	8.891	121788	7119	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	8.475	9.3	6352.469	23.613	42349.791	1.133	1.116	NA	0	0	30.7035	45.4943	0.446	0.613	0.513	0.256	0.53
pre_sialic_acid	1	2016-02-29_032.lcd	S_B08	Unknown	NA	8.878	122078	6979	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	8.525	9.45	6331.704	23.69	42211.36	1.277	1.205	NA	0	0	28.1684	40.5471	0.446	0.631	0.523	0.257	0.53
pre_sialic_acid	1	2016-02-29_033.lcd	S_B09	Unknown	NA	8.871	119380	6977	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	8.45	9.25	6327.586	23.706	42183.905	1.117	1.102	NA	0	0	30.8424	45.6588	0.446	0.618	0.512	0.256	0.53
pre_sialic_acid	1	2016-02-29_034.lcd	S_B10	Unknown	NA	8.881	139861	8132	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	8.525	9.325	6333.459	23.684	42223.063	1.249	1.18	NA	0	0	39.2677	55.6804	0.446	0.627	0.521	0.256	0.531
pre_sialic_acid	1	2016-02-29_035.lcd	S_B11	Unknown	NA	8.868	122977	6606	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	8.525	9.55	5959.399	25.17	39729.325	1.529	1.302	NA	0	0	39.4753	49.7375	0.459	0.757	0.564	0.264	0.531
pre_sialic_acid	1	2016-02-29_036.lcd	S_B12	Unknown	NA	8.863	120764	6655	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	8.5	9.5	6136.346	24.445	40908.972	1.417	1.258	NA	0	0	36.7471	49.4979	0.453	0.707	0.547	0.259	0.531
pre_sialic_acid	1	2016-02-29_037.lcd	S_C01	Unknown	NA	8.859	121249	6857	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	8.5	9.5	6332.583	23.687	42217.221	1.319	1.217	NA	0	0	37.5707	51.2155	0.445	0.651	0.526	0.256	0.531
pre_sialic_acid	1	2016-02-29_038.lcd	S_C02	Unknown	NA	8.891	136255	7408	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	8.475	9.55	6055.374	24.771	40369.162	1.321	1.198	NA	0	0	43.9505	56.5669	0.457	0.711	0.55	0.262	0.53
pre_sialic_acid	1	2016-02-29_039.lcd	S_C03	Unknown	NA	8.934	131704	7294	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	8.575	9.6	6230.831	24.074	41538.871	1.288	1.194	NA	0	0	36.2056	50.2719	0.453	0.657	0.532	0.26	0.53
pre_sialic_acid	1	2016-02-29_040.lcd	S_C04	Unknown	NA	8.98	149663	8220	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	8.6	9.675	6180.168	24.271	41201.119	1.272	1.194	NA	0	0	47.8173	60.3163	0.457	0.664	0.542	0.263	0.531
pre_sialic_acid	1	2016-02-29_041.lcd	S_C05	Unknown	NA	9.039	232965	13253	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	8.625	9.675	6138.367	24.436	40922.447	1.124	1.081	NA	0	0	46.8088	63.4924	0.461	0.622	0.527	0.264	0.532
pre_sialic_acid	1	2016-02-29_042.lcd	S_C06	Unknown	NA	9.059	219427	12045	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	8.675	9.725	6110.232	24.549	40734.88	1.219	1.133	NA	0	0	43.5606	58.3463	0.464	0.664	0.543	0.265	0.532
pre_sialic_acid	1	2016-02-29_043.lcd	S_C07	Unknown	NA	9.04	117596	6664	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	8.65	9.425	6185.608	24.25	41237.389	NA	NA	8.367	9.103	0	46.4119	60.1562	0.46	0	0.547	0.263	0.53
pre_sialic_acid	1	2016-02-29_044.lcd	S_C08	Unknown	NA	9.098	252313	13680	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	8.7	9.725	5990.939	25.038	39939.593	1.19	1.111	NA	0	0	46.2122	60.7014	0.47	0.673	0.553	0.27	0.532
pre_sialic_acid	1	2016-02-29_045.lcd	S_C09	Unknown	NA	9.111	245152	13409	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	8.7	9.725	6054.294	24.776	40361.96	1.191	1.111	NA	0	0	44.2882	59.9588	0.468	0.67	0.549	0.267	0.532
pre_sialic_acid	1	2016-02-29_046.lcd	S_C10	Unknown	NA	9.1	193869	10673	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	8.725	9.775	6145.529	24.408	40970.193	1.212	1.148	7.709	19.438	25.514	43.3861	59.2718	0.464	0.651	0.542	0.267	0.531
pre_sialic_acid	1	2016-02-29_047.lcd	S_C11	Unknown	NA	9.106	154865	8561	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	8.7	9.775	6192.917	24.221	41286.113	1.214	1.166	6.474	6.209	0	42.8519	55.5152	0.463	0.645	0.539	0.265	0.53
pre_sialic_acid	1	2016-02-29_048.lcd	S_C12	Unknown	NA	9.134	239309	13075	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	8.725	9.8	6082.934	24.659	40552.896	1.195	1.118	NA	0	0	41.4301	57.6231	0.468	0.666	0.548	0.267	0.531
sialic_acid	1	2016-02-29_053.lcd	STD-0015	Standard	2	9.282	2417	91	NA	NA	NA	NA	0.21314	0.25	-0.03686	-14.74	85.3	NA	V	9.1	9.675	886.662	169.174	5911.077	NA	NA	0.879	0.234	1.881	1.9166	1.9631	1.247	0	0	0	0.538
sialic_acid	1	2016-02-29_052.lcd	STD-0014	Standard	3	9.267	5566	204	NA	NA	NA	NA	0.49095	0.5	-0.00905	-1.81	98.2	NA	NA	9.1	9.7	625.564	239.784	4170.423	NA	NA	0.759	0.193	2.172	2.1861	2.1647	1.482	0	0	0	0.537
sialic_acid	1	2016-02-29_051.lcd	STD-0013	Standard	4	9.251	11288	412	NA	NA	NA	NA	0.99561	1	-0.00439	-0.44	99.6	NA	T	9.1	9.694	482.577	310.831	3217.183	NA	NA	0.685	0.194	2.156	2.2814	2.2617	1.684	0	0	0	0.537
sialic_acid	1	2016-02-29_050.lcd	STD-0012	Standard	5	9.232	30538	1154	NA	NA	NA	NA	2.69333	2.5	0.19333	7.73	107.7	NA	T	9.1	9.654	364.606	411.402	2430.71	NA	NA	0.61	0.193	2.14	2.2868	2.394	1.934	0	0	0	0.536
sialic_acid	1	2016-02-29_049.lcd	STD-0011	Standard	6	9.231	60141	2214	NA	NA	NA	NA	5.30419	5	0.30419	6.08	106.1	NA	V	9.075	9.65	406.597	368.915	2710.649	NA	NA	0.634	21.226	1.099	2.3307	2.3919	1.831	0	0	0	0.536
sialic_acid	1	2016-02-29_001.lcd	BLANK	Control	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sialic_acid	1	2016-02-29_002.lcd	STD-0009	Unknown	NA	9.19	289310	11252	NA	NA	NA	NA	25.51617	NA	NA	NA	NA	NA	V	9.025	9.625	817.602	183.463	5450.678	NA	NA	0.813	0.192	2.126	2.5539	2.6755	1.286	0	0	0	0.536
sialic_acid	1	2016-02-29_003.lcd	STD-0010	Unknown	NA	9.194	178290	6881	NA	NA	NA	NA	15.72459	NA	NA	NA	NA	NA	V	9.025	9.625	754.988	198.679	5033.251	NA	NA	0.791	0.192	2.124	2.5884	2.6441	1.338	0	0	0	0.536
sialic_acid	1	2016-02-29_004.lcd	STD-0011	Unknown	NA	9.207	84399	3150	NA	NA	NA	NA	7.44371	NA	NA	NA	NA	NA	V	9.025	9.65	759.745	197.435	5064.967	NA	NA	0.797	0.192	2.128	2.5741	2.5526	1.336	0	0	0	0.536
sialic_acid	1	2016-02-29_005.lcd	STD-0012	Unknown	NA	9.206	53072	1967	NA	NA	NA	NA	4.68076	NA	NA	NA	NA	NA	V	9.025	9.65	698.725	214.677	4658.169	NA	NA	0.775	0.192	2.13	2.6548	2.5878	1.393	0	0	0	0.536
sialic_acid	1	2016-02-29_006.lcd	STD-0013	Unknown	NA	9.199	21559	816	NA	NA	NA	NA	1.90145	NA	NA	NA	NA	NA	V	9.025	9.625	679.634	220.707	4530.893	NA	NA	0.767	0.192	2.132	2.6031	2.5767	1.411	0	0	0	0.536
sialic_acid	1	2016-02-29_007.lcd	STD-0014	Unknown	NA	9.211	8592	334	NA	NA	NA	NA	0.75782	NA	NA	NA	NA	NA	V	9.05	9.65	757.86	197.926	5052.403	NA	NA	0.801	0.192	2.14	2.5185	2.5355	1.338	0	0	0	0.536
sialic_acid	1	2016-02-29_008.lcd	STD-0015	Unknown	NA	9.216	4023	149	NA	NA	NA	NA	0.35484	NA	NA	NA	NA	NA	V	9.025	9.65	695.726	215.602	4638.172	NA	NA	0.78	0.191	2.145	2.5359	2.4424	1.398	0	0	0	0.536
sialic_acid	1	2016-02-29_009.lcd	STD-0016	Unknown	NA	9.221	1663	64	NA	NA	NA	NA	0.14666	NA	NA	NA	NA	NA	V	9.05	9.65	657.19	228.244	4381.269	NA	NA	0.771	0.19	2.161	2.1819	2.2527	1.439	0	0	0	0.536
sialic_acid	1	2016-02-29_010.lcd	S_A01	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sialic_acid	1	2016-02-29_011.lcd	S_A02	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sialic_acid	1	2016-02-29_012.lcd	S_A03	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sialic_acid	1	2016-02-29_013.lcd	S_A04	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sialic_acid	1	2016-02-29_014.lcd	S_A05	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sialic_acid	1	2016-02-29_015.lcd	S_A06	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sialic_acid	1	2016-02-29_016.lcd	S_A07	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sialic_acid	1	2016-02-29_017.lcd	S_A08	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sialic_acid	1	2016-02-29_018.lcd	S_A09	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sialic_acid	1	2016-02-29_019.lcd	S_A10	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sialic_acid	1	2016-02-29_020.lcd	S_A11	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sialic_acid	1	2016-02-29_021.lcd	S_A12	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sialic_acid	1	2016-02-29_022.lcd	S_B01	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sialic_acid	1	2016-02-29_023.lcd	S_B02	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sialic_acid	1	2016-02-29_024.lcd	S_B03	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sialic_acid	1	2016-02-29_025.lcd	S_B04	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sialic_acid	1	2016-02-29_026.lcd	S_B05	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sialic_acid	1	2016-02-29_027.lcd	STD-0009	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sialic_acid	1	2016-02-29_028.lcd	STD-0010	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sialic_acid	1	2016-02-29_029.lcd	STD-0016	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sialic_acid	1	2016-02-29_030.lcd	S_B06	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sialic_acid	1	2016-02-29_031.lcd	S_B07	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sialic_acid	1	2016-02-29_032.lcd	S_B08	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sialic_acid	1	2016-02-29_033.lcd	S_B09	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sialic_acid	1	2016-02-29_034.lcd	S_B10	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sialic_acid	1	2016-02-29_035.lcd	S_B11	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sialic_acid	1	2016-02-29_036.lcd	S_B12	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sialic_acid	1	2016-02-29_037.lcd	S_C01	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sialic_acid	1	2016-02-29_038.lcd	S_C02	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
