seqID	sampleID	mouse	percent_weight	sex	FMT_input	FMT_type	Experiment	day	type	CFU	sampleType	group	shannon	nseqs	fastq_file1	seqname	fastq_file2	move_command	missing_transfer	Dates
d18_1837_2	d18_1837_2	1837_2	97.2972973	M	AMS005	hFMT	HF9	18	fecal	2440000000	mouse	hFMT	2.666334	28097	d18-1837-2_S167_L001_R1_001.fastq.gz	d18-1837-2	d18-1837-2_S167_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d18-1837-2_* | xargs cp -t /home/aseekat/forSRA	no	2018
d18_1837_3	d18_1837_3	1837_3	98.16849817	M	AMS005	hFMT	HF9	18	fecal	2320000000	mouse	hFMT	2.7679840000000002	25567	d18-1837-3_S182_L001_R1_001.fastq.gz	d18-1837-3	d18-1837-3_S182_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d18-1837-3_* | xargs cp -t /home/aseekat/forSRA	no	2018
d18_1839_1	d18_1839_1	1839_1	90.56603774	F	AMS005	hFMT	HF9	18	fecal	220000000	mouse	hFMT	2.811997	17933	d18-1839-1_S110_L001_R1_001.fastq.gz	d18-1839-1	d18-1839-1_S110_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d18-1839-1_* | xargs cp -t /home/aseekat/forSRA	no	2018
d18_1839_2	d18_1839_2	1839_2	95.57522124	F	AMS005	hFMT	HF9	18	fecal	100000000	mouse	hFMT	2.702141	30485	d18-1839-2_S174_L001_R1_001.fastq.gz	d18-1839-2	d18-1839-2_S174_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d18-1839-2_* | xargs cp -t /home/aseekat/forSRA	no	2018
d18_1839_3	d18_1839_3	1839_3	89.1509434	F	AMS005	hFMT	HF9	18	fecal	660000000	mouse	hFMT	2.779626	14329	d18-1839-3_S130_L001_R1_001.fastq.gz	d18-1839-3	d18-1839-3_S130_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d18-1839-3_* | xargs cp -t /home/aseekat/forSRA	no	2018
d19_1199_2	d19_1199_2	1199_2	104.7619048	F	D2_A	hFMT	HF1	19	fecal	2100000	mouse	hFMT	2.588138	14957	d19-1199-2_S275_L001_R1_001.fastq.gz	d19-1199-2	d19-1199-2_S275_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d19-1199-2_* | xargs cp -t /home/aseekat/forSRA	no	2015
d19_1199_3	d19_1199_3	1199_3	101.7751479	F	D2_A	hFMT	HF1	19	fecal	2300000	mouse	hFMT	2.714869	9460	d12-1199-1_S293_L001_R1_001.fastq.gz	d12-1199-1	d12-1199-1_S293_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d12-1199-1_* | xargs cp -t /home/aseekat/forSRA	no	2015
d19_1199_4	d19_1199_4	1199_4	99.44751381	F	D2_A	hFMT	HF1	19	fecal	2200000	mouse	hFMT	2.465921	17261	d9-1219-3_S351_L001_R1_001.fastq.gz	d9-1219-3	d9-1219-3_S351_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d9-1219-3_* | xargs cp -t /home/aseekat/forSRA	no	2015
d19_1200_1	d19_1200_1	1200_1	103.3519553	M	D2_A	hFMT	HF1	19	fecal	4300000	mouse	hFMT	2.349331	16485	d16-1199-4_S337_L001_R1_001.fastq.gz	d16-1199-4	d16-1199-4_S337_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d16-1199-4_* | xargs cp -t /home/aseekat/forSRA	no	2015
d19_1200_2	d19_1200_2	1200_2	106.3157895	M	D2_A	hFMT	HF1	19	fecal	6700000	mouse	hFMT	2.363929	25316	d19-1200-2_S229_L001_R1_001.fastq.gz	d19-1200-2	d19-1200-2_S229_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d19-1200-2_* | xargs cp -t /home/aseekat/forSRA	no	2015
d19_1200_3	d19_1200_3	1200_3	109.0534979	M	D2_A	hFMT	HF1	19	fecal	10100000	mouse	hFMT	2.544374	18580	d0-1119-5_S339_L001_R1_001.fastq.gz	d0-1119-5	d0-1119-5_S339_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d0-1119-5_* | xargs cp -t /home/aseekat/forSRA	no	2015
d19_1200_4	d19_1200_4	1200_4	102.4390244	M	D2_A	hFMT	HF1	19	fecal	10700000	mouse	hFMT	2.519379	15918	d1-1223-5_S309_L001_R1_001.fastq.gz	d1-1223-5	d1-1223-5_S309_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d1-1223-5_* | xargs cp -t /home/aseekat/forSRA	no	2015
d19_1291_1	d19_1291_1	1291_1	101.0638298	F	R4_F	hFMT	HF4	19	fecal	75000000	mouse	hFMT	1.785997	55908	d19-1291-1_S127_L001_R1_001.fastq.gz	d19-1291-1	d19-1291-1_S127_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d19-1291-1_* | xargs cp -t /home/aseekat/forSRA	no	2015
d19_1291_2	d19_1291_2	1291_2	94.93670886	F	R4_F	hFMT	HF4	19	fecal	109000000	mouse	hFMT	1.868973	29321	d19-1291-2_S128_L001_R1_001.fastq.gz	d19-1291-2	d19-1291-2_S128_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d19-1291-2_* | xargs cp -t /home/aseekat/forSRA	no	2015
d19_1291_3	d19_1291_3	1291_3	96.27659574	F	R4_F	hFMT	HF4	19	fecal	172000000	mouse	hFMT	2.057857	24043	d19-1291-3_S129_L001_R1_001.fastq.gz	d19-1291-3	d19-1291-3_S129_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d19-1291-3_* | xargs cp -t /home/aseekat/forSRA	no	2015
d19_1292_1	d19_1292_1	1292_1	98.125	F	D4_A	hFMT	HF4	19	fecal	60000000	mouse	hFMT	2.465928	27891	d19-1292-1_S43_L001_R1_001.fastq.gz	d19-1292-1	d19-1292-1_S43_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d19-1292-1_* | xargs cp -t /home/aseekat/forSRA	no	2015
d19_1292_2	d19_1292_2	1292_2	92.10526316	F	D4_A	hFMT	HF4	19	fecal	21000000	mouse	hFMT	2.955303	37572	d19-1292-2_S44_L001_R1_001.fastq.gz	d19-1292-2	d19-1292-2_S44_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d19-1292-2_* | xargs cp -t /home/aseekat/forSRA	no	2015
d19_1292_3	d19_1292_3	1292_3	102.7472527	F	D4_A	hFMT	HF4	19	fecal	7000000	mouse	hFMT	3.029658	6786	d19-1292-3_S45_L001_R1_001.fastq.gz	d19-1292-3	d19-1292-3_S45_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d19-1292-3_* | xargs cp -t /home/aseekat/forSRA	no	2015
d19_1293_1	d19_1293_1	1293_1	96.08938547	F	D5_A	hFMT	HF4	19	fecal	33100000	mouse	hFMT	2.502344	10676	d19-1293-1_S40_L001_R1_001.fastq.gz	d19-1293-1	d19-1293-1_S40_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d19-1293-1_* | xargs cp -t /home/aseekat/forSRA	no	2015
d19_1293_2	d19_1293_2	1293_2	98.1595092	F	D5_A	hFMT	HF4	19	fecal	32500000	mouse	hFMT	2.552791	16985	d19-1293-2_S41_L001_R1_001.fastq.gz	d19-1293-2	d19-1293-2_S41_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d19-1293-2_* | xargs cp -t /home/aseekat/forSRA	no	2015
d19_1293_3	d19_1293_3	1293_3	100	F	D5_A	hFMT	HF4	19	fecal	600000	mouse	hFMT	2.427173	24055	d19-1293-3_S42_L001_R1_001.fastq.gz	d19-1293-3	d19-1293-3_S42_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d19-1293-3_* | xargs cp -t /home/aseekat/forSRA	no	2015
d19_1295_2	d19_1295_2	1295_2	97.20930233	M	R4_F	hFMT	HF4	19	fecal	43000000	mouse	hFMT	2.477366	36463	d19-1295-2_S130_L001_R1_001.fastq.gz	d19-1295-2	d19-1295-2_S130_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d19-1295-2_* | xargs cp -t /home/aseekat/forSRA	no	2015
d19_1295_4	d19_1295_4	1295_4	98.21428571	M	R4_F	hFMT	HF4	19	fecal	57000000	mouse	hFMT	1.774297	11743	d19-1295-4_S131_L001_R1_001.fastq.gz	d19-1295-4	d19-1295-4_S131_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d19-1295-4_* | xargs cp -t /home/aseekat/forSRA	no	2015
d19_1296_1	d19_1296_1	1296_1	97.63033175	M	D4_A	hFMT	HF4	19	fecal	25000000	mouse	hFMT	2.709747	34342	d19-1296-1_S133_L001_R1_001.fastq.gz	d19-1296-1	d19-1296-1_S133_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d19-1296-1_* | xargs cp -t /home/aseekat/forSRA	no	2015
d19_1296_2	d19_1296_2	1296_2	98.63013699	M	D4_A	hFMT	HF4	19	fecal	62000000	mouse	hFMT	2.75935	42492	d19-1296-2_S134_L001_R1_001.fastq.gz	d19-1296-2	d19-1296-2_S134_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d19-1296-2_* | xargs cp -t /home/aseekat/forSRA	no	2015
d19_1296_3	d19_1296_3	1296_3	98.55769231	M	D4_A	hFMT	HF4	19	fecal	108000000	mouse	hFMT	2.835845	30979	d19-1296-3_S135_L001_R1_001.fastq.gz	d19-1296-3	d19-1296-3_S135_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d19-1296-3_* | xargs cp -t /home/aseekat/forSRA	no	2015
d19_1297_1	d19_1297_1	1297_1	103.8297872	M	D5_A	hFMT	HF4	19	fecal	6000000	mouse	hFMT	2.487683	31366	d19-1297-1_S136_L001_R1_001.fastq.gz	d19-1297-1	d19-1297-1_S136_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d19-1297-1_* | xargs cp -t /home/aseekat/forSRA	no	2015
d19_1297_2	d19_1297_2	1297_2	109.8130841	M	D5_A	hFMT	HF4	19	fecal	29100000	mouse	hFMT	2.510749	40592	d19-1297-2_S137_L001_R1_001.fastq.gz	d19-1297-2	d19-1297-2_S137_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d19-1297-2_* | xargs cp -t /home/aseekat/forSRA	no	2015
d19_1297_3	d19_1297_3	1297_3	97.82608696	M	D5_A	hFMT	HF4	19	fecal	17000000	mouse	hFMT	2.617633	30724	d19-1297-3_S138_L001_R1_001.fastq.gz	d19-1297-3	d19-1297-3_S138_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d19-1297-3_* | xargs cp -t /home/aseekat/forSRA	no	2015
c21_1835_1	d21_1835_1	1835_1	98.96193772	M	AMS001	hFMT	HF9	21	cecal	1290000000	mouse	hFMT	3.209821	10018	c21-1835-1_S95_L001_R1_001.fastq.gz	c21-1835-1	c21-1835-1_S95_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name c21-1835-1_* | xargs cp -t /home/aseekat/forSRA	no	2018
c21_1835_3	d21_1835_3	1835_3	103.5335689	M	AMS001	hFMT	HF9	21	cecal	190000000	mouse	hFMT	3.293301	14973	c21-1835-3_S96_L001_R1_001.fastq.gz	c21-1835-3	c21-1835-3_S96_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name c21-1835-3_* | xargs cp -t /home/aseekat/forSRA	no	2018
c21_1836_2	d21_1836_2	1836_2	98.63636364	F	AMS001	hFMT	HF9	21	cecal	730000000	mouse	hFMT	2.86128	16522	c21-1836-2_S97_L001_R1_001.fastq.gz	c21-1836-2	c21-1836-2_S97_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name c21-1836-2_* | xargs cp -t /home/aseekat/forSRA	no	2018
c21_1836_3	d21_1836_3	1836_3	94.24778761	F	AMS001	hFMT	HF9	21	cecal	470000000	mouse	hFMT	2.960396	19109	c21-1836-3_S111_L001_R1_001.fastq.gz	c21-1836-3	c21-1836-3_S111_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name c21-1836-3_* | xargs cp -t /home/aseekat/forSRA	no	2018
c21_1836_4	d21_1836_4	1836_4	103.6866359	F	AMS001	hFMT	HF9	21	cecal	1030000000	mouse	hFMT	2.94124	12062	c21-1836-4_S112_L001_R1_001.fastq.gz	c21-1836-4	c21-1836-4_S112_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name c21-1836-4_* | xargs cp -t /home/aseekat/forSRA	no	2018
c21_1837_1	d21_1837_1	1837_1	99.61832061	M	AMS005	hFMT	HF9	21	cecal	1150000000	mouse	hFMT	2.260534	21955	c21-1837-1_S141_L001_R1_001.fastq.gz	c21-1837-1	c21-1837-1_S141_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name c21-1837-1_* | xargs cp -t /home/aseekat/forSRA	no	2018
c21_1837_2	d21_1837_2	1837_2	98.45559846	M	AMS005	hFMT	HF9	21	cecal	350000000	mouse	hFMT	2.439223	22261	c21-1837-2_S78_L001_R1_001.fastq.gz	c21-1837-2	c21-1837-2_S78_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name c21-1837-2_* | xargs cp -t /home/aseekat/forSRA	no	2018
c21_1837_3	d21_1837_3	1837_3	101.8315018	M	AMS005	hFMT	HF9	21	cecal	60000000	mouse	hFMT	2.238277	22840	c21-1837-3_S60_L001_R1_001.fastq.gz	c21-1837-3	c21-1837-3_S60_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name c21-1837-3_* | xargs cp -t /home/aseekat/forSRA	no	2018
c21_1839_1	d21_1839_1	1839_1	93.39622642	F	AMS005	hFMT	HF9	21	cecal	1110000000	mouse	hFMT	2.66715	14347	c21-1839-1_S88_L001_R1_001.fastq.gz	c21-1839-1	c21-1839-1_S88_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name c21-1839-1_* | xargs cp -t /home/aseekat/forSRA	no	2018
c21_1839_2	d21_1839_2	1839_2	97.78761062	F	AMS005	hFMT	HF9	21	cecal	350000000	mouse	hFMT	2.683412	22546	c21-1839-2_S155_L001_R1_001.fastq.gz	c21-1839-2	c21-1839-2_S155_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name c21-1839-2_* | xargs cp -t /home/aseekat/forSRA	no	2018
c21_1839_3	d21_1839_3	1839_3	97.64150943	F	AMS005	hFMT	HF9	21	cecal	1600000000	mouse	hFMT	2.650354	12547	c21-1839-3_S47_L001_R1_001.fastq.gz	c21-1839-3	c21-1839-3_S47_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name c21-1839-3_* | xargs cp -t /home/aseekat/forSRA	no	2018
cecal_d21_1199_2	d21_1199_2	1199_2	106.3492063	F	D2_A	hFMT	HF1	21	cecal	3000000	mouse	hFMT	2.739263	19328	d41-C1199-2_S355_L001_R1_001.fastq.gz	d41-C1199-2	d41-C1199-2_S355_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d41-C1199-2_* | xargs cp -t /home/aseekat/forSRA	no	2015
cecal_d21_1199_3	d21_1199_3	1199_3	104.7337278	F	D2_A	hFMT	HF1	21	cecal	49000000	mouse	hFMT	2.527851	21344	d41-C1199-3_S360_L001_R1_001.fastq.gz	d41-C1199-3	d41-C1199-3_S360_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d41-C1199-3_* | xargs cp -t /home/aseekat/forSRA	no	2015
cecal_d21_1199_4	d21_1199_4	1199_4	104.9723757	F	D2_A	hFMT	HF1	21	cecal	14000000	mouse	hFMT	2.848536	16758	d41-C1199-4_S369_L001_R1_001.fastq.gz	d41-C1199-4	d41-C1199-4_S369_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d41-C1199-4_* | xargs cp -t /home/aseekat/forSRA	no	2015
cecal_d21_1200_1	d21_1200_1	1200_1	108.3798883	M	D2_A	hFMT	HF1	21	cecal	2000000	mouse	hFMT	2.598322	28493	d41-C1200-1_S335_L001_R1_001.fastq.gz	d41-C1200-1	d41-C1200-1_S335_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d41-C1200-1_* | xargs cp -t /home/aseekat/forSRA	no	2015
cecal_d21_1200_2	d21_1200_2	1200_2	107.3684211	M	D2_A	hFMT	HF1	21	cecal	846501.1287	mouse	hFMT	2.713402	23385	d41-C1200-2_S342_L001_R1_001.fastq.gz	d41-C1200-2	d41-C1200-2_S342_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d41-C1200-2_* | xargs cp -t /home/aseekat/forSRA	no	2015
cecal_d21_1200_3	d21_1200_3	1200_3	107.4074074	M	D2_A	hFMT	HF1	21	cecal	4100000	mouse	hFMT	2.675088	21563	d41-C1200-3_S346_L001_R1_001.fastq.gz	d41-C1200-3	d41-C1200-3_S346_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d41-C1200-3_* | xargs cp -t /home/aseekat/forSRA	no	2015
cecal_d21_1200_4	d21_1200_4	1200_4	107.3170732	M	D2_A	hFMT	HF1	21	cecal	8100000	mouse	hFMT	2.75965	15819	d41-C1200-4_S379_L001_R1_001.fastq.gz	d41-C1200-4	d41-C1200-4_S379_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d41-C1200-4_* | xargs cp -t /home/aseekat/forSRA	no	2015
d21_1223_3	d21_1223_3	1223_3	103.2608696	F	D2_A	hFMT	HF2	21	fecal	14000000	mouse	hFMT	2.498091	24460	d21-1223-3_S251_L001_R1_001.fastq.gz	d21-1223-3	d21-1223-3_S251_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d21-1223-3_* | xargs cp -t /home/aseekat/forSRA	no	2015
d21_1223_4	d21_1223_4	1223_4	102.2099448	F	D2_A	hFMT	HF2	21	fecal	18000000	mouse	hFMT	2.341387	20947	d21-1223-4_S303_L001_R1_001.fastq.gz	d21-1223-4	d21-1223-4_S303_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d21-1223-4_* | xargs cp -t /home/aseekat/forSRA	no	2015
d21_1223_5	d21_1223_5	1223_5	102.2346369	F	D2_A	hFMT	HF2	21	fecal	2000000	mouse	hFMT	2.575171	22128	d21-1223-5_S203_L001_R1_001.fastq.gz	d21-1223-5	d21-1223-5_S203_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d21-1223-5_* | xargs cp -t /home/aseekat/forSRA	no	2015
d21_1225_2	d21_1225_2	1225_2	102.7149321	M	D2_A	hFMT	HF2	21	fecal	1000000	mouse	hFMT	2.613304	21434	d21-1225-2_S208_L001_R1_001.fastq.gz	d21-1225-2	d21-1225-2_S208_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d21-1225-2_* | xargs cp -t /home/aseekat/forSRA	no	2015
d21_1225_3	d21_1225_3	1225_3	106.9767442	M	D2_A	hFMT	HF2	21	fecal	4000000	mouse	hFMT	2.22386	15421	d28-1225-3B_S317_L001_R1_001.fastq.gz	d28-1225-3B	d28-1225-3B_S317_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d28-1225-3B_* | xargs cp -t /home/aseekat/forSRA	no	2015
d21_1225_4	d21_1225_4	1225_4	105.106383	M	D2_A	hFMT	HF2	21	fecal	2000000	mouse	hFMT	2.289297	21768	d21-1225-4_S312_L001_R1_001.fastq.gz	d21-1225-4	d21-1225-4_S312_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d21-1225-4_* | xargs cp -t /home/aseekat/forSRA	no	2015
d24_1223_3	d24_1223_3	1223_3	107.6086957	F	D2_A	hFMT	HF2	24	fecal	21700000	mouse	hFMT	2.307193	35651	d24-1223-3_S90_L001_R1_001.fastq.gz	d24-1223-3	d24-1223-3_S90_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d24-1223-3_* | xargs cp -t /home/aseekat/forSRA	no	2015
d24_1223_4	d24_1223_4	1223_4	106.0773481	F	D2_A	hFMT	HF2	24	fecal	5200000	mouse	hFMT	2.273356	29239	d24-1223-4_S294_L001_R1_001.fastq.gz	d24-1223-4	d24-1223-4_S294_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d24-1223-4_* | xargs cp -t /home/aseekat/forSRA	no	2015
d24_1223_5	d24_1223_5	1223_5	102.2346369	F	D2_A	hFMT	HF2	24	fecal	15200000	mouse	hFMT	2.362615	25738	d24-1223-5_S72_L001_R1_001.fastq.gz	d24-1223-5	d24-1223-5_S72_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d24-1223-5_* | xargs cp -t /home/aseekat/forSRA	no	2015
d24_1225_1	d24_1225_1	1225_1	105.3398058	M	D2_A	hFMT	HF2	24	fecal	350000	mouse	hFMT	2.551744	22510	d24-1225-1_S269_L001_R1_001.fastq.gz	d24-1225-1	d24-1225-1_S269_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d24-1225-1_* | xargs cp -t /home/aseekat/forSRA	no	2015
d24_1225_3	d24_1225_3	1225_3	112.5581395	M	D2_A	hFMT	HF2	24	fecal	1500000	mouse	hFMT	2.533645	26172	d24-1225-3_S230_L001_R1_001.fastq.gz	d24-1225-3	d24-1225-3_S230_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d24-1225-3_* | xargs cp -t /home/aseekat/forSRA	no	2015
d24_1225_4	d24_1225_4	1225_4	109.787234	M	D2_A	hFMT	HF2	24	fecal	600000	mouse	hFMT	2.424557	23915	d24-1225-4_S229_L001_R1_001.fastq.gz	d24-1225-4	d24-1225-4_S229_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d24-1225-4_* | xargs cp -t /home/aseekat/forSRA	no	2015
d28_1223_3	d28_1223_3	1223_3	107.6086957	F	D2_A	hFMT	HF2	28	fecal	17800000	mouse	hFMT	2.291802	23823	d28-1223-3_S304_L001_R1_001.fastq.gz	d28-1223-3	d28-1223-3_S304_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d28-1223-3_* | xargs cp -t /home/aseekat/forSRA	no	2015
d28_1223_4	d28_1223_4	1223_4	101.1049724	F	D2_A	hFMT	HF2	28	fecal	21200000	mouse	hFMT	2.528383	24205	d28-1223-4_S278_L001_R1_001.fastq.gz	d28-1223-4	d28-1223-4_S278_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d28-1223-4_* | xargs cp -t /home/aseekat/forSRA	no	2015
d28_1225_1	d28_1225_1	1225_1	108.2524272	M	D2_A	hFMT	HF2	28	fecal	0	mouse	hFMT	2.463505	27326	d28-1225-1_S226_L001_R1_001.fastq.gz	d28-1225-1	d28-1225-1_S226_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d28-1225-1_* | xargs cp -t /home/aseekat/forSRA	no	2015
d28_1225_2	d28_1225_2	1225_2	105.4298643	M	D2_A	hFMT	HF2	28	fecal	110000	mouse	hFMT	2.364653	25067	d28-1225-2_S175_L001_R1_001.fastq.gz	d28-1225-2	d28-1225-2_S175_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d28-1225-2_* | xargs cp -t /home/aseekat/forSRA	no	2015
d28_1225_3	d28_1225_3	1225_3	112.0930233	M	D2_A	hFMT	HF2	28	fecal	20000	mouse	hFMT	2.630818	30129	d28-1225-3A_S263_L001_R1_001.fastq.gz	d28-1225-3A	d28-1225-3A_S263_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d28-1225-3A_* | xargs cp -t /home/aseekat/forSRA	no	2015
d32_1223_3	d32_1223_3	1223_3	110.8695652	F	D2_A	hFMT	HF2	32	fecal	3900000	mouse	hFMT	2.55763	18709	d32-1223-3_S267_L001_R1_001.fastq.gz	d32-1223-3	d32-1223-3_S267_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d32-1223-3_* | xargs cp -t /home/aseekat/forSRA	no	2015
d32_1223_4	d32_1223_4	1223_4	111.6022099	F	D2_A	hFMT	HF2	32	fecal	500000	mouse	hFMT	2.29184	27482	d32-1223-4_S169_L001_R1_001.fastq.gz	d32-1223-4	d32-1223-4_S169_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d32-1223-4_* | xargs cp -t /home/aseekat/forSRA	no	2015
d32_1223_5	d32_1223_5	1223_5	109.4972067	F	D2_A	hFMT	HF2	32	fecal	3400000	mouse	hFMT	2.283782	36727	d32-1223-5_S179_L001_R1_001.fastq.gz	d32-1223-5	d32-1223-5_S179_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d32-1223-5_* | xargs cp -t /home/aseekat/forSRA	no	2015
d32_1225_1	d32_1225_1	1225_1	111.6504854	M	D2_A	hFMT	HF2	32	fecal	0	mouse	hFMT	2.129739	19785	d32-1225-1_S91_L001_R1_001.fastq.gz	d32-1225-1	d32-1225-1_S91_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d32-1225-1_* | xargs cp -t /home/aseekat/forSRA	no	2015
d32_1225_2	d32_1225_2	1225_2	106.7873303	M	D2_A	hFMT	HF2	32	fecal	0	mouse	hFMT	2.528152	22315	d32-1225-2_S257_L001_R1_001.fastq.gz	d32-1225-2	d32-1225-2_S257_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d32-1225-2_* | xargs cp -t /home/aseekat/forSRA	no	2015
d32_1225_3	d32_1225_3	1225_3	113.0232558	M	D2_A	hFMT	HF2	32	fecal	0	mouse	hFMT	2.516014	20542	d32-1225-3_S228_L001_R1_001.fastq.gz	d32-1225-3	d32-1225-3_S228_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d32-1225-3_* | xargs cp -t /home/aseekat/forSRA	no	2015
d32_1291_1	d32_1291_1	1291_1	114.3617021	F	R4_F	hFMT	HF4	32	fecal	80000000	mouse	hFMT	1.813107	5218	d32-1291-1_S162_L001_R1_001.fastq.gz	d32-1291-1	d32-1291-1_S162_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d32-1291-1_* | xargs cp -t /home/aseekat/forSRA	no	2015
d32_1291_2	d32_1291_2	1291_2	112.0253165	F	R4_F	hFMT	HF4	32	fecal	142000000	mouse	hFMT	2.553197	46105	d32-1291-2_S163_L001_R1_001.fastq.gz	d32-1291-2	d32-1291-2_S163_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d32-1291-2_* | xargs cp -t /home/aseekat/forSRA	no	2015
d32_1291_3	d32_1291_3	1291_3	103.7234043	F	R4_F	hFMT	HF4	32	fecal	198000000	mouse	hFMT	2.402996	31473	d32-1291-3_S164_L001_R1_001.fastq.gz	d32-1291-3	d32-1291-3_S164_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d32-1291-3_* | xargs cp -t /home/aseekat/forSRA	no	2015
d32_1292_1	d32_1292_1	1292_1	115.625	F	D4_A	hFMT	HF4	32	fecal	40000000	mouse	hFMT	3.084787	7126	d32-1292-1_S61_L001_R1_001.fastq.gz	d32-1292-1	d32-1292-1_S61_L001_R2_001.fastq.gz	find /home/aseekat/allHF/UM_seqs -name d32-1292-1_* | xargs cp -t /home/aseekat/forSRA	no	2015
