seqID	SRA_ID	BioProjectID	BioSampleID	sampleID	mouse	percent_weight	sex	FMT_input	FMT_type	Experiment	day	type	CFU	sampleType	group	shannon	nseqs	propionate	succinate	acetate	butyrate	DCA	HDCA_UDCA	CDCA	aMCA	bMCA	CA	HCA	wMCA	GLCA	GCDCA	GDCA	GHDCA	GUDCA	GCA	GHCA	TLCA	TCDCA	TDCA	THDCA_TUDCA	THCA	TaMCA_TbMCA	TCA	Acetate_nmol	Propionate_nmol	Butyrate_nmol	Isovalerate_nmol	Valerate_nmol	Hexanoate_nmol	Heptanoate_nmol	Octanoate_nmol
d13_1223_3	d13_1223_3	PRJNA1168499	SAMN44422850	d13_1223_3	1223_3	102.173913	F	D2_A	hFMT	HF2	13	fecal	25000000	mouse	hFMT	2.104562	24163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d13_1223_5	d13_1223_5	PRJNA1168499	SAMN44422851	d13_1223_5	1223_5	97.20670391	F	D2_A	hFMT	HF2	13	fecal	20000000	mouse	hFMT	2.006102	24330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d13_1225_2	d13_1225_2	PRJNA1168499	SAMN44422852	d13_1225_2	1225_2	94.57013575	M	D2_A	hFMT	HF2	13	fecal	13000000	mouse	hFMT	1.838735	29826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d13_1225_4	d13_1225_4	PRJNA1168499	SAMN44422853	d13_1225_4	1225_4	103.4042553	M	D2_A	hFMT	HF2	13	fecal	55000000	mouse	hFMT	1.792808	26661	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d13_1225_5	d13_1225_5	PRJNA1168499	SAMN44422854	d13_1225_5	1225_5	95.95959596	M	D2_A	hFMT	HF2	13	fecal	NA	mouse	hFMT	1.778311	34749	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d13_1297_1	d13_1297_1	PRJNA1168499	SAMN44422855	d13_1297_1	1297_1	104.2553191	M	D5_A	hFMT	HF4	13	fecal	9600000	mouse	hFMT	2.364369	50586	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d13_1835_1	d13_1835_1	PRJNA1168499	SAMN44422856	d13_1835_1	1835_1	92.38754325	M	AMS001	hFMT	HF9	13	fecal	660000000	mouse	hFMT	2.458858	21974	12.44538295	42.29520343	21.44255533	1.55939176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d13_1835_2	d13_1835_2	PRJNA1168499	SAMN44422857	d13_1835_2	1835_2	96.1130742	M	AMS001	hFMT	HF9	13	fecal	70000000	mouse	hFMT	2.282226	23837	7.955300176	9.762067028	16.57262063	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d13_1835_3	d13_1835_3	PRJNA1168499	SAMN44422858	d13_1835_3	1835_3	100	M	AMS001	hFMT	HF9	13	fecal	90000000	mouse	hFMT	2.695447	22224	10.89250586	16.10927465	28.78099237	1.405206189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d13_1836_1	d13_1836_1	PRJNA1168499	SAMN44422859	d13_1836_1	1836_1	89.09090909	F	AMS001	hFMT	HF9	13	fecal	210000000	mouse	hFMT	2.295187	36205	12.55705234	35.44105731	23.99781757	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d13_1836_2	d13_1836_2	PRJNA1168499	SAMN44422860	d13_1836_2	1836_2	80.90909091	F	AMS001	hFMT	HF9	13	fecal	170000000	mouse	hFMT	2.172091	22123	44.67108141	18.57793951	88.38473989	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d13_1836_3	d13_1836_3	PRJNA1168499	SAMN44422861	d13_1836_3	1836_3	82.30088496	F	AMS001	hFMT	HF9	13	fecal	760000000	mouse	hFMT	2.60836	34372	18.61278109	39.90504115	43.96555296	0.104044625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d13_1836_4	d13_1836_4	PRJNA1168499	SAMN44422862	d13_1836_4	1836_4	89.40092166	F	AMS001	hFMT	HF9	13	fecal	300000000	mouse	hFMT	2.466078	45096	14.32487378	24.50628837	30.63264582	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d13_1837_1	d13_1837_1	PRJNA1168499	SAMN44422863	d13_1837_1	1837_1	98.09160305	M	AMS005	hFMT	HF9	13	fecal	740000000	mouse	hFMT	1.958967	19102	7.867153719	15.79789436	25.08929628	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d13_1837_2	d13_1837_2	PRJNA1168499	SAMN44422864	d13_1837_2	1837_2	94.98069498	M	AMS005	hFMT	HF9	13	fecal	630000000	mouse	hFMT	2.009041	27683	8.759292329	11.37271889	22.5852203	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d13_1837_3	d13_1837_3	PRJNA1168499	SAMN44422865	d13_1837_3	1837_3	96.7032967	M	AMS005	hFMT	HF9	13	fecal	40000000	mouse	hFMT	1.855253	30315	6.926823168	14.20470864	22.20085113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d13_1839_2	d13_1839_2	PRJNA1168499	SAMN44422866	d13_1839_2	1839_2	89.82300885	F	AMS005	hFMT	HF9	13	fecal	340000000	mouse	hFMT	2.398392	31345	6.789299825	8.741409264	19.53621587	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d13_1839_3	d13_1839_3	PRJNA1168499	SAMN44422867	d13_1839_3	1839_3	80.66037736	F	AMS005	hFMT	HF9	13	fecal	60000000	mouse	hFMT	2.40094	41574	6.308555831	14.01321997	28.28912912	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1199_2	d16_1199_2	PRJNA1168499	SAMN44422868	d16_1199_2	1199_2	102.1164021	F	D2_A	hFMT	HF1	16	fecal	NA	mouse	hFMT	2.482471	22338	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1199_3	d16_1199_3	PRJNA1168499	SAMN44422869	d16_1199_3	1199_3	101.7751479	F	D2_A	hFMT	HF1	16	fecal	19000000	mouse	hFMT	2.590318	21473	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1199_4	d16_1199_4	PRJNA1168499	SAMN44422870	d16_1199_4	1199_4	97.23756906	F	D2_A	hFMT	HF1	16	fecal	4000000	mouse	hFMT	2.467099	20027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1200_1	d16_1200_1	PRJNA1168499	SAMN44422871	d16_1200_1	1200_1	99.44134078	M	D2_A	hFMT	HF1	16	fecal	800000	mouse	hFMT	2.476018	17333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1200_2	d16_1200_2	PRJNA1168499	SAMN44422872	d16_1200_2	1200_2	102.6315789	M	D2_A	hFMT	HF1	16	fecal	3000000	mouse	hFMT	2.491073	18987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1200_3	d16_1200_3	PRJNA1168499	SAMN44422873	d16_1200_3	1200_3	105.7613169	M	D2_A	hFMT	HF1	16	fecal	22000000	mouse	hFMT	2.397416	14127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1200_4	d16_1200_4	PRJNA1168499	SAMN44422874	d16_1200_4	1200_4	97.96747967	M	D2_A	hFMT	HF1	16	fecal	55000000	mouse	hFMT	2.568263	19770	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1223_3	d16_1223_3	PRJNA1168499	SAMN44422875	d16_1223_3	1223_3	104.3478261	F	D2_A	hFMT	HF2	16	fecal	21000000	mouse	hFMT	2.224456	21893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1223_4	d16_1223_4	PRJNA1168499	SAMN44422876	d16_1223_4	1223_4	100	F	D2_A	hFMT	HF2	16	fecal	42000000	mouse	hFMT	2.482884	20782	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1223_5	d16_1223_5	PRJNA1168499	SAMN44422877	d16_1223_5	1223_5	99.44134078	F	D2_A	hFMT	HF2	16	fecal	13000000	mouse	hFMT	2.294101	26444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1225_2	d16_1225_2	PRJNA1168499	SAMN44422878	d16_1225_2	1225_2	98.64253394	M	D2_A	hFMT	HF2	16	fecal	50000000	mouse	hFMT	2.222209	36538	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1225_3	d16_1225_3	PRJNA1168499	SAMN44422879	d16_1225_3	1225_3	106.5116279	M	D2_A	hFMT	HF2	16	fecal	42000000	mouse	hFMT	2.280795	31961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1225_4	d16_1225_4	PRJNA1168499	SAMN44422880	d16_1225_4	1225_4	101.7021277	M	D2_A	hFMT	HF2	16	fecal	15000000	mouse	hFMT	2.325692	36544	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1291_1	d16_1291_1	PRJNA1168499	SAMN44422881	d16_1291_1	1291_1	96.27659574	F	R4_F	hFMT	HF4	16	fecal	19200000	mouse	hFMT	2.023031	40184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1291_3	d16_1291_3	PRJNA1168499	SAMN44422882	d16_1291_3	1291_3	92.0212766	F	R4_F	hFMT	HF4	16	fecal	50700000	mouse	hFMT	1.685374	13830	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1292_1	d16_1292_1	PRJNA1168499	SAMN44422883	d16_1292_1	1292_1	93.75	F	D4_A	hFMT	HF4	16	fecal	2000000	mouse	hFMT	2.568612	25810	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1292_2	d16_1292_2	PRJNA1168499	SAMN44422884	d16_1292_2	1292_2	89.47368421	F	D4_A	hFMT	HF4	16	fecal	18800000	mouse	hFMT	2.464061	25464	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1292_3	d16_1292_3	PRJNA1168499	SAMN44422885	d16_1292_3	1292_3	100	F	D4_A	hFMT	HF4	16	fecal	7000000	mouse	hFMT	2.740893	31582	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1293_1	d16_1293_1	PRJNA1168499	SAMN44422886	d16_1293_1	1293_1	93.29608939	F	D5_A	hFMT	HF4	16	fecal	500000	mouse	hFMT	2.031532	21304	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1293_2	d16_1293_2	PRJNA1168499	SAMN44422887	d16_1293_2	1293_2	96.3190184	F	D5_A	hFMT	HF4	16	fecal	1000000	mouse	hFMT	2.284079	19959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1293_3	d16_1293_3	PRJNA1168499	SAMN44422888	d16_1293_3	1293_3	95.73170732	F	D5_A	hFMT	HF4	16	fecal	700000	mouse	hFMT	1.854524	4548	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1295_2	d16_1295_2	PRJNA1168499	SAMN44422889	d16_1295_2	1295_2	93.95348837	M	R4_F	hFMT	HF4	16	fecal	3700000	mouse	hFMT	2.269451	30398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1295_3	d16_1295_3	PRJNA1168499	SAMN44422890	d16_1295_3	1295_3	NA	M	R4_F	hFMT	HF4	16	fecal	NA	mouse	hFMT	2.268381	12139	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1296_1	d16_1296_1	PRJNA1168499	SAMN44422891	d16_1296_1	1296_1	91.94312796	M	D4_A	hFMT	HF4	16	fecal	2200000	mouse	hFMT	2.451657	25264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1296_2	d16_1296_2	PRJNA1168499	SAMN44422892	d16_1296_2	1296_2	97.26027397	M	D4_A	hFMT	HF4	16	fecal	2000000	mouse	hFMT	2.819079	18894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1296_3	d16_1296_3	PRJNA1168499	SAMN44422893	d16_1296_3	1296_3	94.23076923	M	D4_A	hFMT	HF4	16	fecal	22200000	mouse	hFMT	2.748059	32452	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1297_1	d16_1297_1	PRJNA1168499	SAMN44422894	d16_1297_1	1297_1	102.5531915	M	D5_A	hFMT	HF4	16	fecal	1100000	mouse	hFMT	2.194069	18121	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1297_2	d16_1297_2	PRJNA1168499	SAMN44422895	d16_1297_2	1297_2	106.0747664	M	D5_A	hFMT	HF4	16	fecal	NA	mouse	hFMT	2.130423	38349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1297_3	d16_1297_3	PRJNA1168499	SAMN44422896	d16_1297_3	1297_3	94.7826087	M	D5_A	hFMT	HF4	16	fecal	1000000	mouse	hFMT	2.293001	25802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1835_1	d16_1835_1	PRJNA1168499	SAMN44422897	d16_1835_1	1835_1	94.46366782	M	AMS001	hFMT	HF9	16	fecal	200000000	mouse	hFMT	3.06329	17995	16.05058604	16.77326824	53.57888964	2.286584281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1835_3	d16_1835_3	PRJNA1168499	SAMN44422898	d16_1835_3	1835_3	100.3533569	M	AMS001	hFMT	HF9	16	fecal	180000000	mouse	hFMT	2.922249	14726	19.69172962	16.36069465	58.93467271	2.39036303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1836_2	d16_1836_2	PRJNA1168499	SAMN44422899	d16_1836_2	1836_2	89.09090909	F	AMS001	hFMT	HF9	16	fecal	180000000	mouse	hFMT	2.90353	24946	17.37418759	38.68760687	67.52617323	3.88922468	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1836_3	d16_1836_3	PRJNA1168499	SAMN44422900	d16_1836_3	1836_3	96.46017699	F	AMS001	hFMT	HF9	16	fecal	140000000	mouse	hFMT	2.934801	25146	17.68897672	19.98002074	50.60163698	2.266569808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1836_4	d16_1836_4	PRJNA1168499	SAMN44422901	d16_1836_4	1836_4	99.07834101	F	AMS001	hFMT	HF9	16	fecal	780000000	mouse	hFMT	2.911439	26606	22.36743724	44.45700747	61.42444114	2.251002996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1837_1	d16_1837_1	PRJNA1168499	SAMN44422902	d16_1837_1	1837_1	97.32824427	M	AMS005	hFMT	HF9	16	fecal	1480000000	mouse	hFMT	2.480389	26496	10.34472319	8.647251356	39.46474902	1.53863601	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1837_2	d16_1837_2	PRJNA1168499	SAMN44422903	d16_1837_2	1837_2	96.52509653	M	AMS005	hFMT	HF9	16	fecal	1680000000	mouse	hFMT	2.568068	24681	12.18264557	5.555244302	40.04874858	1.849230981	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1837_3	d16_1837_3	PRJNA1168499	SAMN44422904	d16_1837_3	1837_3	97.8021978	M	AMS005	hFMT	HF9	16	fecal	900000000	mouse	hFMT	2.265567	41611	12.4565369	7.742547329	32.35696726	2.078285506	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1839_1	d16_1839_1	PRJNA1168499	SAMN44422905	d16_1839_1	1839_1	86.79245283	F	AMS005	hFMT	HF9	16	fecal	260000000	mouse	hFMT	2.423348	26700	16.59459664	20.47532424	75.29407346	0.467721427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1839_2	d16_1839_2	PRJNA1168499	SAMN44422906	d16_1839_2	1839_2	91.59292035	F	AMS005	hFMT	HF9	16	fecal	440000000	mouse	hFMT	2.480881	25056	14.93608863	24.77641506	72.95217857	0.96926751	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d16_1839_3	d16_1839_3	PRJNA1168499	SAMN44422907	d16_1839_3	1839_3	87.26415094	F	AMS005	hFMT	HF9	16	fecal	700000000	mouse	hFMT	2.698049	18381	13.39277112	20.52026025	82.83549399	2.969489925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d18_1835_1	d18_1835_1	PRJNA1168499	SAMN44422908	d18_1835_1	1835_1	97.23183391	M	AMS001	hFMT	HF9	18	fecal	500000000	mouse	hFMT	3.20469	17766	26.03316455	22.14919052	69.51393954	0.873131634	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d18_1835_3	d18_1835_3	PRJNA1168499	SAMN44422909	d18_1835_3	1835_3	100	M	AMS001	hFMT	HF9	18	fecal	860000000	mouse	hFMT	3.195986	20120	12.99548146	4.938188987	62.85802774	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d18_1836_2	d18_1836_2	PRJNA1168499	SAMN44422910	d18_1836_2	1836_2	100	F	AMS001	hFMT	HF9	18	fecal	860000000	mouse	hFMT	3.100448	18822	20.42409281	4.083894207	62.45906227	0.021323057	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d18_1836_3	d18_1836_3	PRJNA1168499	SAMN44422911	d18_1836_3	1836_3	97.34513274	F	AMS001	hFMT	HF9	18	fecal	480000000	mouse	hFMT	3.026177	17393	14.03102048	7.317244206	65.27128231	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d18_1836_4	d18_1836_4	PRJNA1168499	SAMN44422912	d18_1836_4	1836_4	102.764977	F	AMS001	hFMT	HF9	18	fecal	360000000	mouse	hFMT	3.190982	22904	21.25628535	7.077245075	72.03909906	0.643597914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d18_1837_1	d18_1837_1	PRJNA1168499	SAMN44422913	d18_1837_1	1837_1	98.85496183	M	AMS005	hFMT	HF9	18	fecal	1700000000	mouse	hFMT	2.563635	24596	13.36992111	12.11307355	54.60620539	2.950027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d18_1837_2	d18_1837_2	PRJNA1168499	SAMN44422914	d18_1837_2	1837_2	97.2972973	M	AMS005	hFMT	HF9	18	fecal	2440000000	mouse	hFMT	2.666334	28097	47.58375523	11.39022099	73.18512875	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d18_1837_3	d18_1837_3	PRJNA1168499	SAMN44422915	d18_1837_3	1837_3	98.16849817	M	AMS005	hFMT	HF9	18	fecal	2320000000	mouse	hFMT	2.767984	25567	17.98863668	10.13391486	41.93018032	0.62496693	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d18_1839_1	d18_1839_1	PRJNA1168499	SAMN44422916	d18_1839_1	1839_1	90.56603774	F	AMS005	hFMT	HF9	18	fecal	220000000	mouse	hFMT	2.811997	17933	13.05307671	18.30920442	81.21206132	2.178045736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
