seqID	BioProjectID	BioSampleID	sampleID	mouse	percent_weight	sex	FMT_input	FMT_type	Experiment	day	type	CFU	sampleType	group	shannon	nseqs
d11_1297_2	PRJNA1168499	SAMN44422822	d11_1297_2	1297_2	105.6074766	M	D5_A	hFMT	HF4	11	fecal	2000	mouse	hFMT	0.654557	9430
d11_1835_1	PRJNA1168499	SAMN44422823	d11_1835_1	1835_1	99.30795848	M	AMS001	hFMT	HF9	11	fecal	0	mouse	hFMT	0.11932	13734
d11_1835_2	PRJNA1168499	SAMN44422824	d11_1835_2	1835_2	99.29328622	M	AMS001	hFMT	HF9	11	fecal	0	mouse	hFMT	0.113131	16236
d11_1835_3	PRJNA1168499	SAMN44422825	d11_1835_3	1835_3	98.23321555	M	AMS001	hFMT	HF9	11	fecal	0	mouse	hFMT	0.150481	19936
d11_1836_1	PRJNA1168499	SAMN44422826	d11_1836_1	1836_1	98.18181818	F	AMS001	hFMT	HF9	11	fecal	20000	mouse	hFMT	0.726224	29616
d11_1836_2	PRJNA1168499	SAMN44422827	d11_1836_2	1836_2	100	F	AMS001	hFMT	HF9	11	fecal	23400000	mouse	hFMT	0.994054	28601
d11_1836_3	PRJNA1168499	SAMN44422828	d11_1836_3	1836_3	98.67256637	F	AMS001	hFMT	HF9	11	fecal	600000	mouse	hFMT	0.968435	29322
d11_1836_4	PRJNA1168499	SAMN44422829	d11_1836_4	1836_4	99.53917051	F	AMS001	hFMT	HF9	11	fecal	0	mouse	hFMT	0.706956	31700
d11_1837_1	PRJNA1168499	SAMN44422830	d11_1837_1	1837_1	98.85496183	M	AMS005	hFMT	HF9	11	fecal	0	mouse	hFMT	0.070745	20101
d11_1837_2	PRJNA1168499	SAMN44422831	d11_1837_2	1837_2	99.22779923	M	AMS005	hFMT	HF9	11	fecal	0	mouse	hFMT	0.079952	11943
d11_1837_3	PRJNA1168499	SAMN44422832	d11_1837_3	1837_3	99.26739927	M	AMS005	hFMT	HF9	11	fecal	0	mouse	hFMT	0.072076	15661
d11_1839_1	PRJNA1168499	SAMN44422833	d11_1839_1	1839_1	94.81132075	F	AMS005	hFMT	HF9	11	fecal	20000	mouse	hFMT	0.540827	25268
d11_1839_2	PRJNA1168499	SAMN44422834	d11_1839_2	1839_2	96.90265487	F	AMS005	hFMT	HF9	11	fecal	40000	mouse	hFMT	0.373131	17685
d11_1839_3	PRJNA1168499	SAMN44422835	d11_1839_3	1839_3	96.69811321	F	AMS005	hFMT	HF9	11	fecal	0	mouse	hFMT	0.65647	25317
d12_1199_1	PRJNA1168499	SAMN44422836	d12_1199_1	1199_1	88.82352941	F	D2_A	hFMT	HF1	12	fecal	18000	mouse	hFMT	1.31322	19188
d12_1199_2	PRJNA1168499	SAMN44422837	d12_1199_2	1199_2	96.2962963	F	D2_A	hFMT	HF1	12	fecal	14700000	mouse	hFMT	1.520763	20197
d12_1199_3	PRJNA1168499	SAMN44422838	d12_1199_3	1199_3	97.63313609	F	D2_A	hFMT	HF1	12	fecal	70000	mouse	hFMT	1.861262	20033
d12_1199_4	PRJNA1168499	SAMN44422839	d12_1199_4	1199_4	96.13259669	F	D2_A	hFMT	HF1	12	fecal	296000	mouse	hFMT	1.96693	22101
d12_1200_1	PRJNA1168499	SAMN44422840	d12_1200_1	1200_1	98.32402235	M	D2_A	hFMT	HF1	12	fecal	61728.39506	mouse	hFMT	1.983766	20300
d12_1200_2	PRJNA1168499	SAMN44422841	d12_1200_2	1200_2	105.7894737	M	D2_A	hFMT	HF1	12	fecal	26200000	mouse	hFMT	1.831808	22497
d12_1200_3	PRJNA1168499	SAMN44422842	d12_1200_3	1200_3	102.8806584	M	D2_A	hFMT	HF1	12	fecal	10300000	mouse	hFMT	2.067648	21175
d12_1200_4	PRJNA1168499	SAMN44422843	d12_1200_4	1200_4	100.4065041	M	D2_A	hFMT	HF1	12	fecal	19000000	mouse	hFMT	2.16821	17261
d13_1199_1	PRJNA1168499	SAMN44422844	d13_1199_1	1199_1	82.35294118	F	D2_A	hFMT	HF1	13	fecal	38000	mouse	hFMT	1.397151	21304
d13_1199_2	PRJNA1168499	SAMN44422845	d13_1199_2	1199_2	99.47089947	F	D2_A	hFMT	HF1	13	fecal	34750000	mouse	hFMT	1.57773	25031
d13_1199_3	PRJNA1168499	SAMN44422846	d13_1199_3	1199_3	101.183432	F	D2_A	hFMT	HF1	13	fecal	72000000	mouse	hFMT	2.31246	14117
d13_1200_1	PRJNA1168499	SAMN44422847	d13_1200_1	1200_1	96.64804469	M	D2_A	hFMT	HF1	13	fecal	115000000	mouse	hFMT	2.1862	17464
d13_1200_2	PRJNA1168499	SAMN44422848	d13_1200_2	1200_2	105.2631579	M	D2_A	hFMT	HF1	13	fecal	114000000	mouse	hFMT	2.118365	14694
d13_1200_3	PRJNA1168499	SAMN44422849	d13_1200_3	1200_3	102.4691358	M	D2_A	hFMT	HF1	13	fecal	47000000	mouse	hFMT	2.223763	17576
d13_1223_3	PRJNA1168499	SAMN44422850	d13_1223_3	1223_3	102.173913	F	D2_A	hFMT	HF2	13	fecal	25000000	mouse	hFMT	2.104562	24163
d13_1223_5	PRJNA1168499	SAMN44422851	d13_1223_5	1223_5	97.20670391	F	D2_A	hFMT	HF2	13	fecal	20000000	mouse	hFMT	2.006102	24330
d13_1225_2	PRJNA1168499	SAMN44422852	d13_1225_2	1225_2	94.57013575	M	D2_A	hFMT	HF2	13	fecal	13000000	mouse	hFMT	1.838735	29826
d13_1225_4	PRJNA1168499	SAMN44422853	d13_1225_4	1225_4	103.4042553	M	D2_A	hFMT	HF2	13	fecal	55000000	mouse	hFMT	1.792808	26661
d13_1225_5	PRJNA1168499	SAMN44422854	d13_1225_5	1225_5	95.95959596	M	D2_A	hFMT	HF2	13	fecal	NA	mouse	hFMT	1.778311	34749
d13_1297_1	PRJNA1168499	SAMN44422855	d13_1297_1	1297_1	104.2553191	M	D5_A	hFMT	HF4	13	fecal	9600000	mouse	hFMT	2.364369	50586
d13_1835_1	PRJNA1168499	SAMN44422856	d13_1835_1	1835_1	92.38754325	M	AMS001	hFMT	HF9	13	fecal	660000000	mouse	hFMT	2.458858	21974
d13_1835_2	PRJNA1168499	SAMN44422857	d13_1835_2	1835_2	96.1130742	M	AMS001	hFMT	HF9	13	fecal	70000000	mouse	hFMT	2.282226	23837
d13_1835_3	PRJNA1168499	SAMN44422858	d13_1835_3	1835_3	100	M	AMS001	hFMT	HF9	13	fecal	90000000	mouse	hFMT	2.695447	22224
d13_1836_1	PRJNA1168499	SAMN44422859	d13_1836_1	1836_1	89.09090909	F	AMS001	hFMT	HF9	13	fecal	210000000	mouse	hFMT	2.295187	36205
d13_1836_2	PRJNA1168499	SAMN44422860	d13_1836_2	1836_2	80.90909091	F	AMS001	hFMT	HF9	13	fecal	170000000	mouse	hFMT	2.172091	22123
d13_1836_3	PRJNA1168499	SAMN44422861	d13_1836_3	1836_3	82.30088496	F	AMS001	hFMT	HF9	13	fecal	760000000	mouse	hFMT	2.60836	34372
d13_1836_4	PRJNA1168499	SAMN44422862	d13_1836_4	1836_4	89.40092166	F	AMS001	hFMT	HF9	13	fecal	300000000	mouse	hFMT	2.466078	45096
d13_1837_1	PRJNA1168499	SAMN44422863	d13_1837_1	1837_1	98.09160305	M	AMS005	hFMT	HF9	13	fecal	740000000	mouse	hFMT	1.958967	19102
d13_1837_2	PRJNA1168499	SAMN44422864	d13_1837_2	1837_2	94.98069498	M	AMS005	hFMT	HF9	13	fecal	630000000	mouse	hFMT	2.009041	27683
d13_1837_3	PRJNA1168499	SAMN44422865	d13_1837_3	1837_3	96.7032967	M	AMS005	hFMT	HF9	13	fecal	40000000	mouse	hFMT	1.855253	30315
d13_1839_2	PRJNA1168499	SAMN44422866	d13_1839_2	1839_2	89.82300885	F	AMS005	hFMT	HF9	13	fecal	340000000	mouse	hFMT	2.398392	31345
d13_1839_3	PRJNA1168499	SAMN44422867	d13_1839_3	1839_3	80.66037736	F	AMS005	hFMT	HF9	13	fecal	60000000	mouse	hFMT	2.40094	41574
d16_1199_2	PRJNA1168499	SAMN44422868	d16_1199_2	1199_2	102.1164021	F	D2_A	hFMT	HF1	16	fecal	NA	mouse	hFMT	2.482471	22338
d16_1199_3	PRJNA1168499	SAMN44422869	d16_1199_3	1199_3	101.7751479	F	D2_A	hFMT	HF1	16	fecal	19000000	mouse	hFMT	2.590318	21473
d16_1199_4	PRJNA1168499	SAMN44422870	d16_1199_4	1199_4	97.23756906	F	D2_A	hFMT	HF1	16	fecal	4000000	mouse	hFMT	2.467099	20027
d16_1200_1	PRJNA1168499	SAMN44422871	d16_1200_1	1200_1	99.44134078	M	D2_A	hFMT	HF1	16	fecal	800000	mouse	hFMT	2.476018	17333
d16_1200_2	PRJNA1168499	SAMN44422872	d16_1200_2	1200_2	102.6315789	M	D2_A	hFMT	HF1	16	fecal	3000000	mouse	hFMT	2.491073	18987
d16_1200_3	PRJNA1168499	SAMN44422873	d16_1200_3	1200_3	105.7613169	M	D2_A	hFMT	HF1	16	fecal	22000000	mouse	hFMT	2.397416	14127
d16_1200_4	PRJNA1168499	SAMN44422874	d16_1200_4	1200_4	97.96747967	M	D2_A	hFMT	HF1	16	fecal	55000000	mouse	hFMT	2.568263	19770
d16_1223_3	PRJNA1168499	SAMN44422875	d16_1223_3	1223_3	104.3478261	F	D2_A	hFMT	HF2	16	fecal	21000000	mouse	hFMT	2.224456	21893
d16_1223_4	PRJNA1168499	SAMN44422876	d16_1223_4	1223_4	100	F	D2_A	hFMT	HF2	16	fecal	42000000	mouse	hFMT	2.482884	20782
d16_1223_5	PRJNA1168499	SAMN44422877	d16_1223_5	1223_5	99.44134078	F	D2_A	hFMT	HF2	16	fecal	13000000	mouse	hFMT	2.294101	26444
d16_1225_2	PRJNA1168499	SAMN44422878	d16_1225_2	1225_2	98.64253394	M	D2_A	hFMT	HF2	16	fecal	50000000	mouse	hFMT	2.222209	36538
d16_1225_3	PRJNA1168499	SAMN44422879	d16_1225_3	1225_3	106.5116279	M	D2_A	hFMT	HF2	16	fecal	42000000	mouse	hFMT	2.280795	31961
d16_1225_4	PRJNA1168499	SAMN44422880	d16_1225_4	1225_4	101.7021277	M	D2_A	hFMT	HF2	16	fecal	15000000	mouse	hFMT	2.325692	36544
d16_1291_1	PRJNA1168499	SAMN44422881	d16_1291_1	1291_1	96.27659574	F	R4_F	hFMT	HF4	16	fecal	19200000	mouse	hFMT	2.023031	40184
d16_1291_3	PRJNA1168499	SAMN44422882	d16_1291_3	1291_3	92.0212766	F	R4_F	hFMT	HF4	16	fecal	50700000	mouse	hFMT	1.685374	13830
d16_1292_1	PRJNA1168499	SAMN44422883	d16_1292_1	1292_1	93.75	F	D4_A	hFMT	HF4	16	fecal	2000000	mouse	hFMT	2.568612	25810
d16_1292_2	PRJNA1168499	SAMN44422884	d16_1292_2	1292_2	89.47368421	F	D4_A	hFMT	HF4	16	fecal	18800000	mouse	hFMT	2.464061	25464
d16_1292_3	PRJNA1168499	SAMN44422885	d16_1292_3	1292_3	100	F	D4_A	hFMT	HF4	16	fecal	7000000	mouse	hFMT	2.740893	31582
d16_1293_1	PRJNA1168499	SAMN44422886	d16_1293_1	1293_1	93.29608939	F	D5_A	hFMT	HF4	16	fecal	500000	mouse	hFMT	2.031532	21304
d16_1293_2	PRJNA1168499	SAMN44422887	d16_1293_2	1293_2	96.3190184	F	D5_A	hFMT	HF4	16	fecal	1000000	mouse	hFMT	2.284079	19959
d16_1293_3	PRJNA1168499	SAMN44422888	d16_1293_3	1293_3	95.73170732	F	D5_A	hFMT	HF4	16	fecal	700000	mouse	hFMT	1.854524	4548
d16_1295_2	PRJNA1168499	SAMN44422889	d16_1295_2	1295_2	93.95348837	M	R4_F	hFMT	HF4	16	fecal	3700000	mouse	hFMT	2.269451	30398
d16_1295_3	PRJNA1168499	SAMN44422890	d16_1295_3	1295_3	NA	M	R4_F	hFMT	HF4	16	fecal	NA	mouse	hFMT	2.268381	12139
d16_1296_1	PRJNA1168499	SAMN44422891	d16_1296_1	1296_1	91.94312796	M	D4_A	hFMT	HF4	16	fecal	2200000	mouse	hFMT	2.451657	25264
d16_1296_2	PRJNA1168499	SAMN44422892	d16_1296_2	1296_2	97.26027397	M	D4_A	hFMT	HF4	16	fecal	2000000	mouse	hFMT	2.819079	18894
d16_1296_3	PRJNA1168499	SAMN44422893	d16_1296_3	1296_3	94.23076923	M	D4_A	hFMT	HF4	16	fecal	22200000	mouse	hFMT	2.748059	32452
d16_1297_1	PRJNA1168499	SAMN44422894	d16_1297_1	1297_1	102.5531915	M	D5_A	hFMT	HF4	16	fecal	1100000	mouse	hFMT	2.194069	18121
d16_1297_2	PRJNA1168499	SAMN44422895	d16_1297_2	1297_2	106.0747664	M	D5_A	hFMT	HF4	16	fecal	NA	mouse	hFMT	2.130423	38349
d16_1297_3	PRJNA1168499	SAMN44422896	d16_1297_3	1297_3	94.7826087	M	D5_A	hFMT	HF4	16	fecal	1000000	mouse	hFMT	2.293001	25802
d16_1835_1	PRJNA1168499	SAMN44422897	d16_1835_1	1835_1	94.46366782	M	AMS001	hFMT	HF9	16	fecal	200000000	mouse	hFMT	3.06329	17995
d16_1835_3	PRJNA1168499	SAMN44422898	d16_1835_3	1835_3	100.3533569	M	AMS001	hFMT	HF9	16	fecal	180000000	mouse	hFMT	2.922249	14726
d16_1836_2	PRJNA1168499	SAMN44422899	d16_1836_2	1836_2	89.09090909	F	AMS001	hFMT	HF9	16	fecal	180000000	mouse	hFMT	2.90353	24946
d16_1836_3	PRJNA1168499	SAMN44422900	d16_1836_3	1836_3	96.46017699	F	AMS001	hFMT	HF9	16	fecal	140000000	mouse	hFMT	2.934801	25146
d16_1836_4	PRJNA1168499	SAMN44422901	d16_1836_4	1836_4	99.07834101	F	AMS001	hFMT	HF9	16	fecal	780000000	mouse	hFMT	2.911439	26606
d16_1837_1	PRJNA1168499	SAMN44422902	d16_1837_1	1837_1	97.32824427	M	AMS005	hFMT	HF9	16	fecal	1480000000	mouse	hFMT	2.480389	26496
d16_1837_2	PRJNA1168499	SAMN44422903	d16_1837_2	1837_2	96.52509653	M	AMS005	hFMT	HF9	16	fecal	1680000000	mouse	hFMT	2.568068	24681
d16_1837_3	PRJNA1168499	SAMN44422904	d16_1837_3	1837_3	97.8021978	M	AMS005	hFMT	HF9	16	fecal	900000000	mouse	hFMT	2.265567	41611
d16_1839_1	PRJNA1168499	SAMN44422905	d16_1839_1	1839_1	86.79245283	F	AMS005	hFMT	HF9	16	fecal	260000000	mouse	hFMT	2.423348	26700
d16_1839_2	PRJNA1168499	SAMN44422906	d16_1839_2	1839_2	91.59292035	F	AMS005	hFMT	HF9	16	fecal	440000000	mouse	hFMT	2.480881	25056
d16_1839_3	PRJNA1168499	SAMN44422907	d16_1839_3	1839_3	87.26415094	F	AMS005	hFMT	HF9	16	fecal	700000000	mouse	hFMT	2.698049	18381
d18_1835_1	PRJNA1168499	SAMN44422908	d18_1835_1	1835_1	97.23183391	M	AMS001	hFMT	HF9	18	fecal	500000000	mouse	hFMT	3.20469	17766
d18_1835_3	PRJNA1168499	SAMN44422909	d18_1835_3	1835_3	100	M	AMS001	hFMT	HF9	18	fecal	860000000	mouse	hFMT	3.195986	20120
d18_1836_2	PRJNA1168499	SAMN44422910	d18_1836_2	1836_2	100	F	AMS001	hFMT	HF9	18	fecal	860000000	mouse	hFMT	3.100448	18822
d18_1836_3	PRJNA1168499	SAMN44422911	d18_1836_3	1836_3	97.34513274	F	AMS001	hFMT	HF9	18	fecal	480000000	mouse	hFMT	3.026177	17393
d18_1836_4	PRJNA1168499	SAMN44422912	d18_1836_4	1836_4	102.764977	F	AMS001	hFMT	HF9	18	fecal	360000000	mouse	hFMT	3.190982	22904
d18_1837_1	PRJNA1168499	SAMN44422913	d18_1837_1	1837_1	98.85496183	M	AMS005	hFMT	HF9	18	fecal	1700000000	mouse	hFMT	2.563635	24596
d18_1837_2	PRJNA1168499	SAMN44422914	d18_1837_2	1837_2	97.2972973	M	AMS005	hFMT	HF9	18	fecal	2440000000	mouse	hFMT	2.666334	28097
d18_1837_3	PRJNA1168499	SAMN44422915	d18_1837_3	1837_3	98.16849817	M	AMS005	hFMT	HF9	18	fecal	2320000000	mouse	hFMT	2.767984	25567
d18_1839_1	PRJNA1168499	SAMN44422916	d18_1839_1	1839_1	90.56603774	F	AMS005	hFMT	HF9	18	fecal	220000000	mouse	hFMT	2.811997	17933
d18_1839_2	PRJNA1168499	SAMN44422917	d18_1839_2	1839_2	95.57522124	F	AMS005	hFMT	HF9	18	fecal	100000000	mouse	hFMT	2.702141	30485
d18_1839_3	PRJNA1168499	SAMN44422918	d18_1839_3	1839_3	89.1509434	F	AMS005	hFMT	HF9	18	fecal	660000000	mouse	hFMT	2.779626	14329
d19_1199_2	PRJNA1168499	SAMN44422919	d19_1199_2	1199_2	104.7619048	F	D2_A	hFMT	HF1	19	fecal	2100000	mouse	hFMT	2.588138	14957
d19_1199_3	PRJNA1168499	SAMN44422920	d19_1199_3	1199_3	101.7751479	F	D2_A	hFMT	HF1	19	fecal	2300000	mouse	hFMT	2.714869	9460
d19_1199_4	PRJNA1168499	SAMN44422921	d19_1199_4	1199_4	99.44751381	F	D2_A	hFMT	HF1	19	fecal	2200000	mouse	hFMT	2.465921	17261
d19_1200_1	PRJNA1168499	SAMN44422922	d19_1200_1	1200_1	103.3519553	M	D2_A	hFMT	HF1	19	fecal	4300000	mouse	hFMT	2.349331	16485
d19_1200_2	PRJNA1168499	SAMN44422923	d19_1200_2	1200_2	106.3157895	M	D2_A	hFMT	HF1	19	fecal	6700000	mouse	hFMT	2.363929	25316
d19_1200_3	PRJNA1168499	SAMN44422924	d19_1200_3	1200_3	109.0534979	M	D2_A	hFMT	HF1	19	fecal	10100000	mouse	hFMT	2.544374	18580
d19_1200_4	PRJNA1168499	SAMN44422925	d19_1200_4	1200_4	102.4390244	M	D2_A	hFMT	HF1	19	fecal	10700000	mouse	hFMT	2.519379	15918
d19_1291_1	PRJNA1168499	SAMN44422926	d19_1291_1	1291_1	101.0638298	F	R4_F	hFMT	HF4	19	fecal	75000000	mouse	hFMT	1.785997	55908
d19_1291_2	PRJNA1168499	SAMN44422927	d19_1291_2	1291_2	94.93670886	F	R4_F	hFMT	HF4	19	fecal	109000000	mouse	hFMT	1.868973	29321
d19_1291_3	PRJNA1168499	SAMN44422928	d19_1291_3	1291_3	96.27659574	F	R4_F	hFMT	HF4	19	fecal	172000000	mouse	hFMT	2.057857	24043
d19_1292_1	PRJNA1168499	SAMN44422929	d19_1292_1	1292_1	98.125	F	D4_A	hFMT	HF4	19	fecal	60000000	mouse	hFMT	2.465928	27891
d19_1292_2	PRJNA1168499	SAMN44422930	d19_1292_2	1292_2	92.10526316	F	D4_A	hFMT	HF4	19	fecal	21000000	mouse	hFMT	2.955303	37572
d19_1292_3	PRJNA1168499	SAMN44422931	d19_1292_3	1292_3	102.7472527	F	D4_A	hFMT	HF4	19	fecal	7000000	mouse	hFMT	3.029658	6786
d19_1293_1	PRJNA1168499	SAMN44422932	d19_1293_1	1293_1	96.08938547	F	D5_A	hFMT	HF4	19	fecal	33100000	mouse	hFMT	2.502344	10676
d19_1293_2	PRJNA1168499	SAMN44422933	d19_1293_2	1293_2	98.1595092	F	D5_A	hFMT	HF4	19	fecal	32500000	mouse	hFMT	2.552791	16985
d19_1293_3	PRJNA1168499	SAMN44422934	d19_1293_3	1293_3	100	F	D5_A	hFMT	HF4	19	fecal	600000	mouse	hFMT	2.427173	24055
d19_1295_2	PRJNA1168499	SAMN44422935	d19_1295_2	1295_2	97.20930233	M	R4_F	hFMT	HF4	19	fecal	43000000	mouse	hFMT	2.477366	36463
d19_1295_4	PRJNA1168499	SAMN44422936	d19_1295_4	1295_4	98.21428571	M	R4_F	hFMT	HF4	19	fecal	57000000	mouse	hFMT	1.774297	11743
d19_1296_1	PRJNA1168499	SAMN44422937	d19_1296_1	1296_1	97.63033175	M	D4_A	hFMT	HF4	19	fecal	25000000	mouse	hFMT	2.709747	34342
d19_1296_2	PRJNA1168499	SAMN44422938	d19_1296_2	1296_2	98.63013699	M	D4_A	hFMT	HF4	19	fecal	62000000	mouse	hFMT	2.75935	42492
d19_1296_3	PRJNA1168499	SAMN44422939	d19_1296_3	1296_3	98.55769231	M	D4_A	hFMT	HF4	19	fecal	108000000	mouse	hFMT	2.835845	30979
d19_1297_1	PRJNA1168499	SAMN44422940	d19_1297_1	1297_1	103.8297872	M	D5_A	hFMT	HF4	19	fecal	6000000	mouse	hFMT	2.487683	31366
d19_1297_2	PRJNA1168499	SAMN44422941	d19_1297_2	1297_2	109.8130841	M	D5_A	hFMT	HF4	19	fecal	29100000	mouse	hFMT	2.510749	40592
d19_1297_3	PRJNA1168499	SAMN44422942	d19_1297_3	1297_3	97.82608696	M	D5_A	hFMT	HF4	19	fecal	17000000	mouse	hFMT	2.617633	30724
c21_1835_1	PRJNA1168499	SAMN44422943	d21_1835_1	1835_1	98.96193772	M	AMS001	hFMT	HF9	21	cecal	1290000000	mouse	hFMT	3.209821	10018
c21_1835_3	PRJNA1168499	SAMN44422944	d21_1835_3	1835_3	103.5335689	M	AMS001	hFMT	HF9	21	cecal	190000000	mouse	hFMT	3.293301	14973
c21_1836_2	PRJNA1168499	SAMN44422945	d21_1836_2	1836_2	98.63636364	F	AMS001	hFMT	HF9	21	cecal	730000000	mouse	hFMT	2.86128	16522
c21_1836_3	PRJNA1168499	SAMN44422946	d21_1836_3	1836_3	94.24778761	F	AMS001	hFMT	HF9	21	cecal	470000000	mouse	hFMT	2.960396	19109
c21_1836_4	PRJNA1168499	SAMN44422947	d21_1836_4	1836_4	103.6866359	F	AMS001	hFMT	HF9	21	cecal	1030000000	mouse	hFMT	2.94124	12062
c21_1837_1	PRJNA1168499	SAMN44422948	d21_1837_1	1837_1	99.61832061	M	AMS005	hFMT	HF9	21	cecal	1150000000	mouse	hFMT	2.260534	21955
c21_1837_2	PRJNA1168499	SAMN44422949	d21_1837_2	1837_2	98.45559846	M	AMS005	hFMT	HF9	21	cecal	350000000	mouse	hFMT	2.439223	22261
c21_1837_3	PRJNA1168499	SAMN44422950	d21_1837_3	1837_3	101.8315018	M	AMS005	hFMT	HF9	21	cecal	60000000	mouse	hFMT	2.238277	22840
c21_1839_1	PRJNA1168499	SAMN44422951	d21_1839_1	1839_1	93.39622642	F	AMS005	hFMT	HF9	21	cecal	1110000000	mouse	hFMT	2.66715	14347
c21_1839_2	PRJNA1168499	SAMN44422952	d21_1839_2	1839_2	97.78761062	F	AMS005	hFMT	HF9	21	cecal	350000000	mouse	hFMT	2.683412	22546
c21_1839_3	PRJNA1168499	SAMN44422953	d21_1839_3	1839_3	97.64150943	F	AMS005	hFMT	HF9	21	cecal	1600000000	mouse	hFMT	2.650354	12547
cecal_d21_1199_2	PRJNA1168499	SAMN44422954	d21_1199_2	1199_2	106.3492063	F	D2_A	hFMT	HF1	21	cecal	3000000	mouse	hFMT	2.739263	19328
cecal_d21_1199_3	PRJNA1168499	SAMN44422955	d21_1199_3	1199_3	104.7337278	F	D2_A	hFMT	HF1	21	cecal	49000000	mouse	hFMT	2.527851	21344
cecal_d21_1199_4	PRJNA1168499	SAMN44422956	d21_1199_4	1199_4	104.9723757	F	D2_A	hFMT	HF1	21	cecal	14000000	mouse	hFMT	2.848536	16758
cecal_d21_1200_1	PRJNA1168499	SAMN44422957	d21_1200_1	1200_1	108.3798883	M	D2_A	hFMT	HF1	21	cecal	2000000	mouse	hFMT	2.598322	28493
cecal_d21_1200_2	PRJNA1168499	SAMN44422958	d21_1200_2	1200_2	107.3684211	M	D2_A	hFMT	HF1	21	cecal	846501.1287	mouse	hFMT	2.713402	23385
cecal_d21_1200_3	PRJNA1168499	SAMN44422959	d21_1200_3	1200_3	107.4074074	M	D2_A	hFMT	HF1	21	cecal	4100000	mouse	hFMT	2.675088	21563
cecal_d21_1200_4	PRJNA1168499	SAMN44422960	d21_1200_4	1200_4	107.3170732	M	D2_A	hFMT	HF1	21	cecal	8100000	mouse	hFMT	2.75965	15819
d21_1223_3	PRJNA1168499	SAMN44422961	d21_1223_3	1223_3	103.2608696	F	D2_A	hFMT	HF2	21	fecal	14000000	mouse	hFMT	2.498091	24460
d21_1223_4	PRJNA1168499	SAMN44422962	d21_1223_4	1223_4	102.2099448	F	D2_A	hFMT	HF2	21	fecal	18000000	mouse	hFMT	2.341387	20947
d21_1223_5	PRJNA1168499	SAMN44422963	d21_1223_5	1223_5	102.2346369	F	D2_A	hFMT	HF2	21	fecal	2000000	mouse	hFMT	2.575171	22128
d21_1225_2	PRJNA1168499	SAMN44422964	d21_1225_2	1225_2	102.7149321	M	D2_A	hFMT	HF2	21	fecal	1000000	mouse	hFMT	2.613304	21434
d21_1225_3	PRJNA1168499	SAMN44422965	d21_1225_3	1225_3	106.9767442	M	D2_A	hFMT	HF2	21	fecal	4000000	mouse	hFMT	2.22386	15421
d21_1225_4	PRJNA1168499	SAMN44422966	d21_1225_4	1225_4	105.106383	M	D2_A	hFMT	HF2	21	fecal	2000000	mouse	hFMT	2.289297	21768
d24_1223_3	PRJNA1168499	SAMN44422967	d24_1223_3	1223_3	107.6086957	F	D2_A	hFMT	HF2	24	fecal	21700000	mouse	hFMT	2.307193	35651
d24_1223_4	PRJNA1168499	SAMN44422968	d24_1223_4	1223_4	106.0773481	F	D2_A	hFMT	HF2	24	fecal	5200000	mouse	hFMT	2.273356	29239
d24_1223_5	PRJNA1168499	SAMN44422969	d24_1223_5	1223_5	102.2346369	F	D2_A	hFMT	HF2	24	fecal	15200000	mouse	hFMT	2.362615	25738
d24_1225_1	PRJNA1168499	SAMN44422970	d24_1225_1	1225_1	105.3398058	M	D2_A	hFMT	HF2	24	fecal	350000	mouse	hFMT	2.551744	22510
d24_1225_3	PRJNA1168499	SAMN44422971	d24_1225_3	1225_3	112.5581395	M	D2_A	hFMT	HF2	24	fecal	1500000	mouse	hFMT	2.533645	26172
d24_1225_4	PRJNA1168499	SAMN44422972	d24_1225_4	1225_4	109.787234	M	D2_A	hFMT	HF2	24	fecal	600000	mouse	hFMT	2.424557	23915
d28_1223_3	PRJNA1168499	SAMN44422973	d28_1223_3	1223_3	107.6086957	F	D2_A	hFMT	HF2	28	fecal	17800000	mouse	hFMT	2.291802	23823
d28_1223_4	PRJNA1168499	SAMN44422974	d28_1223_4	1223_4	101.1049724	F	D2_A	hFMT	HF2	28	fecal	21200000	mouse	hFMT	2.528383	24205
d28_1225_1	PRJNA1168499	SAMN44422975	d28_1225_1	1225_1	108.2524272	M	D2_A	hFMT	HF2	28	fecal	0	mouse	hFMT	2.463505	27326
d28_1225_2	PRJNA1168499	SAMN44422976	d28_1225_2	1225_2	105.4298643	M	D2_A	hFMT	HF2	28	fecal	110000	mouse	hFMT	2.364653	25067
d28_1225_3	PRJNA1168499	SAMN44422977	d28_1225_3	1225_3	112.0930233	M	D2_A	hFMT	HF2	28	fecal	20000	mouse	hFMT	2.630818	30129
d32_1223_3	PRJNA1168499	SAMN44422978	d32_1223_3	1223_3	110.8695652	F	D2_A	hFMT	HF2	32	fecal	3900000	mouse	hFMT	2.55763	18709
d32_1223_4	PRJNA1168499	SAMN44422979	d32_1223_4	1223_4	111.6022099	F	D2_A	hFMT	HF2	32	fecal	500000	mouse	hFMT	2.29184	27482
d32_1223_5	PRJNA1168499	SAMN44422980	d32_1223_5	1223_5	109.4972067	F	D2_A	hFMT	HF2	32	fecal	3400000	mouse	hFMT	2.283782	36727
d32_1225_1	PRJNA1168499	SAMN44422981	d32_1225_1	1225_1	111.6504854	M	D2_A	hFMT	HF2	32	fecal	0	mouse	hFMT	2.129739	19785
