Gene	UnirefID	definition	GF2_hFMT2A_S44	GF2_mjMb2B_input_S53	GF2_myFMT1_S56	GF3_AMS001_inoc1_S36	HF10_hFMT1_S68	HF9_hFMT2_S42	Healthy_cecalSeekatz26_S2	c21_1835_3_S30	c21_1836_2_S31	c21_1836_3_S110	c21_1837_1_S114	c21_1837_2_S143	c21_1837_3_S138	c21_1839_1_S139	c21_1839_2_S115	c21_1841_1_S137	c21_1901_3_S29	c21_1907_1_S69	cecal_1191_2_S134	cecal_1275_1_S135	cecal_1275_2_S136	cecal_19_1210_1_S77	cecal_19_1210_3_S80	cecal_19_1212_3_S84	cecal_d21_1199_2_S99	cecal_d21_1199_3_S100	cecal_d21_1200_1_S90	cecal_d21_1200_3_S94	cecal_d21_1200_4_S133	cecal_d21_1203_1_S89	cecal_d21_1203_4_S103	cecal_d21_1205_2_S88	cecal_d21_1205_4_S93	cecal_d21_1207_2_S97	cecal_d21_1207_3_S95	cecal_d21_1207_4_S102	cecal_d21_1209_3_S96	cecal_d25_2935_S59	cecal_d25_3739_S45	cecal_d25_5925_S43	cecal_d25_5942_S46	cecal_d28_429_S66	cecal_d28_448_S65	cecal_d28_5505_S67	cecal_d28_5520_S64	cecal_d42_1216_1_S92	cecal_d42_1216_2_S87	cecal_d42_1217_2_S91	cecal_d42_1223_5_S101	cecal_d42_1225_1_S98	cecal_d42_1225_2_S132	cecal_d46_2933_S48	cecal_d46_2949_S47	cecal_d46_2956_S58	cecal_d46_2966_S38	cecal_d46_3755_S49	cecal_d46_3765_S39	cecal_d46_3827_S57	cecal_d46_3_C18_C23836_S51	cecal_d46_4837_S52	cecal_d46_4914_S54	cecal_d46_5957_S50	cecal_d46_5964_S55	d0_1840_2_S112	d11_1203_1_S72	d11_1205_2_S75	d11_1840_1_S21	d11_1840_2_S24	d11_1840_3_S27	d11_1901Seekatz24_S1	d18_1835_1_S25	d18_1835_3_S22	d18_1836_2_S111	d18_1836_3_S105	d18_1836_4_S116	d18_1837_1_S142	d18_1837_2_S113	d18_1839_1_S108	d18_1839_2_S34	d18_1839_3_S109	d18_1840Seekatz18_S3	d18_1901_3_S26	d18_1907_1_S71	d19_1199_2_S79	d19_1199_3_S81	d19_1200_1_S83	d19_1200_2_S78	d19_1203Seekatz34_S6	d19_1203_1_S35	d19_1203_3_S32	d19_1205_2_S82	d19_1207_1_S85	d19_1207_4_S33	d21_2935_S37	d21_3739_S36	d21_429_S63	d21_448_S62	d21_5220_S61	d21_5505_S60	d21_5925_S40	d21_5942_S41	d4_1203_2_S131	d4_1205_2_S73	d4_1840_1_S140	d4_1840_2_S141	dGF2_hFMT1B_S117	dn7_1203_1_S74	dn7_1205_1_S76	dn7_1835_1_S23	dn7_1840_2_S106	dn7_1840_3_S107	healthy_cecal_1913_1_S28	healthy_cecal_1913_2_S70	humanDonor_exp2_S86	mouseFMT_exp1_S130
7a-HSDH	UniRef90_A0A1M5YA13	7-alpha-hydroxysteroid dehydrogenase	0	0	0	0	0	0	0.0628523	0	0	0	0	0	0	0	0	0	0.047787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0516953	0.0552152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.104167	0	0	0.134673	0	0	0
7a-HSDH	UniRef90_A0A1U7L9B4	7-alpha-hydroxysteroid dehydrogenase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.331935	0.531588	0	0.777827	0.761284	0.68935	0.370562	0.805824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.546686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.713684	0.672594	0.800323	0.844307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7a-HSDH	UniRef90_A0A2X1M9S6	7-alpha-hydroxysteroid dehydrogenase	0	0	0	0	0	0	0	0	0.187399	0	0	0	0	0	0	0.0149003	0	0	0	0	0	0.203275	0.505644	0.357586	0	0.201873	0	0	0	0.585055	0.367365	0	0	0.102439	0.282368	0.374844	0	0	0	0	0	0	0	0	0	1.75824	2.79543	3.28494	0.0130816	0	0	0	0	0.850947	0.0292052	0	0	0	0	0.0962532	0	0	0	0	3.17549	1.47486	1.57289	1.81543	1.40974	0	0.0373819	0	0.0277003	0.0623396	0.206843	0	0.0270962	0	0	0.0196731	0	0	0.00913659	0	0.269811	0	0	0.670174	1.2416	1.2794	0	0.582257	0.148598	0	0	0	0	0	0	0	0	2.04329	0	1.01213	1.52907	0	0	0	0	0	0	0	0	0.383077	0
7a-HSDH	UniRef90_A0A2X1MFI2	7-alpha-hydroxysteroid dehydrogenase	0	0	0	0	0	0	0	0	0	0.00796876	0	0	0	0	0	0	0.0127631	0	0	0	0	0	0	0.115183	0	0	0	0.0149386	0	0.163565	0.128075	0	0	0.126247	0	0.0506997	0	0	0	0	0	0	0	0.062188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0247087	0.892181	0.364028	0.132133	0.445922	0	0	0.00999983	0	0	0	0.0105586	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0313478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.245813	0	0	0	0	0	0	0	0	0	0.124148	0
7a-HSDH	UniRef90_A0A2X3LY70	7-alpha-hydroxysteroid dehydrogenase	0	0	0	0	0	0	0	0	0.0682476	0	0	0	0	0	0	0.0272601	0	0	0	0	0	0.231253	0.302366	0.404358	0	0.187846	0	0	0	0.216389	0.415382	0	0	0	0.0137738	0	0	0	0	0	0	0.029874	0	0	0	1.00609	1.36806	1.84822	0.00799753	0	0	0	0	0.502533	0.0261671	0	0	0	0	0	0.0545328	0	0	0	1.56255	1.07416	0.580692	0.793061	0.875877	0	0.0288927	0	0	0	0.0268425	0	0	0	0	0	0	0	0.177892	0.0235792	0.253986	0	0	0.50431	0.563238	0.704819	0	0.51786	0	0	0	0	0	0	0	0	0	0.953119	0	0.701922	0.577787	0	0	0	0	0	0	0	0	0.180633	0
7a-HSDH	UniRef90_A0A316BSL9	3-oxoacyl-[acyl-carrier protein] reductase/7-alpha-hydroxysteroid dehydrogenase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09166	1.56449	0.18723	0	0.122767	0.828497	0.833144	0.181258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.969234	0.242248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7a-HSDH	UniRef90_A0A376LNI1	7-alpha-hydroxysteroid dehydrogenase	0	0	0	0	0	0	0	0	0.286544	0.268884	0	0	0	0	0	0.0263312	0.0188333	0	0	0	0	1.7421	0.957187	0.169745	0	0.702791	0	0.0220436	0	0.240493	0.188709	0	0	0.186214	0.0428675	0.691394	0	0	0	0.0836831	0	0	0	0.0200134	0	0	0.163145	0.166021	0.276638	0	0	0	0	0	0	0	0	0	0	0.0504222	0	0	0	0.0364604	1.31403	0.534377	0.361476	0.931895	0	0	0.0147559	0	0.208991	0.265198	0.0155803	0	0	0	0	0	0	0	0.29941	0	0.623563	0	0	0	0.0443886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36101	0.227416	0	0	0	0	0	0	0	0	0.1804	0
7a-HSDH	UniRef90_A0A376TEX6	7-alpha-hydroxysteroid dehydrogenase	0	0	0	0	0	0	0	0	0.059697	0	0	0	0	0	0	0.0200618	0	0	0	0	0	0	0.265094	0.442831	0	0.341954	0	0	0	0.0932823	0	0	0	0.0879945	0.270621	0.512586	0	0	0	0	0	0.0541474	0	0	0	1.01412	2.06466	1.812	0.0109865	0	0	0	0	0.669411	0.0254161	0	0	0	0	0.0842235	0.0519991	0	0	0	1.56847	1.19533	0.93522400000000006	0.80073	0.979564	0	0	0	0	0	0.0104282	0	0.0238489	0	0	0.0168817	0	0	0.191473	0.0147029	0.466098	0	0	0.496955	1.01971	0.932777	0	0.371513	0.295232	0	0	0	0	0	0	0	0	0.599077	0	0.944646	0.602419	0	0	0	0	0	0	0	0	0.0494037	0
7a-HSDH	UniRef90_A0A376TGC4	7-alpha-hydroxysteroid dehydrogenase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.78329	4.26126	4.41822	0	0	0	0	0	1.59239	0	0	0	0	0	0	0	0	0	0	0	0	2.11843	0	2.21219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04956	1.48054	1.63868	0	1.14776	0.203053	0	0	0	0	0	0	0	0	2.34867	0	0	2.39964	0	0	0	0	0	0	0	0	0	0
7a-HSDH	UniRef90_A0A376W420	7-alpha-hydroxysteroid dehydrogenase	0	0	0	0	0	0	0	0.0975159	0	0.0351928	0	0	0	0	0	0.686588	0	0.328658	0	0	0	0	0	0	0	0	0	0.0129445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18464	0.249282	0.332743	0.126526	0.440721	0	0	0	0	0	0	0	0.843663	0.0217262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.804649	0	0	0	0
7a-HSDH	UniRef90_A0A377BED1	7-alpha-hydroxysteroid dehydrogenase	0	0	0	0	0	0	0	0	0.132405	0.0396777	0	0	0	0	0	0.0404431	0	0	0	0	0	0.443089	0.20694	0.911938	0	0.20268	0	0	0	1.61336	1.25606	0	0	1.39526	0.640209	1.20729	0	0	0	0	0	0	0	0	0	7.09884	9.45146	11.3061	0.0121436	0	0	0	0	2.52758	0	0	0	0	0	0	0	0	0	0	8.98441	4.47186	5.81431	5.10469	6.44838	0	0.0270864	0	0.132564	0	0.158023	0	0	0	0	0	0	0.081479	0.026991	0.0221117	0.179683	0	0	3.53931	4.84966	4.91152	0	1.5011	0.83059	0	0	0	0	0	0	0	0	5.92133	0	3.21223	4.73502	0	0	0	0	0	0	0	0	1.29163	0
7a-HSDH	UniRef90_A0A377BK76	7-alpha-hydroxysteroid dehydrogenase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.273215	0	0	0	0	0	0	0.195527	0	0	0	0	0.438506	0.325447	0	0	0	0	0	0	0	0	0	0.971951	1.9965	2.1245	0	0	0	0	0	1.01103	0	0	0	0	0	0	0	0	0	0	1.67644	1.14886	0.68513	0.337375	0.402084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.570367	0.496683	0	0.319202	0.186665	0	0	0	0	0	0	0	0	1.2028	0	0	0.58818	0	0	0	0	0	0	0	0	0.321844	0
7a-HSDH	UniRef90_A0A377BK82	7-alpha-hydroxysteroid dehydrogenase	0	0	0	0	0	0	0	0	0.177142	0	0	0	0	0	0	0.00847442	0	0	0	0	0	0.150532	0.859189	0.532401	0	0.19985	0	0.0158299	0	0.159533	1.08568	0.0467065	0	0.607474	0.828724	0.347667	0	0	0	0	0	0.161672	0	0	0	1.53952	3.60194	3.76618	0.125166	0	0	0	0	1.71501	0	0	0	0	0	0	0	0	0	0	3.1052	2.23142	1.84916	2.37891	1.93285	0	0	0	0.0343433	0.0779062	0.00683201	0	0.0135692	0	0	0.0246157	0	0	0.0113987	0.0104744	0	0	0	0.831505	1.25504	1.58777	0	0.868228	0.215591	0	0	0	0	0	0.155695	0	0	2.17008	0	0.999405	1.46536	0	0	0	0	0	0	0	0	0.275318	0
7a-HSDH	UniRef90_A0A377BL93	7-alpha-hydroxysteroid dehydrogenase	0	0	0	0	0	0	0	0	0.110489	0	0	0	0	0	0	0.0242868	0	0.182173	0	0	0	0	0.366683	0.777865	0	0	0.0598546	0.0169725	0	1.17295	1.12635	0	0	0.458831	0.759509	0.719298	0	0.115861	0	0	0	0	0	0.0348347	0	3.99964	7.19174	8.276	0	0	0.0579164	0	0	2.4937	0.0147166	0	0	0	0	0.11179	0	0	0	0	6.96829	4.01333	4.5792	4.45033	5.74825	0	0.138728	0	0	0	0.0168995	0	0	0	0	0	0	0	0.0673646	0.0125372	0	0	0	1.21874	3.63527	5.0112	0	2.03954	0.791383	0	0	0	0	0	0	0	0	4.24728	0	2.66799	3.2936	0	0	0	0	0	0	0.0220539	0	0.901318	0
7a-HSDH	UniRef90_A0A377EPD4	7-alpha-hydroxysteroid dehydrogenase	0	0	0	0	0	0	0	0	0.0235022	0	0	0	0	0	0	0.0149236	0	0	0	0	0	0.524777	0.400687	0.306107	0	0.386253	0	0.0168804	0	0.396653	0.295269	0	0	0	0.013637	0.0545191	0	0	0	0	0	0.0387817	0	0	0	1.05889	1.41025	1.81508	0.00823656	0	0	0	0	0.503165	0.026111	0	0	0	0	0	0.053226	0	0	0	1.58595	0.78781	0.975265	1.10555	1.25029	0	0	0	0	0	0.0228879	0	0.0170804	0	0	0	0	0	0.115673	0.0176665	0.230713	0	0	0.716528	0.899308	0.929749	0	0.21372	0.11721	0	0	0	0	0	0	0	0	1.06277	0	0.708715	0.733314	0	0	0	0	0	0	0	0	0.443915	0
7a-HSDH	UniRef90_A0A381KMU1	nadp-dependent 7-alpha-hydroxysteroid dehydrogenase	0	0	0	0	0	0	0	0	0.115842	0	0	0.20256	0.299777	0.110244	0	0	0	0	0	0	0	0	0	0	0	0.228377	0	0.226088	0	0.278394	0	0	0	0	0.177319	0	0	0.203827	0	0	0	0	0	0	0	17.6969	5.04872	2.4025	0	0	0	0	0	0	0	0	0.0946023	0	0	0	0	0	0	0	0	0.769245	0	0	0	0	0	0	0.119578	0.181386	0	0	0.230496	0	0.215346	0	0	0	0	0	0.173118	0	0	0.541886	0.500607	0.0916275	0	0	0	0	0	0	0	0	0	0	0	0.1633	0.201492	0.201549	0	0	0	0	0	0	0	0	0	0	0
7a-HSDH	UniRef90_E7GCZ0	7-alpha-hydroxysteroid dehydrogenase	0	0.127162	0	0	0	0	0	0.375729	0.917476	1.0781	0	0.337663	0.0905733	1.28068	0.828528	0	0	0	0	0	0	0	0	0.280863	0.208494	0	0	0	0	0.0979607	0	0.0305764	0	0.113003	0.246088	0	0	0.841752	0.809809	0	0	0	0.401773	0	0.263005	0	0	0	0	0	0	0.158021	0	0	0.492434	0	0.748192	1.76705	0	0.277189	0	0.531738	0.129727	0	0	0	0	0	0	0	0.506653	0.196518	1.05124	0.787003	0.332723	0.648839	0.945043	0.92675	1.49353	1.04557	0.0705632	0	0	0	0	0	0	0.196962	0.204328	0.0925247	0	0.122055	0.390412	0.0906958	0.653556	0.849227	1.08247	0.845496	0	0.102367	0.105877	0	0	0	0	0	0	0	0	0	0	0	0	0.102454	0
7a-HSDH	UniRef90_F5NV31	7-alpha-hydroxysteroid dehydrogenase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0288594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7a-HSDH	UniRef90_P0AET9	7-alpha-hydroxysteroid dehydrogenase	0	0	0	0	0	0	0	0	0.223885	0.144386	0	0	0	0	0	0.366863	0	0	0	0	0	1.10978	1.07537	1.50668	0	0.35435	0	0.0145792	0	2.5073	1.66803	0	0	1.83655	1.21383	2.23243	0	0	0	0	0	0	0	0.0519775	0	12.4243	15.9104	18.4099	0.175131	0	0	0	0	5.16032	0	0	0	0	0	0.411969	0	0	0	0	14.1973	8.33771	9.34297	9.48997	11.2271	0	0.0269668	0	0.0313164	0	0.0270555	0	0	0.106735	0	0	0	0	0.334527	0.0192408	0.404176	0	0	5.87903	8.58703	8.29762	0	2.43488	1.30237	0	0	0	0	0	0	0	0	9.86094	0	6.21505	8.41091	0	0	0	0	0	0	0	0	1.76616	0
7a-HSDH	UniRef90_Q9S3U5	7-alpha-hydroxysteroid dehydrogenase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.01349	17.5144	0	13.8637	17.5372	7.76368	5.61503	10.9494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16955	2.86875	5.19026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.308	16.0027	9.68602	10.2702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7a-HSDH	UniRef90_R7B6R4	7-alpha-hydroxysteroid dehydrogenase	0.186606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.237692	0	0	0	0	0	0	0	0	0
7a-HSDH	UniRef90_R7EW09	putative 7-alpha-hydroxysteroid dehydrogenase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.992856	0	0	0	0	1.90718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.30241	0	0	0	0	0	0	0	0	0	0	0.531716	0	0	0	0	0	0	0	0	0	0.655002	0	0	0.254699
7a-HSDH	UniRef90_R9WLP8	short chain dehydrogenase (7-alpha-hydroxysteroid dehydrogenase)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.521679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7a-HSDH	UniRef90_UPI000E35029C	7-alpha-hydroxysteroid dehydrogenase	0	0	0	0	0	0.0417938	0	0.165791	0.0865574	0	0	0	0	0	0	0.468239	0	1.12727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.514842	0	0.0999188	0	0	0	0	0	0	0	0	0	0	0	0	0	0.279666	0.253332	0.575917	0.294892	0.268247	0	0	0	0	0	0	0	0.705339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.998554	0	0	0	0
baiA	UniRef90_A0A0F0CE40	3-alpha-hydroxysteroid dehydrogenase/carbonyl reductase	0	0.158314	0	0	0	0	0	3.30524	0	0	0	0	0	1.22218	0.541255	0	0	0	0.0532325	0	0	0	0	0	3.85998	7.49334	4.18189	2.91335	6.60498	15.512	2.72462	0	0	13.7861	6.57051	6.38762	0	0.658592	1.3603	1.54749	1.12908	2.64853	7.7068	1.63595	11.1143	0	0	0	4.93636	3.88107	1.82283	0	0	0	1.91094	0	5.18404	0.538669	0	0.436548	0.666062	1.07852	0.84191	0	0	0	0	0	0	0	2.68175	4.10818	0.0646221	0	0	0	0	26.8292	33.3097	7.06678	0.124857	0.173893	0	7.09166	7.45192	4.61531	1.06118	4.18385	2.5167	15.1072	0	2.00123	7.54364	0.715595	1.09574	3.66753	4.75132	2.87933	2.04506	1.21373	0.910891	0	0.751134	0	0	0	0.123494	0	0	0	0.0941688	0	0	1.83566	0
baiA	UniRef90_A0A143XTF2	3-alpha-hydroxysteroid dehydrogenase/carbonyl reductase	0.276283	0.0965576	0	0	0.896708	0.230885	0.18149	0.0951176	0	0.837118	0	0	0	0	0	0	0.043225	0	2.23671	0	1.63415	0	0.0220267	0	0	0	0	0	0	0	0	2.15656	0.905267	0	0	0	0	0.109314	0	0.200894	0	0.521622	0	0.0894979	0	0	0	0	0	0	0	0	0	0	0.311843	0	0	0.482812	0	0	0	0.15241	0	0	0	0	0	0	0	0	0	0	2.17051	1.16645	1.37907	0	0	0	0	0	0	0.0433825	0	0	0	0	0	0	0	0	0.391838	0	0	0	0	0	0	0	0.357433	0.273553	0.262916	0.14754	0	0	0	0	0.192226	0.402769	0.293879	0	0.0588015	0.530325	0.512036	0	0.3729
baiA	UniRef90_A0A173ZXS6	3-alpha-hydroxysteroid dehydrogenase/carbonyl reductase	0	3.33069	0.279434	0	1.40925	1.23457	0.344685	0	0	0	0	0	0	0	0	0	0.281826	0	0.326871	0	0	0	0	0	0	0	0	0	0	0	0	0.25851	0.374066	0.197282	0	0.246137	0	0	0	0	0	0	0	0	0	0	0.184748	0	0	0	0	0	0	0	0	0	0	0	0.212369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0925105	0.311818	0	0	0	0	0	0	0	0	0	0	0.0991992	0	0	0	0	0	0	0	0	0	0	0	0	0	0.182418	0.325311	0.294675	0.250871	0.439436	0.232765	0.216174	0	0.363778
baiA	UniRef90_A0A174FCM9	3-alpha-hydroxysteroid dehydrogenase/carbonyl reductase	0	0	0	0	0	0	0	0.466864	0	0	0.171824	0.411073	0.544437	0.91233	0.104223	0	0	0.422072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105835	0	0	0.197105	0	1.73256	0.23647	0.228675	0	0	0	0	0	0	0	0	0	0.68939	0	1.0642	0.0988615	0	0.861326	1.28385	0.72003	0.756725	0	0	0	0	0	0	0	3.47293	2.24254	0	0	0	0.429714	0.901706	0.706633	0.689025	0.616896	0	0	3.86247	0	0	0	0	0	0	0	0	0	0	0.173549	0.464845	0.912934	1.15595	0.951806	0.392436	0.234404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
baiA	UniRef90_A0A174YXT6	3-alpha-hydroxysteroid dehydrogenase/carbonyl reductase	0.155221	1.01237	0	1.05827	0.412951	1.03799	0	0	0	0	0	0	0	0	0	0	1.29411	0	1.60013	3.55284	4.28091	0	0	0	0	0	0	0	0	0	0	0.595706	0	0	0	0	0.102626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.331912	0	0	0	3.22099	0	0	0.280912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102556	0.690831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.162044	0.579111	0.674107	0.831088	1.07205	0.384426	0.376358	0	0.261702
baiA	UniRef90_A0A1C5Q5S4	3-alpha-hydroxysteroid dehydrogenase	2.20859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.455	0	0	0	0	0	0	0	0	0
baiA	UniRef90_A0A1C5SW65	3-alpha-hydroxysteroid dehydrogenase/carbonyl reductase	0	0	0	0.0707149	0.0487079	0.312924	0	0.697251	0.159558	0.52466	0.0660835	0.0793622	0.258662	0.949365	1.61258	0.722695	0	0	0	0	0	0	0	0	0	0.351415	0.187076	0	0	0	0	0	0	0	0	0	0	0	0.203473	0.365855	0.218933	0.794221	0	1.23607	0.589857	0	0	0	0	0	0	0	0	0	0	0	0.209542	0	0	0.3724	0.222816	0	0.185943	0	0	0	0	0	0	0	0.290499	0.33467	0.128079	0.254675	0.306784	0	0.198352	0.244508	0.237158	0	0	0	0.0861418	0	0.29946	0	0	0	0	0	0	0	0	0.77379	0.612851	0.366149	0.264389	0.59402	0.872125	0.0977165	0.482535	0	0	0	0	0	0	0	0	0	0	0	0	0	0
baiA	UniRef90_A0A1C6K763	3-alpha-hydroxysteroid dehydrogenase/carbonyl reductase	0	0	0	0	0	0	0	0	0	0	0	0.115059	0	0	0	0	0	0	0	0	0	0.528286	0.212104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114668	0	0	0	0	0	0.150071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.176519	0.271973	0	0	0	0	0	0	0	0	0	0.0715484	0	0.0626281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
baiA	UniRef90_A0A1S8L6G8	3-alpha-hydroxysteroid dehydrogenase/carbonyl reductase	0	0	0.283134	0.091421	0.0409729	0	0.188853	0	0	0	0	0	0	0	0	0	0.234895	0	0.777881	0	2.74394	0	0	0	0	0	0	0	0	0	0	0.517027	0.269144	0	0	0	0	0	0	0	0	0	0	0.165119	0	0	0	0	0	0	0	0	0	0	0.977827	0	0	1.04823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.355009	0.320491	0	0	0	0	0	0	0	0.112332	0	0	0.0537544	0	0	0	0	0	0.10314	0	0	0	0	0	0	0	0.118705	0	0	3.89457	0	0	0	0	0.135417	0.503833	0.408024	0.241719	0.143624	0	0.183831	0	0.419272
baiA	UniRef90_B4YST2	baia	0	0	0	0.0695221	0.322043	0.28109	0	0.079339	0.146794	0	0	0	0	0	0	2.27679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67405	0.684598	0	0.419971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.898817	1.55278	0.668387	0.535123	0	0	0	0	0	0	0	0.193436	0.139725	0.303768	0	0.279618	0	0	0	0	0	0	0	0.384329	0	0.174316	0.143679	0	0	0	0	0	0	0	0	0	0	0	0	0.841778	1.35311	0.353034	0	0	0	0	0	0	0	0	0	0	0	0	0	0
baiB	UniRef90_A0A396L9L6	bile acid--coa ligase	0.509181	1.48005	0	0	0	0	0.163931	0.920689	0	0	0	0	0	0.832074	0.137394	0	0.789071	0	0.672883	0.343768	0.974706	0	0	0	0	0	0.71344	0.712626	0.15389	0	0	0.488944	0.794583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.193456	0.338773	0.346731	0	0	0	0	0	0.746207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.255562	0.314849	0.0905196	0.482641	0.69587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135766	0	0	0	0.377423	0.167491	0.162445	0.222912	0	0.410049	0.559054	0.277827	0.271699	0
